tf,substrate,source,yeastract_sign,in_teufel
RAP1,ERG13,teufel,+,1
PDR3,PGA3,teufel,both,1
SWI5,PGA3,teufel,NA,1
YAP1,GTR1,teufel,both,1
MCM1,YML119W,teufel,-,1
GCN4,ATR1,teufel,+,1
RIM101,ATR1,teufel,-,1
PUT3,ATR1,teufel,+,1
PHD1,ATR1,teufel,NA,1
YAP1,ATR1,teufel,both,1
MSN2,ATR1,teufel,NA,1
CIN5,ATR1,teufel,+,1
FHL1,ATR1,teufel,NA,1
STE12,ZDS2,teufel,NA,1
MCM1,ZDS2,teufel,+,1
GCN4,YML108W,teufel,+,1
YRM1,YML108W,teufel,NA,1
ABF1,PML39,teufel,-,1
MBP1,CUE4,teufel,-,1
SKN7,CUE4,teufel,-,1
ACE2,CUE4,teufel,NA,1
SWI5,TSL1,teufel,NA,1
SWI4,TSL1,teufel,both,1
HSF1,TSL1,teufel,both,1
FKH1,TSL1,teufel,+,1
MSN2,TSL1,teufel,+,1
RLM1,TSL1,teufel,+,1
CIN5,GIM5,teufel,both,1
RPN4,PRE8,teufel,both,1
TEC1,RPM2,teufel,NA,1
HAP2,RPM2,teufel,+,1
YAP1,RPM2,teufel,both,1
MSN2,RPM2,teufel,+,1
STE12,UFO1,teufel,-,1
YAP1,UFO1,teufel,both,1
MSN2,UFO1,teufel,NA,1
MSN2,ALO1,teufel,NA,1
RDS2,ATP18,teufel,NA,1
GCN4,WAR1,teufel,+,1
HAP1,HMG1,teufel,both,1
SOK2,HMG1,teufel,NA,1
MSN2,HMG1,teufel,-,1
IFH1,RPL6A,teufel,NA,1
SFP1,RPL6A,teufel,NA,1
RAP1,RPL6A,teufel,+,1
SKO1,DAK1,teufel,+,1
IFH1,RPS1B,teufel,NA,1
SFP1,RPS1B,teufel,NA,1
FKH2,RPS1B,teufel,+,1
RAP1,RPS1B,teufel,+,1
MSN2,NTE1,teufel,NA,1
MCM1,NTE1,teufel,+,1
STE12,SML1,teufel,NA,1
STE12,IMD4,teufel,NA,1
YRM1,IMD4,teufel,NA,1
FLO8,SPC2,teufel,-,1
ADR1,CYB2,teufel,+,1
STE12,CYB2,teufel,NA,1
HAP1,CYB2,teufel,+,1
YRM1,CYB2,teufel,NA,1
MSN2,YML053C,teufel,NA,1
MCM1,YML053C,teufel,-,1
RAP1,YML053C,teufel,both,1
RPN4,GSF2,teufel,both,1
STE12,PRM6,teufel,+,1
STE12,PRP39,teufel,NA,1
STE12,RRN11,teufel,NA,1
UME6,CAT2,teufel,-,1
ADR1,CAT2,teufel,NA,1
BAS1,CAT2,teufel,-,1
TEC1,VPS71,teufel,+,1
MBP1,VPS71,teufel,NA,1
STE12,TSA1,teufel,NA,1
SKN7,TSA1,teufel,+,1
ZAP1,TSA1,teufel,NA,1
YAP1,TSA1,teufel,both,1
SWI4,YOX1,teufel,+,1
SWI6,YOX1,teufel,NA,1
IFH1,RPS18B,teufel,NA,1
SFP1,RPS18B,teufel,NA,1
RAP1,RPS18B,teufel,+,1
MSN2,YML6,teufel,NA,1
SKO1,YML6,teufel,+,1
IFH1,RPS17A,teufel,NA,1
SFP1,RPS17A,teufel,NA,1
RAP1,RPS17A,teufel,+,1
YRM1,UNG1,teufel,NA,1
ABF1,TAF11,teufel,-,1
ABF1,UBX2,teufel,NA,1
RAP1,UBX2,teufel,NA,1
ABF1,ERV25,teufel,NA,1
ABF1,MRPL39,teufel,NA,1
ACE2,ERG6,teufel,NA,1
MSN2,ERG6,teufel,-,1
RPN4,YAP1,teufel,both,1
SKN7,YAP1,teufel,NA,1
RAP1,YAP1,teufel,-,1
YOX1,GIS4,teufel,NA,1
MCM1,TRM12,teufel,-,1
INO4,TRM12,teufel,-,1
SOK2,YOR062C,teufel,NA,1
MSN2,YOR062C,teufel,NA,1
CIN5,YOR062C,teufel,+,1
TUP1,RPL3,teufel,NA,1
SKN7,RPL3,teufel,+,1
PHD1,RPL3,teufel,NA,1
ABF1,RPL3,teufel,+,1
IFH1,RPL3,teufel,NA,1
MSN2,RPL3,teufel,-,1
RAP1,RPL3,teufel,+,1
GCR1,RPL3,teufel,+,1
CIN5,YNG1,teufel,+,1
HAP3,CYT1,teufel,+,1
HAP2,CYT1,teufel,+,1
STE12,CYT1,teufel,NA,1
CBF1,CYT1,teufel,-,1
HAP1,CYT1,teufel,+,1
HAP5,CYT1,teufel,+,1
STE12,MSA1,teufel,NA,1
HCM1,GYP1,teufel,+,1
SFP1,GYP1,teufel,NA,1
SOK2,GYP1,teufel,NA,1
SUM1,NRT1,teufel,-,1
LEU3,NRT1,teufel,+,1
RAP1,SGO1,teufel,NA,1
MBP1,CDC21,teufel,+,1
SWI4,CDC21,teufel,NA,1
MAL33,UFE1,teufel,NA,1
YRM1,SKI7,teufel,NA,1
ABF1,BUD21,teufel,-,1
DAL82,BUD21,teufel,-,1
STE12,YOR082C,teufel,-,1
ADR1,LPX1,teufel,NA,1
SOK2,LPX1,teufel,NA,1
MSN2,LPX1,teufel,NA,1
RDS2,LPX1,teufel,NA,1
TEC1,TCB1,teufel,NA,1
SOK2,TCB1,teufel,NA,1
TEC1,YVC1,teufel,NA,1
STE12,YVC1,teufel,NA,1
MSN2,YVC1,teufel,NA,1
ABF1,TMA46,teufel,NA,1
MSN2,ECM3,teufel,NA,1
STE12,YOR093C,teufel,NA,1
YAP1,YOR093C,teufel,NA,1
INO4,YOR093C,teufel,NA,1
MCM1,ARF3,teufel,-,1
PDR1,RKI1,teufel,both,1
FKH2,RKI1,teufel,+,1
RAP1,RKI1,teufel,NA,1
IFH1,RPS7A,teufel,NA,1
SFP1,RPS7A,teufel,NA,1
RAP1,RPS7A,teufel,+,1
FHL1,RPS7A,teufel,NA,1
STE12,NUP1,teufel,NA,1
SOK2,NUP1,teufel,NA,1
GLN3,RAS1,teufel,-,1
RAP1,RAS1,teufel,NA,1
SOK2,VAM3,teufel,NA,1
GCN4,LEU9,teufel,both,1
SFP1,LEU9,teufel,NA,1
STE12,INP53,teufel,NA,1
GCN4,TFC7,teufel,-,1
RAP1,CEX1,teufel,+,1
ABF1,RPO31,teufel,NA,1
YRM1,RPO31,teufel,NA,1
RPN4,RPT5,teufel,both,1
REB1,GCY1,teufel,+,1
CIN5,GCY1,teufel,+,1
INO4,IAH1,teufel,-,1
TEC1,RGA1,teufel,NA,1
PHO2,ADE2,teufel,both,1
AFT1,ADE2,teufel,-,1
BAS1,ADE2,teufel,both,1
GCN4,ORT1,teufel,+,1
LEU3,ORT1,teufel,both,1
SOK2,ORT1,teufel,NA,1
STE12,YOR131C,teufel,NA,1
RTG3,IDH2,teufel,+,1
NRG1,IDH2,teufel,-,1
MSN2,IDH2,teufel,+,1
PDR1,RUP1,teufel,-,1
STE12,RUP1,teufel,NA,1
ACE2,RUP1,teufel,NA,1
SFP1,RUP1,teufel,NA,1
STE12,THI80,teufel,NA,1
STE12,SPP2,teufel,NA,1
AFT1,SMP3,teufel,NA,1
REB1,RPB2,teufel,+,1
ABF1,RPB2,teufel,+,1
PDR3,YOR152C,teufel,NA,1
PDR1,YOR152C,teufel,NA,1
YAP1,YOR152C,teufel,NA,1
PDR3,PDR5,teufel,both,1
SWI4,PDR5,teufel,NA,1
PDR1,PDR5,teufel,both,1
ASH1,PDR5,teufel,NA,1
YAP1,PDR5,teufel,both,1
MSN2,PDR5,teufel,-,1
RAP1,PDR5,teufel,NA,1
RPN4,PUP1,teufel,-,1
MSN2,PET123,teufel,+,1
SWI4,PNS1,teufel,NA,1
YAP1,PNS1,teufel,both,1
SOK2,PNS1,teufel,NA,1
MSN2,PNS1,teufel,+,1
FHL1,PNS1,teufel,NA,1
YAP1,YRR1,teufel,NA,1
CAD1,SEY1,teufel,+,1
SFP1,RPS28A,teufel,NA,1
YRM1,LCB4,teufel,NA,1
SOK2,YRM1,teufel,NA,1
PDR1,DCS2,teufel,both,1
YAP1,DCS2,teufel,+,1
SOK2,DCS2,teufel,NA,1
NRG1,SYC1,teufel,NA,1
RAP1,LAS17,teufel,NA,1
STB5,RPS30B,teufel,both,1
IFH1,RPS30B,teufel,NA,1
SFP1,RPS30B,teufel,NA,1
GCN4,SER1,teufel,+,1
YAP1,SER1,teufel,-,1
SOK2,SER1,teufel,NA,1
RAP1,SER1,teufel,NA,1
YRR1,MSB1,teufel,+,1
RAP1,ULS1,teufel,-,1
TEC1,PEX27,teufel,NA,1
STE12,PEX27,teufel,NA,1
GCN4,MRM1,teufel,+,1
GCN4,HIS3,teufel,both,1
GCN4,YOR203W,teufel,+,1
HAP2,NOC2,teufel,+,1
YRM1,NOC2,teufel,NA,1
ABF1,MGM1,teufel,NA,1
YRM1,MGM1,teufel,NA,1
STE12,STE4,teufel,NA,1
STE12,STE13,teufel,NA,1
SPT23,RCN2,teufel,NA,1
MSN2,MCT1,teufel,NA,1
GCN4,ODC2,teufel,+,1
MSN2,RPB8,teufel,NA,1
NRG1,ISU2,teufel,+,1
PHD1,ISU2,teufel,NA,1
YAP1,ISU2,teufel,both,1
MSN2,ISU2,teufel,NA,1
AFT2,ISU2,teufel,+,1
YAP1,HER1,teufel,NA,1
MSN2,HER1,teufel,NA,1
CBF1,WTM2,teufel,both,1
CIN5,WTM2,teufel,+,1
GCN4,WTM1,teufel,+,1
PHD1,WTM1,teufel,NA,1
ABF1,WTM1,teufel,+,1
ACE2,WTM1,teufel,+,1
MSN2,WTM1,teufel,NA,1
YRM1,MKK1,teufel,NA,1
YOX1,KIN4,teufel,NA,1
IFH1,RPL33B,teufel,NA,1
SFP1,RPL33B,teufel,NA,1
MSN2,RPL33B,teufel,NA,1
RAP1,RPL33B,teufel,+,1
FHL1,RPL33B,teufel,NA,1
ABF1,DFR1,teufel,+,1
MSN2,YOR238W,teufel,NA,1
YOX1,ABP140,teufel,NA,1
TEC1,SRL1,teufel,NA,1
SWI4,SRL1,teufel,+,1
SWI6,SRL1,teufel,NA,1
SOK2,SRL1,teufel,NA,1
MCM1,SRL1,teufel,+,1
RAP1,SRL1,teufel,both,1
CIN5,SRL1,teufel,+,1
MBP1,YOR248W,teufel,-,1
SWI4,YOR248W,teufel,+,1
HAP2,YOR248W,teufel,-,1
STE12,YOR248W,teufel,+,1
IXR1,NAT5,teufel,+,1
YRM1,NAT5,teufel,NA,1
STE12,TRE2,teufel,NA,1
RPN4,RPT4,teufel,both,1
RPN4,GCD1,teufel,both,1
RPN4,RPN8,teufel,both,1
ABF1,RPN8,teufel,NA,1
SWI5,DSE3,teufel,+,1
ACE2,DSE3,teufel,+,1
YAP1,DSE3,teufel,both,1
YRM1,PNT1,teufel,NA,1
ADR1,FSF1,teufel,+,1
CBF1,FSF1,teufel,+,1
LEU3,FSF1,teufel,+,1
MSN2,FSF1,teufel,-,1
AFT1,YTM1,teufel,NA,1
MSN2,YTM1,teufel,+,1
ADR1,TPO4,teufel,NA,1
FLO8,TPO4,teufel,-,1
PDR1,TPO4,teufel,+,1
SOK2,TPO4,teufel,NA,1
MSN2,TPO4,teufel,+,1
CIN5,TPO4,teufel,NA,1
TEC1,MOD5,teufel,NA,1
SKN7,CAF20,teufel,NA,1
CIN5,HEM4,teufel,NA,1
RFX1,FSH3,teufel,-,1
CAD1,RDL1,teufel,-,1
MSN2,RDL1,teufel,NA,1
CIN5,RDL1,teufel,-,1
MSN2,RDL2,teufel,NA,1
REB1,RRP36,teufel,-,1
CBF1,MPD1,teufel,both,1
RLM1,SNF2,teufel,+,1
RAP1,YOR292C,teufel,both,1
IFH1,RPS10A,teufel,NA,1
RAP1,RPS10A,teufel,+,1
FHL1,RPS10A,teufel,NA,1
STE12,YOR296W,teufel,NA,1
ABF1,TIM18,teufel,+,1
RAP1,MBF1,teufel,+,1
TEC1,BUD7,teufel,NA,1
CBF1,BUD7,teufel,+,1
TEC1,RAX1,teufel,NA,1
RAP1,RAX1,teufel,NA,1
GCN4,YOR302W,teufel,+,1
ARG81,YOR302W,teufel,-,1
MSN2,YOR302W,teufel,-,1
RAP1,YOR302W,teufel,-,1
GCN4,CPA1,teufel,+,1
ARG81,CPA1,teufel,-,1
MSN2,CPA1,teufel,-,1
RAP1,CPA1,teufel,-,1
ABF1,ISW2,teufel,NA,1
RIM101,MCH5,teufel,-,1
PUT3,MCH5,teufel,+,1
SOK2,NOP58,teufel,NA,1
FKH1,RPL20B,teufel,-,1
SFP1,RPL20B,teufel,NA,1
RAP1,RPL20B,teufel,+,1
TEC1,SFG1,teufel,+,1
NRG1,SFG1,teufel,NA,1
GLN3,SFG1,teufel,+,1
STE12,SFG1,teufel,NA,1
SKN7,SFG1,teufel,+,1
PUT3,SFG1,teufel,-,1
IXR1,SFG1,teufel,+,1
ECM22,SFG1,teufel,NA,1
SFP1,SFG1,teufel,NA,1
YAP1,SFG1,teufel,both,1
MSN2,SFG1,teufel,-,1
MCM1,SFG1,teufel,+,1
MOT3,SFG1,teufel,-,1
RAP1,SFG1,teufel,both,1
RLM1,SFG1,teufel,-,1
ROX1,SFG1,teufel,-,1
AFT1,COT1,teufel,NA,1
MET4,COT1,teufel,-,1
AFT2,COT1,teufel,NA,1
SPT23,FAA1,teufel,NA,1
SOK2,FAA1,teufel,NA,1
MSN2,FAA1,teufel,+,1
RAP1,FAA1,teufel,-,1
CIN5,FAA1,teufel,+,1
STE12,YOR318C,teufel,NA,1
SPT23,YOR318C,teufel,NA,1
TEC1,FRT1,teufel,+,1
STE12,FRT1,teufel,NA,1
MSN2,MYO2,teufel,-,1
CIN5,SNC2,teufel,-,1
PDR3,PDR10,teufel,both,1
PDR1,PDR10,teufel,both,1
SOK2,PDR10,teufel,NA,1
YRM1,YOR333C,teufel,NA,1
GCN4,MRS2,teufel,+,1
GCN4,TEA1,teufel,+,1
STE12,TEA1,teufel,NA,1
MCM1,RPA43,teufel,-,1
MCM1,RPA190,teufel,+,1
MSS11,RPA190,teufel,NA,1
TEC1,YOR342C,teufel,NA,1
PDR1,YOR342C,teufel,both,1
MSN2,YOR342C,teufel,-,1
MCM1,YOR342C,teufel,-,1
SKO1,YOR342C,teufel,+,1
TUP1,TYE7,teufel,NA,1
PHO2,TYE7,teufel,-,1
SWI4,TYE7,teufel,+,1
PHO4,TYE7,teufel,+,1
HSF1,TYE7,teufel,+,1
STE12,TYE7,teufel,+,1
SKN7,TYE7,teufel,NA,1
CBF1,TYE7,teufel,both,1
YAP1,TYE7,teufel,both,1
SOK2,TYE7,teufel,NA,1
MSN2,TYE7,teufel,both,1
MCM1,TYE7,teufel,-,1
MET4,TYE7,teufel,NA,1
GCR2,TYE7,teufel,NA,1
RAP1,TYE7,teufel,NA,1
TEC1,REV1,teufel,NA,1
TEC1,CIN1,teufel,NA,1
STE12,CIN1,teufel,NA,1
SKN7,CIN1,teufel,+,1
MCM1,GDS1,teufel,+,1
RAP1,GDS1,teufel,+,1
RAP1,VTS1,teufel,NA,1
SUM1,YOR366W,teufel,-,1
RAP1,SCP1,teufel,+,1
IFH1,RPS12,teufel,NA,1
SFP1,RPS12,teufel,NA,1
RAP1,RPS12,teufel,+,1
SWI4,NUD1,teufel,both,1
ADR1,ALD4,teufel,NA,1
PDR1,ALD4,teufel,both,1
RAP1,ALD4,teufel,-,1
GLN3,GDH1,teufel,both,1
HAP2,GDH1,teufel,+,1
LEU3,GDH1,teufel,+,1
SOK2,GDH1,teufel,NA,1
MSN2,GDH1,teufel,-,1
CIN5,GDH1,teufel,-,1
SWI4,ATF1,teufel,+,1
CBF1,ATF1,teufel,+,1
SPT23,ATF1,teufel,NA,1
RFX1,ATF1,teufel,+,1
RAP1,ATF1,teufel,NA,1
STE12,FRE3,teufel,+,1
YOX1,FRE3,teufel,NA,1
AFT1,FIT2,teufel,+,1
ASH1,FIT2,teufel,NA,1
LEU3,FIT2,teufel,+,1
RAP1,FIT2,teufel,+,1
CIN5,FIT2,teufel,+,1
AFT1,FIT3,teufel,+,1
PUT3,FIT3,teufel,-,1
AFT2,FIT3,teufel,NA,1
YAP1,YOR385W,teufel,both,1
MSN2,YOR385W,teufel,-,1
ABF1,YOR390W,teufel,NA,1
MET32,SAM3,teufel,+,1
YHP1,SAM3,teufel,NA,1
ZAP1,SAM3,teufel,NA,1
CBF1,SAM3,teufel,both,1
SOK2,SAM3,teufel,NA,1
YHP1,SAM4,teufel,NA,1
GCN4,SAM4,teufel,+,1
HAP2,ATP15,teufel,-,1
MBP1,PLC1,teufel,-,1
MBP1,ACM1,teufel,-,1
YHP1,ACM1,teufel,NA,1
SWI4,ACM1,teufel,+,1
ADR1,DIP5,teufel,NA,1
STP1,DIP5,teufel,-,1
GLN3,DIP5,teufel,+,1
PDR1,DIP5,teufel,both,1
ASH1,DIP5,teufel,NA,1
SOK2,DIP5,teufel,NA,1
MSN2,DIP5,teufel,NA,1
ROX1,DIP5,teufel,NA,1
TEC1,THI21,teufel,NA,1
SWI4,CLN2,teufel,+,1
STE12,CLN2,teufel,NA,1
SKN7,CLN2,teufel,NA,1
YOX1,CLN2,teufel,NA,1
STE12,BBP1,teufel,+,1
ABF1,HFI1,teufel,-,1
GCN4,YAH1,teufel,+,1
GCN4,ICY2,teufel,NA,1
CBF1,ICY2,teufel,NA,1
YAP1,ICY2,teufel,NA,1
MSN2,ICY2,teufel,NA,1
SKO1,ICY2,teufel,NA,1
RAP1,ICY2,teufel,NA,1
SFP1,RPL36B,teufel,NA,1
RAP1,RPL36B,teufel,+,1
STE12,GYP5,teufel,+,1
MSN2,YPL247C,teufel,+,1
YHP1,IQG1,teufel,NA,1
MBP1,CIN2,teufel,-,1
STE12,CIN2,teufel,NA,1
PHO2,HSP82,teufel,+,1
SUM1,HSP82,teufel,+,1
HSF1,HSP82,teufel,+,1
ABF1,HSP82,teufel,NA,1
YAP1,HSP82,teufel,both,1
MSN2,HSP82,teufel,both,1
HSF1,YAR1,teufel,NA,1
MSN2,YAR1,teufel,NA,1
CBF1,RVB2,teufel,+,1
MCM1,RVB2,teufel,+,1
MSN2,SSO1,teufel,NA,1
TUP1,FAS2,teufel,NA,1
OPI1,FAS2,teufel,NA,1
STE12,FAS2,teufel,NA,1
RAP1,FAS2,teufel,both,1
INO4,FAS2,teufel,+,1
RAP1,YPL229W,teufel,-,1
RAP1,ALG5,teufel,NA,1
YOX1,NEW1,teufel,NA,1
RAP1,NEW1,teufel,+,1
STE12,FMP40,teufel,NA,1
FHL1,FMP40,teufel,NA,1
CBF1,FLC1,teufel,-,1
MSN2,FLC1,teufel,both,1
RAP1,FLC1,teufel,-,1
SFP1,RPL1A,teufel,NA,1
RAP1,RPL1A,teufel,+,1
MSN2,CBP3,teufel,+,1
SKO1,CBP3,teufel,+,1
AFT1,NIP7,teufel,NA,1
TYE7,NIP7,teufel,-,1
RPN4,RKM1,teufel,both,1
HAP2,RKM1,teufel,+,1
RIM101,RKM1,teufel,+,1
HAP2,TYW1,teufel,+,1
CBF1,PGC1,teufel,+,1
CBF1,HRR25,teufel,+,1
MSN2,TPK2,teufel,NA,1
YAP1,AFT2,teufel,both,1
IFH1,YPL199C,teufel,NA,1
RAP1,YPL199C,teufel,+,1
IFH1,RPL7B,teufel,NA,1
SFP1,RPL7B,teufel,NA,1
RAP1,RPL7B,teufel,+,1
AFT1,APL5,teufel,-,1
STE12,PRM3,teufel,both,1
TUP1,NAB3,teufel,NA,1
CBF1,NAB3,teufel,+,1
RAP1,NAB3,teufel,NA,1
SFP1,MRN1,teufel,NA,1
SFP1,RTC6,teufel,NA,1
STE12,TCO89,teufel,+,1
STE12,PPQ1,teufel,NA,1
CBF1,TRE1,teufel,+,1
TEC1,DAP1,teufel,-,1
YAP1,DAP1,teufel,both,1
RAP1,DAP1,teufel,NA,1
CIN5,DAP1,teufel,-,1
HSF1,YPL168W,teufel,NA,1
SFP1,YPL168W,teufel,NA,1
TEC1,SVS1,teufel,+,1
MBP1,SVS1,teufel,-,1
SWI4,SVS1,teufel,+,1
STE12,SVS1,teufel,+,1
SWI6,SVS1,teufel,NA,1
RAP1,SVS1,teufel,+,1
CIN5,BEM4,teufel,+,1
UME6,CDC60,teufel,+,1
SOK2,CDC60,teufel,NA,1
ECM22,PET20,teufel,+,1
SWI5,AIM44,teufel,+,1
ACE2,AIM44,teufel,+,1
YOX1,TGS1,teufel,NA,1
STE12,PRM4,teufel,+,1
IXR1,PRM4,teufel,+,1
ABF1,PRM4,teufel,+,1
MSN2,PRM4,teufel,both,1
AFT2,PRM4,teufel,+,1
STE12,PRP46,teufel,+,1
MSN2,PRP46,teufel,NA,1
ADR1,PXA1,teufel,+,1
STE12,NOP53,teufel,+,1
RAP1,POC4,teufel,-,1
CIN5,POC4,teufel,-,1
IFH1,RPL33A,teufel,NA,1
SFP1,RPL33A,teufel,NA,1
RAP1,RPL33A,teufel,+,1
CIN5,RPL33A,teufel,-,1
ADR1,ISU1,teufel,NA,1
MET32,ISU1,teufel,+,1
GCN4,ISU1,teufel,+,1
STE12,ISU1,teufel,NA,1
SOK2,ISU1,teufel,NA,1
SKO1,ISU1,teufel,-,1
RAP1,ISU1,teufel,NA,1
AFT2,ISU1,teufel,NA,1
IFH1,COX11,teufel,NA,1
RAP1,COX11,teufel,both,1
FHL1,COX11,teufel,NA,1
PHO2,RPL5,teufel,+,1
IFH1,RPL5,teufel,NA,1
SFP1,RPL5,teufel,NA,1
RAP1,RPL5,teufel,+,1
ABF1,TAF14,teufel,+,1
SWI4,HHO1,teufel,+,1
SPT23,HHO1,teufel,NA,1
SWI6,HHO1,teufel,NA,1
UGA3,TFB2,teufel,+,1
MSN2,IDI1,teufel,-,1
STE12,HOS3,teufel,NA,1
FKH1,HOS3,teufel,-,1
MSN2,HOS3,teufel,-,1
OAF1,PEX25,teufel,NA,1
MSN2,PEX25,teufel,-,1
GCN4,CAR1,teufel,+,1
GLN3,CAR1,teufel,both,1
SWI4,CAR1,teufel,-,1
ABF1,CAR1,teufel,+,1
ARG81,CAR1,teufel,+,1
MSN2,CAR1,teufel,NA,1
MCM1,CAR1,teufel,+,1
RAP1,CAR1,teufel,+,1
PHO4,GDE1,teufel,+,1
HSF1,SSE1,teufel,both,1
ABF1,SSE1,teufel,NA,1
SOK2,EEB1,teufel,NA,1
YHP1,NOG1,teufel,NA,1
YOX1,NOG1,teufel,NA,1
GCN4,SSU1,teufel,+,1
YAP1,GLR1,teufel,both,1
IFH1,RPS6A,teufel,NA,1
SFP1,RPS6A,teufel,NA,1
RAP1,RPS6A,teufel,+,1
CAD1,RLM1,teufel,+,1
SFP1,ELP3,teufel,NA,1
SFP1,SEC16,teufel,NA,1
TEC1,MOT1,teufel,NA,1
MBP1,MOT1,teufel,-,1
STE12,MOT1,teufel,+,1
SFP1,MOT1,teufel,NA,1
MSN2,MOT1,teufel,NA,1
TEC1,RPS9A,teufel,NA,1
SFP1,RPS9A,teufel,NA,1
MSN2,RPS9A,teufel,+,1
RAP1,RPS9A,teufel,+,1
FHL1,RPS9A,teufel,NA,1
IFH1,RPL21B,teufel,NA,1
RAP1,RPL21B,teufel,+,1
RFX1,GCR1,teufel,+,1
RAP1,GCR1,teufel,NA,1
STE12,UBP16,teufel,NA,1
PDR1,YPL068C,teufel,both,1
CBF1,YPL068C,teufel,+,1
STE12,YPL067C,teufel,NA,1
RAP1,YPL067C,teufel,NA,1
OAF1,TIM50,teufel,+,1
ADR1,ALD6,teufel,NA,1
GCN4,ALD6,teufel,both,1
STE12,ALD6,teufel,+,1
STB5,ALD6,teufel,+,1
YAP1,ALD6,teufel,both,1
SOK2,ALD6,teufel,NA,1
MSN2,ALD6,teufel,both,1
YRM1,ALD6,teufel,NA,1
ASH1,LCL1,teufel,NA,1
RAP1,LGE1,teufel,-,1
SWI5,MNN9,teufel,NA,1
STE12,DIG1,teufel,NA,1
PHD1,DIG1,teufel,NA,1
SOK2,DIG1,teufel,NA,1
PHD1,CAM1,teufel,NA,1
STE12,SSN3,teufel,NA,1
YOX1,ISM1,teufel,NA,1
RAP1,EGD1,teufel,+,1
SFP1,YPL034W,teufel,NA,1
AFT2,YPL034W,teufel,+,1
HSF1,SVL3,teufel,+,1
ABF1,PHO85,teufel,NA,1
TEC1,SKS1,teufel,NA,1
SWI4,SKS1,teufel,both,1
SOK2,SKS1,teufel,NA,1
TEC1,RMI1,teufel,NA,1
ASH1,RMI1,teufel,NA,1
ACE2,RMI1,teufel,NA,1
MSS11,RMI1,teufel,+,1
FHL1,RMI1,teufel,NA,1
MSN2,MET12,teufel,NA,1
MET32,VTC3,teufel,+,1
PHO4,VTC3,teufel,+,1
PDR1,VTC3,teufel,+,1
AFT1,VTC3,teufel,+,1
HAP2,VTC3,teufel,+,1
BAS1,VTC3,teufel,both,1
MSN2,VTC3,teufel,NA,1
MBP1,HST2,teufel,-,1
SOK2,HST2,teufel,NA,1
MBP1,YPL014W,teufel,NA,1
SOK2,YPL014W,teufel,NA,1
MSN2,YPL014W,teufel,NA,1
SPT23,RRP12,teufel,NA,1
ABF1,RRP12,teufel,NA,1
HSF1,AEP3,teufel,NA,1
MSN2,AEP3,teufel,NA,1
MSN2,LSP1,teufel,+,1
STE12,PDH1,teufel,NA,1
YRM1,PDH1,teufel,NA,1
ADR1,ICL2,teufel,NA,1
STE12,ICL2,teufel,NA,1
STE12,HAA1,teufel,NA,1
MSN2,HAA1,teufel,+,1
RAP1,HAA1,teufel,-,1
SWI4,SUT2,teufel,+,1
ADR1,RPA135,teufel,NA,1
PDR1,RPA135,teufel,both,1
CBF1,RPA135,teufel,+,1
MSN2,RPA135,teufel,both,1
ABF1,DSS4,teufel,+,1
HAP2,ATP20,teufel,-,1
SOK2,YPR022C,teufel,NA,1
STE12,YME1,teufel,NA,1
STE12,CCL1,teufel,NA,1
GCN4,ATH1,teufel,-,1
AFT1,ATH1,teufel,-,1
STE12,ATH1,teufel,NA,1
UME6,APL4,teufel,+,1
YHP1,GLN1,teufel,NA,1
GLN3,GLN1,teufel,both,1
FKH1,GLN1,teufel,+,1
YOX1,GLN1,teufel,NA,1
SOK2,GLN1,teufel,NA,1
RAP1,GLN1,teufel,NA,1
MSN1,GLN1,teufel,NA,1
GCN4,VMA13,teufel,+,1
GCN4,TIP41,teufel,+,1
GLN3,TIP41,teufel,+,1
HSF1,TIP41,teufel,-,1
RAP1,TIP41,teufel,-,1
IFH1,RPL43A,teufel,NA,1
RAP1,RPL43A,teufel,+,1
ABF1,THP3,teufel,-,1
YAP1,MSF1,teufel,both,1
YAP1,TAH18,teufel,both,1
STE12,ATG11,teufel,NA,1
SOK2,ATG11,teufel,NA,1
AFT1,NHP6A,teufel,+,1
FLO8,SEC8,teufel,+,1
OTU1,SEC8,teufel,NA,1
GCN4,YMC1,teufel,+,1
SOK2,ARO7,teufel,NA,1
DIG1,ARO7,teufel,NA,1
ABF1,YPR063C,teufel,NA,1
MSN2,YPR063C,teufel,-,1
STE12,ROX1,teufel,NA,1
SKN7,ROX1,teufel,+,1
IXR1,ROX1,teufel,+,1
HAP1,ROX1,teufel,both,1
YAP1,ROX1,teufel,both,1
MSN2,ROX1,teufel,-,1
SKO1,ROX1,teufel,+,1
FHL1,ROX1,teufel,NA,1
MSN2,NOT5,teufel,+,1
REB1,TKL1,teufel,+,1
AFT1,TKL1,teufel,NA,1
STB5,TKL1,teufel,+,1
SOK2,TKL1,teufel,NA,1
CIN5,TKL1,teufel,+,1
TEC1,OPY2,teufel,NA,1
YAP1,MRL1,teufel,both,1
BAS1,GRS2,teufel,-,1
YAP1,RDS3,teufel,both,1
STE12,SNT309,teufel,NA,1
CBF1,RPL11A,teufel,both,1
IFH1,RPL11A,teufel,NA,1
SFP1,RPL11A,teufel,NA,1
IFH1,PRE2,teufel,NA,1
SFP1,PRE2,teufel,NA,1
FHL1,PRE2,teufel,NA,1
SWI5,ISR1,teufel,NA,1
ACE2,ISR1,teufel,NA,1
RPN4,RPN7,teufel,-,1
