tf,substrate,source,yeastract_sign,in_teufel
GCN4,RAX1,yeastract_strict,-,0
GCN4,RIB1,yeastract_strict,both,0
GCN4,RPC17,yeastract_strict,both,0
GCN4,RPL14B,yeastract_strict,-,0
GCN4,RPL19B,yeastract_strict,-,0
GCN4,RPM2,yeastract_strict,-,0
GCN4,RSA4,yeastract_strict,both,0
GCN4,SAM3,yeastract_strict,both,0
GCN4,SED1,yeastract_strict,both,0
GCN4,SNX41,yeastract_strict,both,0
GCN4,SPG3,yeastract_strict,-,0
GCN4,SRY1,yeastract_strict,both,0
GCN4,SSC1,yeastract_strict,-,0
GCN4,SSE2,yeastract_strict,both,0
GCN4,STB1,yeastract_strict,-,0
GCN4,TAH11,yeastract_strict,both,0
GCN4,TAL1,yeastract_strict,-,0
GCN4,TFB5,yeastract_strict,-,0
GCN4,TFG1,yeastract_strict,-,0
GCN4,TLG1,yeastract_strict,-,0
GCN4,TOS1,yeastract_strict,-,0
GCN4,TRM5,yeastract_strict,-,0
GCN4,TYE7,yeastract_strict,both,0
GCN4,UBI4,yeastract_strict,both,0
GCN4,VAM6,yeastract_strict,-,0
GCN4,VID30,yeastract_strict,-,0
GCN4,YAT1,yeastract_strict,both,0
GCN4,YAT2,yeastract_strict,both,0
GCN4,YBR085C-A,yeastract_strict,both,0
GCN4,YDR034W-B,yeastract_strict,-,0
GCN4,YDR476C,yeastract_strict,-,0
GCN4,YGR125W,yeastract_strict,both,0
GCN4,YIL067C,yeastract_strict,-,0
GCN4,YLL058W,yeastract_strict,-,0
GCN4,YOR1,yeastract_strict,-,0
GCN4,YPP1,yeastract_strict,both,0
GCN4,YSC84,yeastract_strict,both,0
GCN4,YSY6,yeastract_strict,-,0
GCN4,ZRT2,yeastract_strict,both,0
GCR1,PGK1,yeastract_strict,both,0
GLN3,COY1,yeastract_strict,-,0
GLN3,GNP1,yeastract_strict,-,0
GLN3,NMD3,yeastract_strict,-,0
GLN3,RPA34,yeastract_strict,-,0
GLN3,RPS20,yeastract_strict,-,0
GLN3,UBX3,yeastract_strict,-,0
HAC1,ERJ5,yeastract_strict,both,0
HAP1,ARE2,yeastract_strict,both,0
HAP1,MOT3,yeastract_strict,both,0
HSF1,BTN2,yeastract_strict,both,0
HSF1,CUR1,yeastract_strict,both,0
HSF1,GPH1,yeastract_strict,both,0
HSF1,MBF1,yeastract_strict,both,0
HSF1,RTS3,yeastract_strict,both,0
HSF1,TIP1,yeastract_strict,both,0
INO4,ARH1,yeastract_strict,-,0
INO4,ATG12,yeastract_strict,-,0
INO4,BCS1,yeastract_strict,-,0
INO4,COX23,yeastract_strict,-,0
INO4,FPR2,yeastract_strict,-,0
INO4,HEM15,yeastract_strict,-,0
INO4,HNT1,yeastract_strict,-,0
INO4,HNT3,yeastract_strict,-,0
INO4,IFM1,yeastract_strict,-,0
INO4,MIG1,yeastract_strict,-,0
INO4,MPD1,yeastract_strict,-,0
INO4,MRP4,yeastract_strict,-,0
INO4,MRPS18,yeastract_strict,-,0
INO4,MSC6,yeastract_strict,-,0
INO4,NCE103,yeastract_strict,-,0
INO4,NFU1,yeastract_strict,-,0
INO4,PSH1,yeastract_strict,-,0
INO4,RFA2,yeastract_strict,-,0
INO4,RPB4,yeastract_strict,-,0
INO4,RSM10,yeastract_strict,-,0
INO4,RSM25,yeastract_strict,-,0
INO4,RTS3,yeastract_strict,-,0
INO4,RXT3,yeastract_strict,-,0
INO4,SHE9,yeastract_strict,-,0
INO4,SPC25,yeastract_strict,-,0
INO4,SUT1,yeastract_strict,-,0
INO4,YER137C,yeastract_strict,-,0
INO4,YTH1,yeastract_strict,-,0
IXR1,AHC1,yeastract_strict,-,0
IXR1,AQR1,yeastract_strict,both,0
IXR1,AUS1,yeastract_strict,-,0
IXR1,BAP3,yeastract_strict,both,0
IXR1,CLU1,yeastract_strict,-,0
IXR1,CPR2,yeastract_strict,-,0
IXR1,CRH1,yeastract_strict,-,0
IXR1,DDR2,yeastract_strict,-,0
IXR1,FAA1,yeastract_strict,-,0
IXR1,FUI1,yeastract_strict,both,0
IXR1,GAT1,yeastract_strict,-,0
IXR1,GID8,yeastract_strict,-,0
IXR1,GLN1,yeastract_strict,-,0
IXR1,HAP3,yeastract_strict,-,0
IXR1,HEM13,yeastract_strict,both,0
IXR1,HOR7,yeastract_strict,-,0
IXR1,HPF1,yeastract_strict,both,0
IXR1,IXR1,yeastract_strict,both,0
IXR1,LEU4,yeastract_strict,-,0
IXR1,LSM7,yeastract_strict,-,0
IXR1,MIG1,yeastract_strict,-,0
IXR1,MRS4,yeastract_strict,-,0
IXR1,NMD3,yeastract_strict,-,0
IXR1,PIC2,yeastract_strict,-,0
IXR1,PRY2,yeastract_strict,-,0
IXR1,PTR2,yeastract_strict,-,0
IXR1,PYK2,yeastract_strict,-,0
IXR1,QDR2,yeastract_strict,both,0
IXR1,REE1,yeastract_strict,-,0
IXR1,RIM101,yeastract_strict,-,0
IXR1,RNR4,yeastract_strict,-,0
IXR1,RPT1,yeastract_strict,-,0
IXR1,SAM3,yeastract_strict,both,0
IXR1,SED1,yeastract_strict,-,0
IXR1,SIT1,yeastract_strict,-,0
IXR1,SPO73,yeastract_strict,-,0
IXR1,SUL2,yeastract_strict,both,0
IXR1,TMA10,yeastract_strict,-,0
IXR1,YBL029W,yeastract_strict,-,0
IXR1,YBR016W,yeastract_strict,-,0
IXR1,YER152C,yeastract_strict,-,0
IXR1,YKR040C,yeastract_strict,both,0
IXR1,YLR112W,yeastract_strict,-,0
IXR1,YMR315W,yeastract_strict,-,0
IXR1,YOR062C,yeastract_strict,-,0
IXR1,YOR302W,yeastract_strict,-,0
IXR1,ZRT1,yeastract_strict,both,0
LEU3,LEU4,yeastract_strict,both,0
MBP1,CAP1,yeastract_strict,-,0
MBP1,CLN1,yeastract_strict,-,0
MBP1,DIF1,yeastract_strict,-,0
MBP1,EXG1,yeastract_strict,-,0
MBP1,FKS1,yeastract_strict,-,0
MBP1,GIC2,yeastract_strict,-,0
MBP1,LCL1,yeastract_strict,-,0
MBP1,NIS1,yeastract_strict,-,0
MBP1,RRD2,yeastract_strict,-,0
MBP1,SRL1,yeastract_strict,-,0
MBP1,TAL1,yeastract_strict,-,0
MBP1,TOS2,yeastract_strict,-,0
MBP1,YHP1,yeastract_strict,-,0
MCM1,PKR1,yeastract_strict,-,0
MET31,CAF120,yeastract_strict,-,0
MET31,CDC50,yeastract_strict,-,0
MET31,CHS1,yeastract_strict,-,0
MET31,EGD2,yeastract_strict,-,0
MET31,ERG4,yeastract_strict,-,0
MET31,LYS9,yeastract_strict,-,0
MET31,MRPL24,yeastract_strict,-,0
MET31,MRT4,yeastract_strict,-,0
MET31,NUP82,yeastract_strict,-,0
MET31,PLM2,yeastract_strict,-,0
MET31,PTR3,yeastract_strict,-,0
MET31,RIX7,yeastract_strict,-,0
MET31,RMD6,yeastract_strict,-,0
MET31,RPL14B,yeastract_strict,-,0
MET31,RPL1B,yeastract_strict,-,0
MET31,RPL36A,yeastract_strict,-,0
MET31,RPL37B,yeastract_strict,-,0
MET31,RPS14B,yeastract_strict,-,0
MET31,RPS19A,yeastract_strict,-,0
MET31,RPS20,yeastract_strict,-,0
MET31,RSM28,yeastract_strict,-,0
MET31,SCC4,yeastract_strict,-,0
MET31,TMA20,yeastract_strict,-,0
MET31,VMS1,yeastract_strict,-,0
MET31,ZRT1,yeastract_strict,-,0
MET32,RMD6,yeastract_strict,-,0
MET4,GND2,yeastract_strict,-,0
MIG1,HXT2,yeastract_strict,-,0
MIG1,MIG1,yeastract_strict,both,0
MIG1,PCM1,yeastract_strict,-,0
MIG1,TPK1,yeastract_strict,-,0
MOT3,ERG6,yeastract_strict,-,0
MSN2,AAH1,yeastract_strict,both,0
MSN2,AAT2,yeastract_strict,-,0
MSN2,ACA1,yeastract_strict,both,0
MSN2,ADE17,yeastract_strict,both,0
MSN2,ADE3,yeastract_strict,-,0
MSN2,ADE6,yeastract_strict,-,0
MSN2,ADH6,yeastract_strict,-,0
MSN2,ARG1,yeastract_strict,both,0
MSN2,ARG3,yeastract_strict,-,0
MSN2,ASH1,yeastract_strict,-,0
MSN2,ASN1,yeastract_strict,-,0
MSN2,ATO3,yeastract_strict,-,0
MSN2,BIO2,yeastract_strict,-,0
MSN2,BIO4,yeastract_strict,-,0
MSN2,BNA4,yeastract_strict,-,0
MSN2,BOP2,yeastract_strict,both,0
MSN2,BTN2,yeastract_strict,both,0
MSN2,BUD22,yeastract_strict,-,0
MSN2,BUD4,yeastract_strict,-,0
MSN2,CAN1,yeastract_strict,-,0
MSN2,CCW12,yeastract_strict,-,0
MSN2,CIS3,yeastract_strict,-,0
MSN2,CLN1,yeastract_strict,-,0
MSN2,CPT1,yeastract_strict,-,0
MSN2,CWP2,yeastract_strict,-,0
MSN2,CYC1,yeastract_strict,-,0
MSN2,DAL4,yeastract_strict,both,0
MSN2,DBP2,yeastract_strict,both,0
MSN2,ECM15,yeastract_strict,-,0
MSN2,EFB1,yeastract_strict,-,0
MSN2,ERG11,yeastract_strict,-,0
MSN2,ERG25,yeastract_strict,-,0
MSN2,ERG26,yeastract_strict,-,0
MSN2,ERG27,yeastract_strict,-,0
MSN2,ERG4,yeastract_strict,-,0
MSN2,ERG5,yeastract_strict,-,0
MSN2,ETT1,yeastract_strict,both,0
MSN2,FAA4,yeastract_strict,-,0
MSN2,FAS2,yeastract_strict,-,0
MSN2,FBA1,yeastract_strict,-,0
MSN2,FLC2,yeastract_strict,-,0
MSN2,GAS1,yeastract_strict,-,0
MSN2,GCN4,yeastract_strict,-,0
MSN2,GIC2,yeastract_strict,-,0
MSN2,GLN1,yeastract_strict,-,0
MSN2,GND1,yeastract_strict,-,0
MSN2,GNP1,yeastract_strict,-,0
MSN2,HHF2,yeastract_strict,-,0
MSN2,HIS3,yeastract_strict,-,0
MSN2,HIS5,yeastract_strict,-,0
MSN2,HKR1,yeastract_strict,-,0
MSN2,HLR1,yeastract_strict,both,0
MSN2,HOM3,yeastract_strict,-,0
MSN2,HOT13,yeastract_strict,-,0
MSN2,HPT1,yeastract_strict,-,0
MSN2,HTA1,yeastract_strict,-,0
MSN2,HTA2,yeastract_strict,-,0
MSN2,HTB1,yeastract_strict,-,0
MSN2,HXT2,yeastract_strict,-,0
MSN2,HXT3,yeastract_strict,-,0
MSN2,ILV2,yeastract_strict,-,0
MSN2,ILV3,yeastract_strict,-,0
MSN2,IMD2,yeastract_strict,-,0
MSN2,IMD4,yeastract_strict,-,0
MSN2,ISU1,yeastract_strict,-,0
MSN2,ITR1,yeastract_strict,both,0
MSN2,KRS1,yeastract_strict,-,0
MSN2,LCB3,yeastract_strict,-,0
MSN2,LYS1,yeastract_strict,-,0
MSN2,LYS12,yeastract_strict,-,0
MSN2,LYS4,yeastract_strict,-,0
MSN2,LYS9,yeastract_strict,-,0
MSN2,MAE1,yeastract_strict,-,0
MSN2,MCD4,yeastract_strict,both,0
MSN2,MET10,yeastract_strict,-,0
MSN2,MET3,yeastract_strict,-,0
MSN2,MET5,yeastract_strict,-,0
MSN2,MFA2,yeastract_strict,-,0
MSN2,MNL1,yeastract_strict,-,0
MSN2,NFU1,yeastract_strict,-,0
MSN2,NUM1,yeastract_strict,-,0
MSN2,NUP120,yeastract_strict,-,0
MSN2,ODC2,yeastract_strict,-,0
MSN2,OYE2,yeastract_strict,-,0
MSN2,PBI2,yeastract_strict,both,0
MSN2,PDR10,yeastract_strict,-,0
MSN2,PFK1,yeastract_strict,-,0
MSN2,PFK2,yeastract_strict,-,0
MSN2,PGI1,yeastract_strict,-,0
MSN2,PGK1,yeastract_strict,-,0
MSN2,PMA1,yeastract_strict,-,0
MSN2,PMI40,yeastract_strict,-,0
MSN2,PMP1,yeastract_strict,-,0
MSN2,PNO1,yeastract_strict,-,0
MSN2,POL5,yeastract_strict,-,0
MSN2,PST1,yeastract_strict,-,0
MSN2,PUF6,yeastract_strict,-,0
MSN2,PUS2,yeastract_strict,-,0
MSN2,RBA50,yeastract_strict,-,0
MSN2,RMI1,yeastract_strict,-,0
MSN2,RNR1,yeastract_strict,both,0
MSN2,RNR4,yeastract_strict,-,0
MSN2,RPF2,yeastract_strict,-,0
MSN2,RPL18A,yeastract_strict,-,0
MSN2,RPL4B,yeastract_strict,-,0
MSN2,RPL9B,yeastract_strict,both,0
MSN2,RPS12,yeastract_strict,-,0
MSN2,RPS3,yeastract_strict,-,0
MSN2,RPS4A,yeastract_strict,-,0
MSN2,RTS3,yeastract_strict,-,0
MSN2,SAM1,yeastract_strict,-,0
MSN2,SAM2,yeastract_strict,-,0
MSN2,SCS3,yeastract_strict,both,0
MSN2,SCW10,yeastract_strict,-,0
MSN2,SHR5,yeastract_strict,-,0
MSN2,SKS1,yeastract_strict,-,0
MSN2,SNA3,yeastract_strict,both,0
MSN2,SNC2,yeastract_strict,-,0
MSN2,SOK2,yeastract_strict,both,0
MSN2,SPC1,yeastract_strict,-,0
MSN2,SRL1,yeastract_strict,-,0
MSN2,SSA3,yeastract_strict,both,0
MSN2,SSB1,yeastract_strict,-,0
MSN2,SSK22,yeastract_strict,-,0
MSN2,STE2,yeastract_strict,both,0
MSN2,SUN4,yeastract_strict,-,0
MSN2,SUR7,yeastract_strict,both,0
MSN2,TAO3,yeastract_strict,-,0
MSN2,TDH2,yeastract_strict,-,0
MSN2,TEF4,yeastract_strict,-,0
MSN2,TIP41,yeastract_strict,-,0
MSN2,TOS1,yeastract_strict,-,0
MSN2,TOS6,yeastract_strict,both,0
MSN2,UPS2,yeastract_strict,-,0
MSN2,URA2,yeastract_strict,-,0
MSN2,UTH1,yeastract_strict,-,0
MSN2,VHT1,yeastract_strict,both,0
MSN2,VMA13,yeastract_strict,-,0
MSN2,VMR1,yeastract_strict,both,0
MSN2,VTC2,yeastract_strict,-,0
MSN2,WSC2,yeastract_strict,-,0
MSN2,YDR133C,yeastract_strict,-,0
MSN2,YDR222W,yeastract_strict,both,0
MSN2,YDR341C,yeastract_strict,-,0
MSN2,YEF3,yeastract_strict,-,0
MSN2,YHM2,yeastract_strict,-,0
MSN2,YKR075C,yeastract_strict,-,0
MSN2,YLR280C,yeastract_strict,-,0
MSN2,YMR013W-A,yeastract_strict,-,0
MSN2,YMR173W-A,yeastract_strict,both,0
MSN2,YMR304C-A,yeastract_strict,-,0
MSN2,YOL019W,yeastract_strict,-,0
MSN2,YOR203W,yeastract_strict,-,0
MSN2,YOX1,yeastract_strict,-,0
MSN2,YSY6,yeastract_strict,-,0
NRG1,RSM10,yeastract_strict,-,0
NRG1,SUC2,yeastract_strict,-,0
OAF1,FAA1,yeastract_strict,both,0
OAF1,PRB1,yeastract_strict,both,0
OAF1,SCS7,yeastract_strict,both,0
OAF1,YAP1,yeastract_strict,-,0
PDR1,AAD16,yeastract_strict,both,0
PDR1,ALD5,yeastract_strict,both,0
PDR1,ATP3,yeastract_strict,both,0
PDR1,AVO1,yeastract_strict,both,0
PDR1,BEM2,yeastract_strict,both,0
PDR1,BUL2,yeastract_strict,-,0
PDR1,CFD1,yeastract_strict,both,0
PDR1,CTK3,yeastract_strict,both,0
PDR1,DDI1,yeastract_strict,both,0
PDR1,DNM1,yeastract_strict,both,0
PDR1,EGD2,yeastract_strict,both,0
PDR1,EMC1,yeastract_strict,both,0
PDR1,ENT2,yeastract_strict,both,0
PDR1,ERJ5,yeastract_strict,both,0
PDR1,FIG1,yeastract_strict,both,0
PDR1,FRE3,yeastract_strict,-,0
PDR1,FUN26,yeastract_strict,-,0
PDR1,HEM12,yeastract_strict,both,0
PDR1,HRD3,yeastract_strict,both,0
PDR1,IRC3,yeastract_strict,-,0
PDR1,IZH1,yeastract_strict,both,0
PDR1,JIP5,yeastract_strict,-,0
PDR1,KEI1,yeastract_strict,both,0
PDR1,LYS4,yeastract_strict,both,0
PDR1,MAG1,yeastract_strict,both,0
PDR1,MGM101,yeastract_strict,-,0
PDR1,MHP1,yeastract_strict,both,0
PDR1,MSR1,yeastract_strict,-,0
PDR1,MUM2,yeastract_strict,-,0
PDR1,NUP60,yeastract_strict,both,0
PDR1,OTU2,yeastract_strict,-,0
PDR1,PAC1,yeastract_strict,both,0
PDR1,POC4,yeastract_strict,-,0
PDR1,RDR1,yeastract_strict,both,0
PDR1,REX4,yeastract_strict,-,0
PDR1,RMD1,yeastract_strict,-,0
PDR1,RPL12A,yeastract_strict,both,0
PDR1,RPL13A,yeastract_strict,-,0
PDR1,RPL16A,yeastract_strict,-,0
PDR1,RPL16B,yeastract_strict,-,0
PDR1,RPL22B,yeastract_strict,both,0
PDR1,RPL23A,yeastract_strict,-,0
PDR1,RPL23B,yeastract_strict,-,0
PDR1,RPL27B,yeastract_strict,both,0
PDR1,RPL28,yeastract_strict,both,0
PDR1,RPL2B,yeastract_strict,both,0
PDR1,RPL33A,yeastract_strict,both,0
PDR1,RPL36B,yeastract_strict,-,0
PDR1,RPL42B,yeastract_strict,-,0
PDR1,RPN5,yeastract_strict,both,0
PDR1,RPS16B,yeastract_strict,-,0
PDR1,RPS19A,yeastract_strict,-,0
PDR1,RPS24A,yeastract_strict,-,0
PDR1,RPS26A,yeastract_strict,-,0
PDR1,SIN4,yeastract_strict,-,0
PDR1,SOP4,yeastract_strict,-,0
PDR1,TAF13,yeastract_strict,-,0
PDR1,TAO3,yeastract_strict,both,0
PDR1,TRM13,yeastract_strict,-,0
PDR1,UTP9,yeastract_strict,-,0
PDR1,VPS38,yeastract_strict,both,0
PDR1,VPS55,yeastract_strict,-,0
PDR1,YBL028C,yeastract_strict,-,0
PDR1,YCR087C-A,yeastract_strict,-,0
PDR1,YOR318C,yeastract_strict,both,0
PDR3,DSL1,yeastract_strict,-,0
PDR3,PDR3,yeastract_strict,both,0
PDR3,SDC1,yeastract_strict,both,0
PDR3,SPP2,yeastract_strict,both,0
PDR3,SSZ1,yeastract_strict,both,0
PDR3,SUI2,yeastract_strict,both,0
PDR3,SYF1,yeastract_strict,-,0
PDR3,TLG1,yeastract_strict,both,0
PDR3,VPS9,yeastract_strict,both,0
PDR3,YDR415C,yeastract_strict,both,0
PDR3,YML096W,yeastract_strict,-,0
PHO4,ARG1,yeastract_strict,-,0
PHO4,CLN3,yeastract_strict,-,0
PHO4,HOR7,yeastract_strict,-,0
PUT3,BAT2,yeastract_strict,both,0
PUT3,GND2,yeastract_strict,-,0
RAP1,ALF1,yeastract_strict,-,0
RAP1,BIK1,yeastract_strict,-,0
RAP1,BPH1,yeastract_strict,-,0
RAP1,BTN2,yeastract_strict,-,0
RAP1,COX4,yeastract_strict,-,0
RAP1,CWP2,yeastract_strict,-,0
RAP1,CYT1,yeastract_strict,-,0
RAP1,IBA57,yeastract_strict,-,0
RAP1,IDP2,yeastract_strict,both,0
RAP1,MSC6,yeastract_strict,-,0
RAP1,QCR6,yeastract_strict,-,0
RAP1,RAD2,yeastract_strict,-,0
RAP1,RAP1,yeastract_strict,both,0
RAP1,SEC59,yeastract_strict,-,0
RAP1,SFT1,yeastract_strict,-,0
RAP1,SPT3,yeastract_strict,-,0
RAP1,SUR7,yeastract_strict,-,0
RAP1,TEC1,yeastract_strict,-,0
RAP1,UBA1,yeastract_strict,-,0
RAP1,YJL206C,yeastract_strict,-,0
RAP1,YKL033W-A,yeastract_strict,both,0
REB1,BUD21,yeastract_strict,-,0
REB1,ENP2,yeastract_strict,-,0
REB1,MAK16,yeastract_strict,-,0
RFX1,SUR7,yeastract_strict,-,0
RIM101,CAF4,yeastract_strict,-,0
RIM101,CCM1,yeastract_strict,-,0
RIM101,ERJ5,yeastract_strict,-,0
RIM101,HOT1,yeastract_strict,-,0
RIM101,NNF2,yeastract_strict,-,0
RIM101,NRG1,yeastract_strict,-,0
RIM101,PAP2,yeastract_strict,-,0
RIM101,PRB1,yeastract_strict,-,0
RIM101,PRP21,yeastract_strict,-,0
RIM101,PRP3,yeastract_strict,-,0
RIM101,REG1,yeastract_strict,-,0
RIM101,RIX7,yeastract_strict,-,0
RIM101,ROX1,yeastract_strict,-,0
RIM101,RPF1,yeastract_strict,-,0
RIM101,RSC8,yeastract_strict,-,0
RIM101,SOF1,yeastract_strict,-,0
RIM101,VPS9,yeastract_strict,-,0
RIM101,YMR173W-A,yeastract_strict,-,0
RIM101,YPS3,yeastract_strict,-,0
RIM101,ZIP1,yeastract_strict,-,0
RLM1,PST1,yeastract_strict,both,0
ROX1,EGT2,yeastract_strict,-,0
ROX1,MSS4,yeastract_strict,-,0
ROX1,ROX1,yeastract_strict,both,0
ROX1,YHB1,yeastract_strict,-,0
RPH1,RNR2,yeastract_strict,-,0
RPH1,STP4,yeastract_strict,-,0
RPN4,ALG1,yeastract_strict,both,0
RPN4,ASE1,yeastract_strict,both,0
RPN4,BTN2,yeastract_strict,both,0
RPN4,BUD27,yeastract_strict,-,0
RPN4,CDC10,yeastract_strict,both,0
RPN4,CLU1,yeastract_strict,-,0
RPN4,CTS2,yeastract_strict,-,0
RPN4,EPL1,yeastract_strict,-,0
RPN4,ERG26,yeastract_strict,both,0
RPN4,FES1,yeastract_strict,both,0
RPN4,FRQ1,yeastract_strict,both,0
RPN4,GIR2,yeastract_strict,-,0
RPN4,HSH49,yeastract_strict,-,0
RPN4,ILV6,yeastract_strict,-,0
RPN4,KHA1,yeastract_strict,-,0
RPN4,MIA40,yeastract_strict,-,0
RPN4,MSH3,yeastract_strict,-,0
RPN4,MUK1,yeastract_strict,both,0
RPN4,NFU1,yeastract_strict,both,0
RPN4,NSG2,yeastract_strict,both,0
RPN4,NUP49,yeastract_strict,-,0
RPN4,OSH7,yeastract_strict,both,0
RPN4,OST1,yeastract_strict,both,0
RPN4,PET123,yeastract_strict,both,0
RPN4,PMT1,yeastract_strict,both,0
RPN4,POL31,yeastract_strict,both,0
RPN4,RIB7,yeastract_strict,-,0
RPN4,RPN13,yeastract_strict,-,0
RPN4,RPO21,yeastract_strict,-,0
RPN4,RPS30A,yeastract_strict,both,0
RPN4,RPT2,yeastract_strict,both,0
RPN4,RSE1,yeastract_strict,-,0
RPN4,SAT4,yeastract_strict,both,0
RPN4,SHE9,yeastract_strict,both,0
RPN4,SOG2,yeastract_strict,both,0
RPN4,SSH1,yeastract_strict,both,0
RPN4,STP22,yeastract_strict,both,0
RPN4,SWR1,yeastract_strict,-,0
RPN4,TFC4,yeastract_strict,both,0
RPN4,TIM18,yeastract_strict,both,0
RPN4,TMA20,yeastract_strict,-,0
RPN4,TRX2,yeastract_strict,-,0
RPN4,VAM3,yeastract_strict,-,0
RPN4,VPS74,yeastract_strict,-,0
RPN4,YBR137W,yeastract_strict,both,0
RPN4,YCL002C,yeastract_strict,-,0
RPN4,YCR061W,yeastract_strict,both,0
RPN4,YOR318C,yeastract_strict,both,0
RPN4,YPL071C,yeastract_strict,both,0
RPN4,YTH1,yeastract_strict,both,0
SKN7,CHC1,yeastract_strict,-,0
SKN7,PRI2,yeastract_strict,-,0
SKN7,VTC3,yeastract_strict,-,0
SKO1,SFA1,yeastract_strict,-,0
STB4,PCS60,yeastract_strict,-,0
STB5,YAP1801,yeastract_strict,-,0
STE12,RSN1,yeastract_strict,-,0
STE12,SRL1,yeastract_strict,-,0
STE12,STE12,yeastract_strict,both,0
STE12,SUT1,yeastract_strict,-,0
STE12,SUT2,yeastract_strict,-,0
STP1,KDX1,yeastract_strict,-,0
SWI4,CUE4,yeastract_strict,-,0
SWI4,GIN4,yeastract_strict,-,0
SWI4,LAC1,yeastract_strict,-,0
SWI4,NOP16,yeastract_strict,-,0
SWI4,PSE1,yeastract_strict,-,0
SWI4,PSO2,yeastract_strict,-,0
SWI4,QDR2,yeastract_strict,-,0
SWI4,SKG6,yeastract_strict,-,0
SWI4,SPT21,yeastract_strict,-,0
SWI4,SWI4,yeastract_strict,both,0
UME6,CTS1,yeastract_strict,-,0
UME6,DIF1,yeastract_strict,-,0
UME6,HFM1,yeastract_strict,-,0
UME6,IME4,yeastract_strict,-,0
UME6,PDS5,yeastract_strict,-,0
YAP1,AAP1,yeastract_strict,both,0
YAP1,ADE1,yeastract_strict,both,0
YAP1,ADE2,yeastract_strict,both,0
YAP1,ADO1,yeastract_strict,both,0
YAP1,AIM19,yeastract_strict,both,0
YAP1,ALK2,yeastract_strict,both,0
YAP1,ARG1,yeastract_strict,both,0
YAP1,ARO8,yeastract_strict,both,0
YAP1,BNA4,yeastract_strict,both,0
YAP1,BPL1,yeastract_strict,both,0
YAP1,CHS6,yeastract_strict,-,0
YAP1,CIC1,yeastract_strict,both,0
YAP1,CRD1,yeastract_strict,both,0
YAP1,CWC23,yeastract_strict,-,0
YAP1,DFR1,yeastract_strict,both,0
YAP1,DSE1,yeastract_strict,both,0
YAP1,ETT1,yeastract_strict,both,0
YAP1,EXG2,yeastract_strict,both,0
YAP1,FAA4,yeastract_strict,both,0
YAP1,FEN2,yeastract_strict,both,0
YAP1,GND2,yeastract_strict,both,0
YAP1,HHT1,yeastract_strict,both,0
YAP1,IFH1,yeastract_strict,both,0
YAP1,LSM3,yeastract_strict,both,0
YAP1,LTV1,yeastract_strict,both,0
YAP1,MAK32,yeastract_strict,-,0
YAP1,MFA1,yeastract_strict,both,0
YAP1,MRPL49,yeastract_strict,-,0
YAP1,MTD1,yeastract_strict,both,0
YAP1,NOP7,yeastract_strict,both,0
YAP1,PDR16,yeastract_strict,-,0
YAP1,PET127,yeastract_strict,both,0
YAP1,PFA5,yeastract_strict,-,0
YAP1,PRM1,yeastract_strict,both,0
YAP1,RAM2,yeastract_strict,both,0
YAP1,RDL1,yeastract_strict,both,0
YAP1,RET3,yeastract_strict,-,0
YAP1,REX3,yeastract_strict,-,0
YAP1,RHO4,yeastract_strict,both,0
YAP1,RPF2,yeastract_strict,both,0
YAP1,RPL37B,yeastract_strict,both,0
YAP1,RPL4B,yeastract_strict,both,0
YAP1,RPS22B,yeastract_strict,both,0
YAP1,RPS23A,yeastract_strict,both,0
YAP1,RPS5,yeastract_strict,both,0
YAP1,RSM10,yeastract_strict,both,0
YAP1,SAP185,yeastract_strict,-,0
YAP1,SEC9,yeastract_strict,both,0
YAP1,SEM1,yeastract_strict,both,0
YAP1,SEN2,yeastract_strict,-,0
YAP1,SNF4,yeastract_strict,-,0
YAP1,SRB7,yeastract_strict,both,0
YAP1,SRP40,yeastract_strict,both,0
YAP1,SUR2,yeastract_strict,both,0
YAP1,TCB2,yeastract_strict,both,0
YAP1,TDH3,yeastract_strict,both,0
YAP1,TEM1,yeastract_strict,both,0
YAP1,TMA46,yeastract_strict,both,0
YAP1,TOD6,yeastract_strict,both,0
YAP1,UGA2,yeastract_strict,both,0
YAP1,USA1,yeastract_strict,both,0
YAP1,UTP13,yeastract_strict,both,0
YAP1,VAN1,yeastract_strict,both,0
YAP1,VID30,yeastract_strict,both,0
YAP1,YAP1,yeastract_strict,both,0
YAP1,YAP6,yeastract_strict,both,0
YAP1,YGR079W,yeastract_strict,both,0
YAP1,YKL066W,yeastract_strict,both,0
YAP1,YLL058W,yeastract_strict,both,0
YAP1,YMR173W-A,yeastract_strict,both,0
YAP1,YPR063C,yeastract_strict,both,0
YRR1,ACO1,yeastract_strict,both,0
YRR1,ADE3,yeastract_strict,both,0
YRR1,ADE6,yeastract_strict,both,0
YRR1,ADK1,yeastract_strict,both,0
YRR1,AGA2,yeastract_strict,both,0
YRR1,AHA1,yeastract_strict,both,0
YRR1,AHP1,yeastract_strict,both,0
YRR1,ARE2,yeastract_strict,-,0
YRR1,ATG22,yeastract_strict,both,0
YRR1,BDF2,yeastract_strict,both,0
YRR1,CAP1,yeastract_strict,both,0
YRR1,CCW12,yeastract_strict,both,0
YRR1,CIS3,yeastract_strict,both,0
YRR1,CIT1,yeastract_strict,-,0
YRR1,CPR4,yeastract_strict,-,0
YRR1,CRH1,yeastract_strict,both,0
