substrate,q_x,boot_robust_frac,mean_n_sources,transfer_r_median,repressor_score,carries_repressor,n_repressor_edges,n_edges,n_robust_edges,periodicity_pvalue,score,tier,reason,apply_multiplier,recommended_fallback
HPF1,0.8723,0.0000,1.0000,0.2290,1.0000,false,0,1,0,9.94917e-07,0.4869,CAUTION,,false,damped
HPT1,0.5622,1.0000,2.0000,0.1941,1.0000,false,0,1,1,0.000129193,0.6846,USE,,true,none
HRB1,0.4791,0.5000,1.5000,-0.2761,0.5000,true,1,2,1,0.000126266,0.3958,CAUTION,,false,damped
HRP1,0.8142,1.0000,2.0000,0.4120,1.0000,false,0,1,1,0.000686147,0.7786,USE,,true,none
HRR25,0.4631,1.0000,3.0000,0.0375,1.0000,false,0,1,1,0.00266483,0.7001,USE,,true,none
HSC82,0.7284,0.0000,2.6667,-0.3635,1.0000,false,0,3,0,0.00317691,0.5235,USE,,true,none
HSL1,0.9896,0.5000,1.0000,0.4346,1.0000,false,0,2,1,2.00383e-15,0.6515,USE,,true,none
HSL7,0.9275,1.0000,2.0000,-0.3389,1.0000,false,0,2,2,2.2131e-06,0.7188,USE,,true,none
HSP10,0.4457,1.0000,2.0000,0.3125,1.0000,false,0,1,1,0.00190615,0.6850,USE,,true,none
HSP104,0.7654,0.0000,2.0000,-0.4425,1.0000,false,0,2,0,7.14377e-06,0.4864,CAUTION,,false,damped
HSP12,0.7315,0.0000,1.7500,-0.2796,0.0000,true,1,4,0,7.56155e-05,0.2630,DO-NOT-USE,sign-unstable;over-parameterized,false,flat_M1
HSP150,0.9891,0.0000,1.6667,0.2966,0.0000,true,2,3,0,1.51692e-18,0.3683,DO-NOT-USE,sign-unstable,false,flat_M1
HSP26,0.8491,0.0000,1.6667,-0.3276,1.0000,false,0,3,0,0.0050235,0.4809,CAUTION,,false,damped
HSP31,0.3834,0.5000,2.0000,-0.2064,1.0000,false,0,2,1,0.211584,0.5100,DO-NOT-USE,non-periodic,false,flat_M1
HSP42,0.8827,0.5000,2.5000,-0.1172,1.0000,false,0,2,1,2.61966e-05,0.6432,USE,,true,none
HSP60,0.7720,0.6667,1.3333,-0.5061,1.0000,false,0,3,2,0.00433005,0.5766,USE,,true,none
HSP78,0.6391,0.0000,2.0000,-0.2271,0.0000,true,1,2,0,0.0106105,0.2612,DO-NOT-USE,sign-unstable,false,flat_M1
HSP82,0.7878,0.3333,1.3333,-0.4976,1.0000,false,0,3,1,0.000113976,0.5131,USE,,true,none
HST2,0.8258,0.5000,2.0000,0.0687,1.0000,false,0,2,1,0.00109035,0.6122,USE,,true,none
HST3,0.9777,1.0000,2.0000,0.6476,1.0000,false,0,1,1,7.7028e-16,0.8584,USE,,true,none
HSV2,0.0807,1.0000,1.0000,-0.3783,1.0000,false,0,1,1,19.0108,0.4828,DO-NOT-USE,non-periodic,false,flat_M1
HTA1,0.9953,0.5000,1.5000,0.8482,1.0000,false,0,2,1,4.36126e-20,0.7687,USE,,true,none
HTA2,0.9964,0.3333,2.0000,0.8217,0.3333,true,1,3,1,4.76592e-21,0.6303,USE,,true,none
HTB1,0.9959,0.5000,1.5000,0.8380,1.0000,false,0,2,1,8.2261e-20,0.7668,USE,,true,none
HTB2,0.9971,0.0000,0.0000,-0.0593,1.0000,false,0,1,0,7.18631e-21,0.3994,CAUTION,,false,damped
HTZ1,0.9734,1.0000,2.0000,0.0628,1.0000,false,0,1,1,1.23447e-14,0.7406,USE,,true,none
HUA1,0.5180,1.0000,3.0000,-0.6378,1.0000,false,0,1,1,5.27468,0.7036,DO-NOT-USE,non-periodic,false,flat_M1
HXK1,0.9070,0.6667,1.3333,-0.1148,0.5000,true,1,3,2,4.30023e-07,0.5036,USE,,true,none
HXK2,0.9088,0.0000,1.7500,-0.3417,1.0000,false,0,4,0,7.81593e-05,0.4984,DO-NOT-USE,over-parameterized,false,flat_M1
HXT1,0.7016,0.0000,2.3333,0.1385,1.0000,false,0,3,0,0.000795994,0.5236,USE,,true,none
HXT2,0.9769,0.0000,2.0000,-0.3232,1.0000,false,0,1,0,8.82592e-16,0.5287,USE,,true,none
HXT3,0.7222,0.0000,1.5000,-0.0966,1.0000,false,0,2,0,4.89546e-06,0.4444,CAUTION,,false,damped
HXT4,0.8982,0.0000,1.3333,-0.1959,1.0000,false,0,3,0,2.62152e-07,0.4685,CAUTION,,false,damped
HXT7,0.9084,0.3333,1.3333,0.1827,1.0000,false,0,3,1,4.88392e-05,0.5738,USE,,true,none
HYM1,0.5835,1.0000,3.0000,0.1597,1.0000,false,0,1,1,0.01504,0.7486,USE,,true,none
HYP2,0.3886,1.0000,1.5000,-0.0354,1.0000,false,0,2,2,0.236658,0.5777,DO-NOT-USE,non-periodic,false,flat_M1
IAH1,0.8947,1.0000,2.0000,0.3895,1.0000,false,0,1,1,7.12828e-08,0.7902,USE,,true,none
IBA57,0.2436,0.5000,1.0000,0.0356,1.0000,false,0,2,1,17.1917,0.4225,DO-NOT-USE,non-periodic,false,flat_M1
ICE2,0.2985,1.0000,2.0000,0.0497,1.0000,false,0,1,1,3.37815,0.6030,DO-NOT-USE,non-periodic,false,flat_M1
ICL2,0.3538,0.5000,1.0000,-0.0236,1.0000,false,0,2,1,0.00108268,0.4374,CAUTION,,false,damped
ICP55,0.7952,0.5000,2.0000,-0.2169,0.5000,true,1,2,1,0.0128867,0.4924,CAUTION,,false,damped
ICT1,0.6917,0.0000,1.3333,-0.0426,1.0000,false,0,3,0,0.00620826,0.4272,CAUTION,,false,damped
ICY1,0.7513,0.3333,2.0000,0.2057,1.0000,false,0,3,1,2.77955e-05,0.5914,USE,,true,none
ICY2,0.7321,1.0000,2.0000,-0.1714,1.0000,false,0,1,1,4.9244e-08,0.6798,USE,,true,none
IDH1,0.8954,0.0000,2.5000,-0.3052,1.0000,false,0,2,0,1.97085e-06,0.5457,USE,,true,none
IDH2,0.5252,0.3333,2.6667,-0.2885,1.0000,false,0,3,1,3.33211e-05,0.5495,USE,,true,none
IDI1,0.6154,1.0000,2.0000,0.0005,1.0000,false,0,1,1,0.0181617,0.6565,USE,,true,none
IDP1,0.1887,1.0000,3.0000,0.0917,1.0000,false,0,1,1,0.217694,0.6561,DO-NOT-USE,non-periodic,false,flat_M1
IES1,0.1810,0.0000,1.3333,0.2829,1.0000,false,0,3,0,0.291345,0.3817,DO-NOT-USE,non-periodic,false,flat_M1
IES5,0.6053,0.0000,3.0000,-0.2044,1.0000,false,0,2,0,0.0085768,0.5211,USE,,true,none
IES6,0.6668,0.5000,0.5000,-0.0808,1.0000,false,0,2,1,0.193366,0.4667,DO-NOT-USE,non-periodic,false,flat_M1
IFA38,0.5276,1.0000,1.0000,0.0404,1.0000,false,0,2,2,4.2089,0.5803,DO-NOT-USE,non-periodic,false,flat_M1
IKI3,0.8687,1.0000,0.0000,0.2510,1.0000,false,0,1,1,0.000540376,0.6240,USE,,true,none
IKS1,0.6138,1.0000,0.0000,-0.1303,1.0000,false,0,1,1,0.108428,0.5228,DO-NOT-USE,non-periodic,false,flat_M1
ILM1,0.3658,1.0000,1.0000,-0.0543,1.0000,false,0,1,1,21.7842,0.5398,DO-NOT-USE,non-periodic,false,flat_M1
ILS1,0.6042,1.0000,3.0000,-0.0264,1.0000,false,0,1,1,0.158744,0.7208,DO-NOT-USE,non-periodic,false,flat_M1
ILV1,0.1686,1.0000,3.0000,0.0983,1.0000,false,0,1,1,58.0337,0.6534,DO-NOT-USE,non-periodic,false,flat_M1
ILV2,0.2747,0.5000,2.0000,-0.4467,1.0000,false,0,2,1,0.0392907,0.4883,CAUTION,,false,damped
ILV3,0.5250,0.5000,2.0000,0.4686,1.0000,false,0,2,1,0.00750262,0.6321,USE,,true,none
ILV5,0.1693,1.0000,3.0000,0.2447,1.0000,false,0,1,1,0.444564,0.6828,DO-NOT-USE,non-periodic,false,flat_M1
ILV6,0.1685,1.0000,1.0000,0.3481,1.0000,false,0,1,1,0.990691,0.5700,DO-NOT-USE,non-periodic,false,flat_M1
IMD2,0.2881,1.0000,2.0000,0.3336,1.0000,false,0,1,1,0.0859541,0.6577,DO-NOT-USE,non-periodic,false,flat_M1
IMD3,0.4553,1.0000,2.0000,-0.4099,1.0000,false,0,1,1,0.0162711,0.6244,USE,,true,none
IMD4,0.4310,0.0000,0.5000,0.1633,1.0000,false,0,2,0,0.0112723,0.3522,CAUTION,,false,damped
IME4,0.4292,0.5000,1.0000,-0.3828,1.0000,false,0,2,1,0.229859,0.4525,DO-NOT-USE,non-periodic,false,flat_M1
IML1,0.7701,1.0000,1.0000,0.3584,1.0000,false,0,1,1,0.0030659,0.6924,USE,,true,none
IML2,0.4408,1.0000,1.0000,-0.3232,1.0000,false,0,1,1,0.638675,0.5548,DO-NOT-USE,non-periodic,false,flat_M1
INH1,0.3331,0.5000,0.0000,-0.2956,1.0000,false,0,2,1,0.968463,0.3666,DO-NOT-USE,non-periodic,false,flat_M1
INP51,0.5090,1.0000,1.0000,-0.0577,1.0000,false,0,1,1,0.0341599,0.5685,USE,,true,none
INP52,0.4308,1.0000,2.0000,0.0952,1.0000,false,0,1,1,10.6276,0.6385,DO-NOT-USE,non-periodic,false,flat_M1
INP53,0.5322,1.0000,1.0000,-0.2980,1.0000,false,0,1,1,0.486868,0.5731,DO-NOT-USE,non-periodic,false,flat_M1
IOC2,0.5063,1.0000,1.0000,0.3969,1.0000,false,0,1,1,0.133982,0.6473,DO-NOT-USE,non-periodic,false,flat_M1
IOC3,0.0735,0.0000,0.0000,0.1352,1.0000,false,0,2,0,347.376,0.2417,DO-NOT-USE,non-periodic,false,flat_M1
IOC4,0.3890,1.0000,2.0000,0.4620,1.0000,false,0,1,1,0.0042041,0.7035,USE,,true,none
IPP1,0.1323,0.5000,2.0000,-0.2885,1.0000,false,0,2,1,3.04983,0.4598,DO-NOT-USE,non-periodic,false,flat_M1
IPT1,0.4255,0.0000,1.0000,0.0496,1.0000,false,0,5,0,0.0750964,0.3617,DO-NOT-USE,non-periodic;over-parameterized,false,flat_M1
IQG1,0.9192,1.0000,1.0000,0.7973,1.0000,false,0,1,1,2.00332e-08,0.8100,USE,,true,none
IRA1,0.8863,1.0000,1.0000,0.0187,1.0000,false,0,1,1,0.00440541,0.6477,USE,,true,none
IRA2,0.7043,0.0000,2.0000,-0.2180,1.0000,false,0,2,0,0.361276,0.4742,DO-NOT-USE,non-periodic,false,flat_M1
IRC18,0.0745,0.0000,1.5000,-0.2925,1.0000,false,0,2,0,0.523095,0.3149,DO-NOT-USE,non-periodic,false,flat_M1
IRC22,0.1356,1.0000,0.0000,-0.4852,1.0000,false,0,1,1,0.320252,0.4271,DO-NOT-USE,non-periodic,false,flat_M1
IRC3,0.2795,1.0000,1.0000,0.1540,1.0000,false,0,2,2,0.0748478,0.5534,DO-NOT-USE,non-periodic,false,flat_M1
IRC5,0.7650,0.5000,1.5000,0.2082,1.0000,false,0,2,1,0.151762,0.5946,DO-NOT-USE,non-periodic,false,flat_M1
ISA1,0.4329,1.0000,2.0000,0.3202,1.0000,false,0,1,1,0.0473518,0.6840,USE,,true,none
ISC1,0.8204,1.0000,0.0000,-0.4841,1.0000,false,0,1,1,1.67509e-08,0.5641,USE,,true,none
ISD11,0.0000,1.0000,0.0000,-0.3759,1.0000,false,0,1,1,NA,0.4000,CAUTION,,false,damped
ISM1,0.2741,1.0000,1.0000,0.3892,1.0000,false,0,1,1,0.110956,0.5993,DO-NOT-USE,non-periodic,false,flat_M1
ISR1,0.9557,0.0000,0.0000,0.2213,1.0000,false,0,1,0,2.30295e-10,0.4354,CAUTION,,false,damped
ISU1,0.4435,0.0000,2.0000,0.4103,1.0000,false,0,2,0,0.0263298,0.5041,USE,,true,none
ISU2,0.4276,0.5000,1.5000,-0.0000,1.0000,false,0,2,1,0.0492392,0.4855,CAUTION,,false,damped
ISW2,0.1481,1.0000,0.0000,0.6959,1.0000,false,0,1,1,0.650108,0.5688,DO-NOT-USE,non-periodic,false,flat_M1
ITC1,0.4905,1.0000,1.0000,-0.2501,1.0000,false,0,1,1,0.0237712,0.5648,USE,,true,none
ITR1,0.3542,0.5000,2.0000,0.3717,1.0000,false,0,2,1,0.145362,0.5785,DO-NOT-USE,non-periodic,false,flat_M1
IXR1,0.7857,0.0000,1.3333,-0.1566,1.0000,false,0,3,0,0.0012749,0.4460,CAUTION,,false,damped
IZH1,0.8705,1.0000,2.0000,0.0372,1.0000,false,0,1,1,3.25536e-06,0.7149,USE,,true,none
IZH2,0.8289,1.0000,2.0000,-0.3558,1.0000,false,0,1,1,3.1893e-05,0.6991,USE,,true,none
IZH3,0.0455,0.0000,0.7500,-0.0185,0.0000,true,1,4,0,60.6034,0.0591,DO-NOT-USE,non-periodic;sign-unstable;over-parameterized,false,flat_M1
JEN1,0.2056,0.0000,2.0000,-0.2945,1.0000,false,0,3,0,2.11101,0.3745,DO-NOT-USE,non-periodic,false,flat_M1
JHD2,0.0847,1.0000,2.0000,0.0465,1.0000,false,0,1,1,4.67973,0.5596,DO-NOT-USE,non-periodic,false,flat_M1
JIP4,0.1936,0.5000,0.5000,-0.2181,1.0000,false,0,2,1,0.0124507,0.3721,CAUTION,,false,damped
JJJ2,0.2975,1.0000,1.0000,0.0355,1.0000,false,0,1,1,1.59642,0.5333,DO-NOT-USE,non-periodic,false,flat_M1
JSN1,0.2249,1.0000,0.0000,0.3217,1.0000,false,0,2,2,10.158,0.5093,DO-NOT-USE,non-periodic,false,flat_M1
KAE1,0.0585,0.5000,2.0000,0.2031,1.0000,false,0,2,1,226.836,0.4857,DO-NOT-USE,non-periodic,false,flat_M1
KAP123,0.8061,1.0000,2.0000,0.1938,1.0000,false,0,1,1,0.000675175,0.7333,USE,,true,none
KAR2,0.8941,0.5000,3.0000,0.0265,1.0000,false,0,2,1,5.44606e-05,0.6841,USE,,true,none
KAR3,0.9350,1.0000,1.0000,0.1907,1.0000,false,0,1,1,1.48591e-12,0.6918,USE,,true,none
KAR4,0.6684,0.0000,2.3333,-0.1538,1.0000,false,0,3,0,5.65296e-10,0.4892,CAUTION,,false,damped
KAR5,0.8199,1.0000,2.0000,0.1147,1.0000,false,0,1,1,0.000118184,0.7203,USE,,true,none
KDX1,0.7046,0.5000,0.5000,-0.4803,1.0000,false,0,2,1,0.264235,0.4743,DO-NOT-USE,non-periodic,false,flat_M1
KEG1,0.2177,1.0000,3.0000,-0.2265,1.0000,false,0,1,1,169.601,0.6435,DO-NOT-USE,non-periodic,false,flat_M1
KEL1,0.7390,1.0000,0.0000,-0.1226,1.0000,false,0,1,1,0.743064,0.5478,DO-NOT-USE,non-periodic,false,flat_M1
KEL2,0.8951,0.5000,1.0000,0.2180,0.5000,true,1,2,1,2.43594e-05,0.4893,CAUTION,,false,damped
KEX1,0.5025,1.0000,2.0000,-0.0679,1.0000,false,0,1,1,0.168901,0.6338,DO-NOT-USE,non-periodic,false,flat_M1
KGD1,0.0468,1.0000,0.0000,-0.4758,1.0000,false,0,1,1,237.444,0.4094,DO-NOT-USE,non-periodic,false,flat_M1
KIC1,0.3349,1.0000,2.0000,0.1799,1.0000,false,0,1,1,0.000828704,0.6363,USE,,true,none
KIN1,0.6037,0.5000,1.0000,-0.3750,1.0000,false,0,2,1,0.652288,0.4874,DO-NOT-USE,non-periodic,false,flat_M1
KIN2,0.5907,1.0000,2.0000,0.2238,1.0000,false,0,1,1,0.0081779,0.6962,USE,,true,none
KIN3,0.9801,0.3333,2.3333,0.7881,0.3333,true,1,3,1,6.81589e-15,0.6425,USE,,true,none
KIN4,0.9231,1.0000,0.0000,0.7936,1.0000,false,0,1,1,5.09516e-06,0.7433,USE,,true,none
KIP1,0.9606,1.0000,1.0000,0.0573,1.0000,false,0,1,1,4.42421e-10,0.6702,USE,,true,none
KNS1,0.7724,0.0000,1.5000,-0.4330,1.0000,false,0,2,0,0.00110535,0.4545,CAUTION,,false,damped
KOG1,0.3863,1.0000,1.0000,0.1582,1.0000,false,0,1,1,0.00379817,0.5756,USE,,true,none
KRE1,0.4914,1.0000,3.0000,-0.3152,1.0000,false,0,1,1,0.0401373,0.6983,USE,,true,none
KRE2,0.0502,1.0000,2.0000,-0.1999,1.0000,false,0,1,1,46.9243,0.5434,DO-NOT-USE,non-periodic,false,flat_M1
KRE33,0.7847,0.5000,1.5000,0.4296,1.0000,false,0,2,1,3.42294e-06,0.6429,USE,,true,none
KRE6,0.8442,0.6667,2.0000,0.3021,1.0000,false,0,3,2,4.531e-05,0.6959,USE,,true,none
KRE9,0.5873,1.0000,3.0000,-0.0624,1.0000,false,0,1,1,3.7254,0.7175,DO-NOT-USE,non-periodic,false,flat_M1
KRR1,0.6555,0.5000,2.0000,0.4513,1.0000,false,0,2,1,0.000290529,0.6547,USE,,true,none
KRS1,0.2381,1.0000,1.0000,0.3504,1.0000,false,0,1,1,0.342627,0.5844,DO-NOT-USE,non-periodic,false,flat_M1
KTI12,0.4694,1.0000,1.5000,0.2057,1.0000,false,0,2,2,0.000258501,0.6350,USE,,true,none
KTR2,0.6933,0.5000,1.5000,-0.2168,1.0000,false,0,2,1,0.000142849,0.5387,USE,,true,none
KTR4,0.0787,1.0000,1.0000,-0.4405,1.0000,false,0,1,1,48.5882,0.4824,DO-NOT-USE,non-periodic,false,flat_M1
KXD1,0.3308,1.0000,0.0000,0.2128,1.0000,false,0,1,1,0.0286031,0.5087,USE,,true,none
LAC1,0.9795,0.0000,2.0000,0.3025,1.0000,false,0,1,0,1.42721e-14,0.5897,USE,,true,none
LAG2,0.8887,0.5000,1.0000,-0.2518,1.0000,false,0,2,1,0.000101215,0.5444,USE,,true,none
LAP3,0.0235,0.3333,1.3333,0.5939,0.3333,true,1,3,1,57.2288,0.3457,DO-NOT-USE,non-periodic,false,flat_M1
LAS1,0.8242,1.0000,1.0000,-0.2600,1.0000,false,0,1,1,0.000805519,0.6315,USE,,true,none
LAS17,0.0171,1.0000,0.0000,-0.3484,1.0000,false,0,1,1,94.2677,0.4034,DO-NOT-USE,non-periodic,false,flat_M1
LAT1,0.0187,1.0000,1.0000,-0.7323,1.0000,false,0,1,1,28.417,0.4704,DO-NOT-USE,non-periodic,false,flat_M1
LCB1,0.7354,0.3333,1.6667,-0.3063,1.0000,false,0,3,1,0.70409,0.5249,DO-NOT-USE,non-periodic,false,flat_M1
LCB2,0.2571,1.0000,2.0000,-0.3387,1.0000,false,0,1,1,77.3374,0.5848,DO-NOT-USE,non-periodic,false,flat_M1
LCB3,0.9193,0.5000,2.0000,0.3947,1.0000,false,0,2,1,4.04648e-06,0.6961,USE,,true,none
LCB4,0.6345,1.0000,0.0000,-0.0273,1.0000,false,0,1,1,0.000293441,0.5269,USE,,true,none
LCB5,0.5532,1.0000,2.0000,-0.3352,1.0000,false,0,1,1,0.0224481,0.6440,USE,,true,none
LCD1,0.4220,1.0000,1.0000,-0.0460,1.0000,false,0,1,1,28.2378,0.5511,DO-NOT-USE,non-periodic,false,flat_M1
LCL1,0.0010,1.0000,0.0000,-0.0706,1.0000,false,0,1,1,164.036,0.4002,DO-NOT-USE,non-periodic,false,flat_M1
LCL2,0.0383,1.0000,2.0000,-0.3481,1.0000,false,0,1,1,24.3262,0.5410,DO-NOT-USE,non-periodic,false,flat_M1
LCP5,0.5664,1.0000,0.0000,0.0610,1.0000,false,0,1,1,0.00150636,0.5255,USE,,true,none
LDB16,0.2446,1.0000,2.0000,0.2773,1.0000,false,0,1,1,1.71102,0.6377,DO-NOT-USE,non-periodic,false,flat_M1
LDB18,0.4678,1.0000,1.0000,0.0038,1.0000,false,0,1,1,0.698207,0.5610,DO-NOT-USE,non-periodic,false,flat_M1
LDB7,0.0582,1.0000,3.0000,0.2707,1.0000,false,0,1,1,7.15936,0.6658,DO-NOT-USE,non-periodic,false,flat_M1
LEU1,0.7486,0.5000,2.0000,0.0339,1.0000,false,0,2,1,0.0270277,0.5898,USE,,true,none
LEU3,0.6317,1.0000,3.0000,0.0690,1.0000,false,0,1,1,0.000540284,0.7401,USE,,true,none
LEU4,0.3363,0.5000,2.0000,-0.4584,1.0000,false,0,2,1,0.00799337,0.5006,USE,,true,none
LEU9,0.4980,1.0000,2.0000,0.1465,1.0000,false,0,1,1,0.13343,0.6622,DO-NOT-USE,non-periodic,false,flat_M1
LGE1,0.7065,1.0000,2.0000,0.2319,1.0000,false,0,1,1,0.00408723,0.7210,USE,,true,none
LHP1,0.3893,0.5000,2.5000,0.2108,1.0000,false,0,2,1,0.0164703,0.5867,USE,,true,none
LHS1,0.3169,1.0000,2.0000,0.0581,1.0000,false,0,1,1,5.84589,0.6083,DO-NOT-USE,non-periodic,false,flat_M1
LOC1,0.7704,0.5000,0.5000,0.0628,1.0000,false,0,2,1,0.00569359,0.5000,CAUTION,,false,damped
LOS1,0.6770,1.0000,2.0000,0.0892,1.0000,false,0,1,1,0.0110764,0.6866,USE,,true,none
LOT5,0.8921,1.0000,1.0000,0.5423,1.0000,false,0,1,1,1.63823e-07,0.7535,USE,,true,none
LOT6,0.3076,1.0000,0.0000,-0.3816,1.0000,false,0,1,1,0.00189057,0.4615,CAUTION,,false,damped
LPD1,0.0779,1.0000,2.0000,0.1238,1.0000,false,0,1,1,0.554089,0.5737,DO-NOT-USE,non-periodic,false,flat_M1
LPX1,0.9638,0.3333,0.6667,-0.2556,1.0000,false,0,3,1,1.50654e-10,0.5039,USE,,true,none
LRG1,0.7140,1.0000,1.0000,-0.0712,1.0000,false,0,1,1,8.65641e-05,0.6095,USE,,true,none
LRO1,0.1859,0.6667,1.0000,0.0706,1.0000,false,0,3,2,35.6292,0.4513,DO-NOT-USE,non-periodic,false,flat_M1
LRP1,0.8095,1.0000,1.0000,0.1586,1.0000,false,0,2,2,0.000379251,0.6603,USE,,true,none
LSB3,0.0067,1.0000,0.0000,-0.3422,1.0000,false,0,1,1,251.791,0.4013,DO-NOT-USE,non-periodic,false,flat_M1
LSG1,0.8419,1.0000,0.0000,0.4489,1.0000,false,0,1,1,0.000841393,0.6582,USE,,true,none
LSP1,0.9131,1.0000,2.0000,-0.4168,1.0000,false,0,1,1,0.000329182,0.7160,USE,,true,none
LST4,0.4282,1.0000,1.0000,0.2285,1.0000,false,0,1,1,1.88058,0.5980,DO-NOT-USE,non-periodic,false,flat_M1
LST8,0.1450,1.0000,3.0000,-0.1506,1.0000,false,0,1,1,0.354974,0.6290,DO-NOT-USE,non-periodic,false,flat_M1
LTV1,0.8237,1.0000,3.0000,0.6734,1.0000,false,0,1,1,0.00021956,0.8994,USE,,true,none
LYP1,0.3013,1.0000,0.0000,-0.1570,1.0000,false,0,1,1,63.7899,0.4603,DO-NOT-USE,non-periodic,false,flat_M1
LYS1,0.7499,0.5000,2.5000,0.0418,1.0000,false,0,2,1,5.15297e-05,0.6250,USE,,true,none
LYS14,0.7522,0.5000,1.5000,0.1135,0.5000,true,1,2,1,0.00140731,0.4731,CAUTION,,false,damped
LYS2,0.1343,0.5000,1.5000,0.0416,0.5000,true,1,2,1,1.34748,0.3352,DO-NOT-USE,non-periodic,false,flat_M1
LYS20,0.3269,0.3333,1.6667,-0.0463,0.3333,true,1,3,1,3.2791,0.3098,DO-NOT-USE,non-periodic,false,flat_M1
LYS9,0.8721,1.0000,2.0000,0.2138,1.0000,false,0,1,1,8.09343e-05,0.7505,USE,,true,none
MAE1,0.8744,0.2500,2.2500,0.3960,0.2500,true,1,4,1,1.72275e-07,0.5041,USE,,true,none
MAG1,0.4056,1.0000,2.0000,-0.0329,1.0000,false,0,1,1,0.187695,0.6145,DO-NOT-USE,non-periodic,false,flat_M1
MAK10,0.4582,1.0000,1.0000,-0.1836,1.0000,false,0,1,1,0.666421,0.5583,DO-NOT-USE,non-periodic,false,flat_M1
MAK16,0.7688,0.5000,1.0000,0.4277,1.0000,false,0,2,1,3.35207e-08,0.6060,USE,,true,none
MAK21,0.8444,1.0000,0.0000,0.3405,1.0000,false,0,1,1,2.90856e-06,0.6370,USE,,true,none
MAK32,0.2615,1.0000,2.0000,-0.1446,1.0000,false,0,1,1,0.521658,0.5856,DO-NOT-USE,non-periodic,false,flat_M1
MAM3,0.3101,1.0000,1.0000,-0.0119,1.0000,false,0,1,1,6.52222,0.5287,DO-NOT-USE,non-periodic,false,flat_M1
MAM33,0.3772,1.0000,2.0000,0.1436,1.0000,false,0,1,1,0.096968,0.6375,DO-NOT-USE,non-periodic,false,flat_M1
MAS1,0.6203,1.0000,1.0000,0.2402,1.0000,false,0,1,1,0.00098789,0.6388,USE,,true,none
MAS2,0.4191,1.0000,3.0000,-0.0027,1.0000,false,0,1,1,0.0117127,0.6838,USE,,true,none
MBF1,0.0000,1.0000,2.0000,0.2191,1.0000,false,0,1,1,NA,0.5772,USE,,true,none
MCD1,0.9966,0.5000,2.0000,0.0280,1.0000,false,0,2,1,6.22449e-19,0.6383,USE,,true,none
MCD4,0.9756,1.0000,2.0000,0.0286,1.0000,false,0,1,1,1.52917e-10,0.7342,USE,,true,none
MCH1,0.2097,1.0000,2.0000,-0.0605,1.0000,false,0,1,1,4.93197,0.5753,DO-NOT-USE,non-periodic,false,flat_M1
MCH4,0.6632,0.5000,2.5000,0.2375,0.5000,true,1,2,1,0.256896,0.5468,DO-NOT-USE,non-periodic,false,flat_M1
MCH5,0.4820,0.0000,3.0000,0.0759,1.0000,false,0,1,0,0.284265,0.5116,DO-NOT-USE,non-periodic,false,flat_M1
MCM2,0.9619,0.5000,1.0000,0.5391,1.0000,false,0,2,1,2.92557e-12,0.6669,USE,,true,none
MCM3,0.9875,0.0000,0.5000,0.3458,1.0000,false,0,2,0,3.3964e-14,0.5000,CAUTION,,false,damped
MCM5,0.9935,0.5000,1.5000,0.2328,0.5000,true,1,2,1,6.27405e-16,0.5453,USE,,true,none
MCM7,0.9870,0.0000,1.5000,0.4223,1.0000,false,0,2,0,1.05854e-16,0.5819,USE,,true,none
MCR1,0.5794,1.0000,1.5000,-0.2263,1.0000,false,0,2,2,0.000369862,0.6159,USE,,true,none
MCT1,0.1486,1.0000,1.0000,0.3116,1.0000,false,0,1,1,243.76,0.5587,DO-NOT-USE,non-periodic,false,flat_M1
MDG1,0.8675,1.0000,1.0000,-0.1635,1.0000,false,0,1,1,1.18452e-07,0.6402,USE,,true,none
MDH1,0.4897,0.5000,1.5000,0.0493,1.0000,false,0,2,1,0.00440204,0.5078,USE,,true,none
MDH2,0.3971,0.1667,1.1667,-0.0945,1.0000,false,0,6,1,0.0949586,0.3905,DO-NOT-USE,non-periodic,false,flat_M1
MDH3,0.1369,1.0000,0.0000,0.0370,1.0000,false,0,1,1,4.28473,0.4348,DO-NOT-USE,non-periodic,false,flat_M1
MDJ1,0.5315,0.5000,2.0000,0.1701,1.0000,false,0,2,1,0.0904016,0.5737,DO-NOT-USE,non-periodic,false,flat_M1
MDM31,0.2371,1.0000,0.5000,-0.1880,1.0000,false,0,2,2,0.113797,0.4808,DO-NOT-USE,non-periodic,false,flat_M1
MDR1,0.6567,1.0000,1.0000,-0.1145,1.0000,false,0,1,1,0.033611,0.5980,USE,,true,none
MDS3,0.5705,1.0000,1.0000,0.2632,1.0000,false,0,1,1,1.9716,0.6334,DO-NOT-USE,non-periodic,false,flat_M1
MDV1,0.7263,1.0000,1.0000,-0.4023,1.0000,false,0,2,2,0.0367981,0.6119,USE,,true,none
MDY2,0.3909,0.0000,1.0000,0.1276,1.0000,false,0,3,0,0.178387,0.3704,DO-NOT-USE,non-periodic,false,flat_M1
MEC1,0.4517,1.0000,0.0000,0.3125,1.0000,false,0,1,1,0.105045,0.5528,DO-NOT-USE,non-periodic,false,flat_M1
MED2,0.5420,1.0000,1.0000,0.0640,1.0000,false,0,1,1,0.0381791,0.5879,USE,,true,none
MEF2,0.5232,1.0000,2.0000,0.2599,1.0000,false,0,1,1,0.000438954,0.6900,USE,,true,none
