substrate,q_x,boot_robust_frac,mean_n_sources,transfer_r_median,repressor_score,carries_repressor,n_repressor_edges,n_edges,n_robust_edges,periodicity_pvalue,score,tier,reason,apply_multiplier,recommended_fallback
OLA1,0.1416,1.0000,1.0000,-0.0505,1.0000,false,0,1,1,0.163775,0.4950,DO-NOT-USE,non-periodic,false,flat_M1
OLE1,0.9549,1.0000,1.0000,-0.1854,1.0000,false,0,1,1,1.59046e-16,0.6576,USE,,true,none
OM14,0.7155,0.5000,1.0000,-0.2338,1.0000,false,0,2,1,0.00112195,0.5098,USE,,true,none
OM45,0.5789,0.5000,1.0000,-0.0472,1.0000,false,0,2,1,0.0727337,0.4824,DO-NOT-USE,non-periodic,false,flat_M1
OMA1,0.0290,1.0000,2.0000,-0.3273,1.0000,false,0,1,1,6.82731,0.5391,DO-NOT-USE,non-periodic,false,flat_M1
OMS1,0.7603,1.0000,1.0000,-0.1228,1.0000,false,0,1,1,0.000866442,0.6187,USE,,true,none
OPI1,0.6073,1.0000,2.0000,0.0133,1.0000,false,0,1,1,0.414875,0.6575,DO-NOT-USE,non-periodic,false,flat_M1
OPI10,0.5618,1.0000,0.0000,0.1154,1.0000,false,0,1,1,0.502494,0.5354,DO-NOT-USE,non-periodic,false,flat_M1
OPI3,0.6976,0.0000,1.3333,-0.2228,1.0000,false,0,3,0,2.16346e-06,0.4284,CAUTION,,false,damped
OPT1,0.2777,0.0000,1.6667,0.4839,1.0000,false,0,3,0,0.351076,0.4634,DO-NOT-USE,non-periodic,false,flat_M1
OPY2,0.9224,1.0000,1.0000,0.3455,1.0000,false,0,1,1,9.10379e-09,0.7202,USE,,true,none
ORC2,0.2377,1.0000,2.0000,-0.0831,1.0000,false,0,1,1,0.266811,0.5809,DO-NOT-USE,non-periodic,false,flat_M1
ORC4,0.8679,1.0000,2.0000,0.3379,1.0000,false,0,1,1,0.000905406,0.7745,USE,,true,none
ORM1,0.1085,1.0000,1.0000,0.2524,1.0000,false,0,1,1,22.4155,0.5388,DO-NOT-USE,non-periodic,false,flat_M1
ORM2,0.2685,0.5000,1.5000,-0.3714,1.0000,false,0,2,1,0.0371201,0.4537,CAUTION,,false,damped
ORT1,0.7846,1.0000,2.0000,0.1537,1.0000,false,0,1,1,0.000757443,0.7210,USE,,true,none
OSH7,0.3951,1.0000,0.0000,0.1502,1.0000,false,0,1,1,3.37633,0.5091,DO-NOT-USE,non-periodic,false,flat_M1
OSM1,0.8499,1.0000,1.0000,-0.2155,1.0000,false,0,1,1,0.000969121,0.6366,USE,,true,none
OST5,0.3453,0.5000,1.0000,0.1142,1.0000,false,0,2,1,4.38996,0.4586,DO-NOT-USE,non-periodic,false,flat_M1
OXA1,0.5534,0.6667,2.0000,0.4278,1.0000,false,0,3,2,0.0022055,0.6629,USE,,true,none
OYE2,0.5317,0.0000,1.6667,0.3067,1.0000,false,0,3,0,1.26999,0.4788,DO-NOT-USE,non-periodic,false,flat_M1
PAC10,0.7398,0.5000,2.0000,0.3704,1.0000,false,0,2,1,0.00182699,0.6554,USE,,true,none
PAC11,0.9540,1.0000,0.0000,0.0308,1.0000,false,0,1,1,1.44226e-08,0.5970,USE,,true,none
PAH1,0.3213,1.0000,0.0000,-0.1943,1.0000,false,0,1,1,0.0457507,0.4643,CAUTION,,false,damped
PAI3,0.6163,1.0000,1.0000,-0.3041,1.0000,false,0,1,1,0.00354455,0.5899,USE,,true,none
PAM1,0.8144,1.0000,1.0000,0.1502,1.0000,false,0,2,2,0.00302927,0.6596,USE,,true,none
PAM16,0.6128,1.0000,1.0000,-0.2142,1.0000,false,0,1,1,0.000204035,0.5892,USE,,true,none
PAN1,0.0828,1.0000,1.5000,-0.0333,1.0000,false,0,2,2,1.98332,0.5166,DO-NOT-USE,non-periodic,false,flat_M1
PAN3,0.5222,1.0000,1.0000,-0.5192,1.0000,false,0,1,1,1.45128,0.5711,DO-NOT-USE,non-periodic,false,flat_M1
PAN6,0.2535,1.0000,2.0000,0.0491,1.0000,false,0,1,1,0.0208962,0.5939,USE,,true,none
PAP2,0.8550,1.0000,2.0000,-0.0721,1.0000,false,0,1,1,0.000139406,0.7043,USE,,true,none
PAR32,0.0627,1.0000,2.0000,-0.1976,1.0000,false,0,1,1,154.994,0.5459,DO-NOT-USE,non-periodic,false,flat_M1
PAT1,0.0275,0.5000,0.0000,-0.0192,1.0000,false,0,2,1,5.80185,0.3055,DO-NOT-USE,non-periodic,false,flat_M1
PAU23,0.0593,1.0000,0.0000,-0.2602,1.0000,false,0,1,1,55.2697,0.4119,DO-NOT-USE,non-periodic,false,flat_M1
PBA1,0.6469,1.0000,2.0000,-0.2751,1.0000,false,0,1,1,0.951847,0.6627,DO-NOT-USE,non-periodic,false,flat_M1
PBI2,0.9294,1.0000,1.0000,-0.5205,1.0000,false,0,1,1,2.1941e-10,0.6525,USE,,true,none
PBP2,0.6932,1.0000,1.0000,-0.0555,1.0000,false,0,1,1,0.00140804,0.6053,USE,,true,none
PBY1,0.9101,1.0000,1.0000,-0.2804,1.0000,false,0,1,1,1.77026e-05,0.6487,USE,,true,none
PCA1,0.4958,1.0000,2.0000,-0.1269,1.0000,false,0,1,1,0.175527,0.6325,DO-NOT-USE,non-periodic,false,flat_M1
PCL1,0.9790,0.2500,2.2500,0.5109,0.2500,true,1,4,1,2.77094e-16,0.5480,USE,,true,none
PCL10,0.8173,1.0000,0.0000,0.0941,1.0000,false,0,1,1,0.000193083,0.5823,USE,,true,none
PCL2,0.9728,0.2500,2.2500,0.0606,0.2500,true,1,4,1,7.48086e-17,0.4567,CAUTION,,false,damped
PCL5,0.8149,0.5000,2.0000,0.2422,1.0000,false,0,2,1,0.000311195,0.6448,USE,,true,none
PCL7,0.9513,1.0000,0.0000,0.3711,1.0000,false,0,1,1,6.21689e-08,0.6645,USE,,true,none
PCL9,0.9177,1.0000,4.0000,0.9516,1.0000,false,0,1,1,1.77163e-13,0.9739,USE,,true,none
PCS60,0.4083,1.0000,1.0000,-0.2492,1.0000,false,0,1,1,0.0257355,0.5483,USE,,true,none
PCT1,0.3630,1.0000,0.0000,-0.0530,1.0000,false,0,1,1,0.0047716,0.4726,CAUTION,,false,damped
PDC1,0.0259,0.2500,2.2500,-0.0641,1.0000,false,0,4,1,22.2994,0.4052,DO-NOT-USE,non-periodic,false,flat_M1
PDC5,0.1675,1.0000,1.0000,-0.4360,1.0000,false,0,1,1,60.6329,0.5002,DO-NOT-USE,non-periodic,false,flat_M1
PDH1,0.7487,0.0000,0.5000,-0.3198,1.0000,false,0,2,0,0.0561186,0.3831,DO-NOT-USE,non-periodic,false,flat_M1
PDI1,0.2858,0.5000,2.0000,-0.3236,1.0000,false,0,2,1,2.38447,0.4905,DO-NOT-USE,non-periodic,false,flat_M1
PDR1,0.9096,0.5000,2.5000,0.5678,1.0000,false,0,2,1,6.77051e-05,0.7621,USE,,true,none
PDR10,0.0911,0.5000,1.0000,0.0724,1.0000,false,0,2,1,3.65122,0.3994,DO-NOT-USE,non-periodic,false,flat_M1
PDR15,0.3466,0.5000,0.5000,-0.1608,1.0000,false,0,2,1,0.0914158,0.4027,DO-NOT-USE,non-periodic,false,flat_M1
PDR16,0.8753,0.0000,0.8000,0.0840,1.0000,false,0,5,0,0.0603188,0.4452,DO-NOT-USE,non-periodic;over-parameterized,false,flat_M1
PDR3,0.8850,0.0000,1.3333,-0.0580,1.0000,false,0,3,0,3.80947e-08,0.4659,CAUTION,,false,damped
PDR5,0.9599,0.0000,0.5000,0.5330,0.0000,true,1,4,0,7.30156e-14,0.3319,DO-NOT-USE,sign-unstable;over-parameterized,false,flat_M1
PDR8,0.4675,0.3333,1.6667,0.2004,1.0000,false,0,3,1,0.0676846,0.5114,DO-NOT-USE,non-periodic,false,flat_M1
PDS5,0.9765,1.0000,0.0000,-0.2052,1.0000,false,0,1,1,5.52639e-15,0.5953,USE,,true,none
PDX3,0.1238,1.0000,2.0000,0.0239,1.0000,false,0,1,1,0.3929,0.5629,DO-NOT-USE,non-periodic,false,flat_M1
PEA2,0.7875,0.5000,1.0000,-0.2764,1.0000,false,0,2,1,0.0790699,0.5242,DO-NOT-USE,non-periodic,false,flat_M1
PEP5,0.2751,1.0000,1.0000,-0.3615,1.0000,false,0,1,1,0.0431245,0.5217,USE,,true,none
PER33,0.1121,1.0000,1.0000,-0.4181,1.0000,false,0,1,1,49.5301,0.4891,DO-NOT-USE,non-periodic,false,flat_M1
PET10,0.7953,1.0000,1.5000,0.2394,1.0000,false,0,2,2,0.000374274,0.7069,USE,,true,none
PET111,0.2413,0.0000,1.5000,0.4808,1.0000,false,0,2,0,0.227034,0.4444,DO-NOT-USE,non-periodic,false,flat_M1
PET123,0.5809,1.0000,2.0000,-0.2805,1.0000,false,0,1,1,4.03912e-05,0.6495,USE,,true,none
PET127,0.5703,1.0000,1.0000,0.0426,1.0000,false,0,1,1,5.68123,0.5892,DO-NOT-USE,non-periodic,false,flat_M1
PET130,0.2946,1.0000,1.0000,0.0525,1.0000,false,0,1,1,0.00783452,0.5361,USE,,true,none
PET20,0.0112,1.0000,2.0000,-0.6596,1.0000,false,0,1,1,78.0028,0.5356,DO-NOT-USE,non-periodic,false,flat_M1
PET54,0.8882,0.5000,2.0000,0.0781,1.0000,false,0,2,1,0.000106667,0.6266,USE,,true,none
PET9,0.4341,0.3333,1.0000,0.0770,1.0000,false,0,3,1,0.0351063,0.4356,CAUTION,,false,damped
PEX10,0.2399,1.0000,1.0000,0.0443,1.0000,false,0,1,1,0.050585,0.5235,DO-NOT-USE,non-periodic,false,flat_M1
PEX11,0.8944,0.0000,1.0000,-0.1007,1.0000,false,0,1,0,4.25568e-05,0.4455,CAUTION,,false,damped
PEX12,0.5452,1.0000,2.0000,-0.0654,1.0000,false,0,1,1,0.0636704,0.6424,DO-NOT-USE,non-periodic,false,flat_M1
PEX21,0.5526,1.0000,0.0000,-0.0515,1.0000,false,0,1,1,0.006287,0.5105,USE,,true,none
PEX25,0.3652,0.5000,1.5000,0.2833,1.0000,false,0,2,1,3.06126,0.5297,DO-NOT-USE,non-periodic,false,flat_M1
PEX27,0.4898,1.0000,1.0000,0.2671,1.0000,false,0,2,2,0.0161869,0.6180,USE,,true,none
PEX28,0.0331,0.5000,1.5000,0.0952,1.0000,false,0,2,1,45.7486,0.4257,DO-NOT-USE,non-periodic,false,flat_M1
PEX3,0.2607,1.0000,0.0000,-0.0717,1.0000,false,0,1,1,3.32011,0.4521,DO-NOT-USE,non-periodic,false,flat_M1
PEX5,0.4325,1.0000,2.0000,-0.0395,1.0000,false,0,1,1,0.00205591,0.6198,USE,,true,none
PFD1,0.8072,1.0000,0.0000,0.0126,1.0000,false,0,1,1,0.00894759,0.5640,USE,,true,none
PFK1,0.7712,1.0000,2.0000,0.4312,1.0000,false,0,2,2,0.00533025,0.7738,USE,,true,none
PFK2,0.3086,0.5000,2.0000,0.3052,1.0000,false,0,2,1,1.29426,0.5561,DO-NOT-USE,non-periodic,false,flat_M1
PFK26,0.1786,1.0000,2.0000,-0.0748,1.0000,false,0,1,1,1.46384,0.5691,DO-NOT-USE,non-periodic,false,flat_M1
PFK27,0.2304,0.0000,2.0000,-0.2631,1.0000,false,0,4,0,3.80777,0.3794,DO-NOT-USE,non-periodic;over-parameterized,false,flat_M1
PGA2,0.8683,1.0000,2.0000,0.2398,1.0000,false,0,2,2,0.00127224,0.7550,USE,,true,none
PGA3,0.9485,0.5000,0.5000,-0.2071,1.0000,false,0,2,1,1.10776e-09,0.5230,USE,,true,none
PGC1,0.0310,1.0000,3.0000,-0.6841,1.0000,false,0,1,1,30.2151,0.6062,DO-NOT-USE,non-periodic,false,flat_M1
PGD1,0.0199,1.0000,1.0000,-0.2765,1.0000,false,0,1,1,71.7091,0.4706,DO-NOT-USE,non-periodic,false,flat_M1
PGI1,0.4532,0.3333,2.0000,0.0028,1.0000,false,0,3,1,0.108593,0.4912,DO-NOT-USE,non-periodic,false,flat_M1
PGM1,0.9065,0.5000,1.5000,-0.1156,1.0000,false,0,2,1,2.88402e-08,0.5813,USE,,true,none
PGM3,0.2641,1.0000,1.0000,0.0711,1.0000,false,0,1,1,18.9494,0.5337,DO-NOT-USE,non-periodic,false,flat_M1
PHB1,0.2475,1.0000,1.0000,-0.3875,1.0000,false,0,1,1,0.0249628,0.5162,USE,,true,none
PHB2,0.6536,1.0000,1.0000,-0.2241,1.0000,false,0,1,1,0.0375059,0.5974,USE,,true,none
PHD1,0.8993,0.0000,1.0000,-0.1734,1.0000,false,0,5,0,6.85873e-08,0.4465,DO-NOT-USE,over-parameterized,false,flat_M1
PHO23,0.1981,0.5000,0.5000,-0.2229,1.0000,false,0,2,1,0.0804499,0.3730,DO-NOT-USE,non-periodic,false,flat_M1
PHO3,0.9884,0.0000,2.0000,0.3083,1.0000,false,0,1,0,4.43088e-20,0.5927,USE,,true,none
PHO4,0.7800,0.5000,1.5000,0.1239,1.0000,false,0,2,1,0.000102471,0.5808,USE,,true,none
PHO8,0.9457,0.5000,2.0000,0.1893,1.0000,false,0,2,1,1.31768e-10,0.6603,USE,,true,none
PHO81,0.7179,0.3333,1.6667,-0.0720,1.0000,false,0,3,1,0.0199691,0.5214,USE,,true,none
PHO85,0.3613,1.0000,0.0000,-0.1477,1.0000,false,0,1,1,0.0158879,0.4723,CAUTION,,false,damped
PHO86,0.7559,1.0000,3.0000,0.1819,1.0000,false,0,1,1,0.00760688,0.7876,USE,,true,none
PHO87,0.8918,1.0000,0.0000,0.3130,1.0000,false,0,1,1,0.000301996,0.6410,USE,,true,none
PHO88,0.4714,0.5000,1.0000,-0.1513,1.0000,false,0,2,1,0.00359954,0.4609,CAUTION,,false,damped
PHO91,0.5587,1.0000,1.0000,0.1425,1.0000,false,0,1,1,8.58352,0.6069,DO-NOT-USE,non-periodic,false,flat_M1
PHS1,0.8796,1.0000,0.0000,-0.3219,1.0000,false,0,1,1,1.25876e-05,0.5759,USE,,true,none
PIB1,0.3137,1.0000,1.0000,-0.1714,1.0000,false,0,1,1,0.00257501,0.5294,USE,,true,none
PIC2,0.8969,0.0000,1.3333,-0.5480,1.0000,false,0,3,0,2.49214e-06,0.4683,CAUTION,,false,damped
PIG2,0.3262,0.5000,1.0000,0.3218,1.0000,false,0,2,1,15.6684,0.4963,DO-NOT-USE,non-periodic,false,flat_M1
PIK1,0.1056,1.0000,2.0000,0.2284,1.0000,false,0,1,1,15.0618,0.6001,DO-NOT-USE,non-periodic,false,flat_M1
PIL1,0.9334,0.3333,0.6667,0.7706,1.0000,false,0,3,1,5.13704e-12,0.6519,USE,,true,none
PIM1,0.4233,1.0000,2.0000,0.2735,1.0000,false,0,2,2,0.186619,0.6727,DO-NOT-USE,non-periodic,false,flat_M1
PIN3,0.1126,0.3333,1.0000,-0.5160,1.0000,false,0,3,1,3.94634,0.3559,DO-NOT-USE,non-periodic,false,flat_M1
PIR1,0.9743,0.2500,1.2500,0.9110,0.2500,true,3,4,1,4.65971e-19,0.5604,USE,,true,none
PIS1,0.6490,0.5000,2.0000,-0.1790,1.0000,false,0,2,1,0.0467061,0.5631,USE,,true,none
PKH2,0.6963,1.0000,1.0000,-0.2295,1.0000,false,0,1,1,0.000290886,0.6059,USE,,true,none
PKP2,0.6570,1.0000,2.0000,0.0807,1.0000,false,0,1,1,0.2487,0.6809,DO-NOT-USE,non-periodic,false,flat_M1
PLB1,0.8890,0.0000,1.0000,-0.1431,1.0000,false,0,4,0,3.84456e-08,0.4445,DO-NOT-USE,over-parameterized,false,flat_M1
PLB2,0.9493,0.2500,1.7500,0.5099,1.0000,false,0,4,1,2.4541e-11,0.6585,USE,,true,none
PLB3,0.8411,0.0000,2.0000,0.3514,1.0000,false,0,3,0,1.63192e-06,0.5718,USE,,true,none
PLC1,0.2827,1.0000,2.0000,0.0989,1.0000,false,0,1,1,0.00164704,0.6097,USE,,true,none
PLM2,0.9537,0.3333,1.3333,0.5153,1.0000,false,0,3,1,1.3545e-10,0.6494,USE,,true,none
PMA1,0.8763,0.3333,1.0000,0.6776,1.0000,false,0,3,1,2.62314e-08,0.6441,USE,,true,none
PMD1,0.0505,1.0000,1.0000,-0.0856,1.0000,false,0,1,1,3.18942,0.4768,DO-NOT-USE,non-periodic,false,flat_M1
PMI40,0.9883,1.0000,1.0000,0.5566,1.0000,false,0,1,1,7.78492e-15,0.7756,USE,,true,none
PML39,0.8038,1.0000,1.0000,-0.0698,1.0000,false,0,1,1,0.00298196,0.6274,USE,,true,none
PMP1,0.9702,0.5000,0.5000,0.6079,0.5000,true,1,2,1,3.61166e-16,0.5490,USE,,true,none
PMP2,0.7554,0.5000,1.5000,0.1333,1.0000,false,0,2,1,0.00964588,0.5777,USE,,true,none
PMP3,0.8967,1.0000,2.0000,0.1354,1.0000,false,0,1,1,0.00034984,0.7398,USE,,true,none
PMR1,0.5923,0.5000,1.0000,-0.2599,1.0000,false,0,2,1,0.0187406,0.4851,CAUTION,,false,damped
PMT2,0.9404,1.0000,2.0000,0.3026,1.0000,false,0,1,1,1.52563e-06,0.7819,USE,,true,none
PMT6,0.3467,0.5000,0.5000,-0.2360,1.0000,false,0,2,1,1.49588,0.4027,DO-NOT-USE,non-periodic,false,flat_M1
PMU1,0.4725,1.0000,1.0000,0.1266,1.0000,false,0,1,1,0.342832,0.5865,DO-NOT-USE,non-periodic,false,flat_M1
PNC1,0.9363,0.0000,1.5000,-0.4164,1.0000,false,0,2,0,3.0652e-09,0.4873,CAUTION,,false,damped
PNP1,0.9285,1.0000,3.0000,-0.3138,1.0000,false,0,1,1,3.73112e-07,0.7857,USE,,true,none
PNS1,0.6686,0.5000,1.5000,-0.3844,1.0000,false,0,2,1,0.0242458,0.5337,USE,,true,none
PNT1,0.2320,1.0000,0.0000,-0.0918,1.0000,false,0,1,1,0.142806,0.4464,DO-NOT-USE,non-periodic,false,flat_M1
POC4,0.8781,1.0000,2.5000,0.3563,1.0000,false,0,2,2,0.000131464,0.8135,USE,,true,none
POL1,0.9826,0.0000,1.0000,0.0733,1.0000,false,0,2,0,6.97567e-15,0.4778,CAUTION,,false,damped
POL30,0.9967,1.0000,1.0000,0.0330,1.0000,false,0,1,1,7.54064e-20,0.6726,USE,,true,none
POM152,0.6168,1.0000,1.0000,0.6108,1.0000,false,0,1,1,1.11554,0.7122,DO-NOT-USE,non-periodic,false,flat_M1
POM33,0.6392,0.0000,1.6667,-0.1277,1.0000,false,0,3,0,0.00950062,0.4390,CAUTION,,false,damped
POP4,0.6125,1.0000,3.0000,0.3801,1.0000,false,0,1,1,0.000491106,0.7985,USE,,true,none
POP6,0.5786,1.0000,2.0000,-0.0910,1.0000,false,0,1,1,0.0336173,0.6491,USE,,true,none
POP7,0.7100,1.0000,2.0000,-0.2568,1.0000,false,0,1,1,0.0209504,0.6753,USE,,true,none
POP8,0.5460,1.0000,2.0000,0.1692,1.0000,false,0,1,1,1.65579,0.6764,DO-NOT-USE,non-periodic,false,flat_M1
POR1,0.6691,1.0000,2.0000,-0.4242,1.0000,false,0,2,2,5.52757e-05,0.6672,USE,,true,none
POR2,0.7201,0.5000,2.0000,0.2218,1.0000,false,0,2,1,5.51847e-05,0.6217,USE,,true,none
PPH22,0.2736,1.0000,2.0000,-0.3561,1.0000,false,0,1,1,12.9072,0.5881,DO-NOT-USE,non-periodic,false,flat_M1
PPH3,0.3762,0.0000,0.6667,0.4819,1.0000,false,0,3,0,0.115457,0.4161,DO-NOT-USE,non-periodic,false,flat_M1
PPN1,0.6371,1.0000,1.0000,-0.3810,1.0000,false,0,1,1,0.070372,0.5941,DO-NOT-USE,non-periodic,false,flat_M1
PPQ1,0.0784,1.0000,1.0000,0.1011,1.0000,false,0,1,1,56.9492,0.5026,DO-NOT-USE,non-periodic,false,flat_M1
PPT1,0.6614,1.0000,0.5000,0.1915,1.0000,false,0,2,2,0.00347083,0.6039,USE,,true,none
PRB1,0.6855,1.0000,1.0000,-0.7698,1.0000,false,0,1,1,0.000186694,0.6038,USE,,true,none
PRC1,0.6080,0.0000,1.8000,-0.0835,1.0000,false,0,5,0,0.00120348,0.4416,DO-NOT-USE,over-parameterized,false,flat_M1
PRD1,0.2053,1.0000,2.0000,-0.2566,1.0000,false,0,1,1,4.35417,0.5744,DO-NOT-USE,non-periodic,false,flat_M1
PRE1,0.2843,1.0000,3.0000,-0.2534,1.0000,false,0,1,1,0.0815301,0.6569,DO-NOT-USE,non-periodic,false,flat_M1
PRE2,0.6480,0.3333,1.0000,-0.5907,1.0000,false,0,3,1,0.0927635,0.4629,DO-NOT-USE,non-periodic,false,flat_M1
PRE3,0.3456,0.5000,3.0000,-0.2289,1.0000,false,0,2,1,0.0136782,0.5691,USE,,true,none
PRE4,0.6661,1.0000,3.0000,-0.0001,1.0000,false,0,1,1,0.291211,0.7332,DO-NOT-USE,non-periodic,false,flat_M1
PRE5,0.1846,0.5000,1.0000,-0.2548,1.0000,false,0,2,1,1.27978,0.4036,DO-NOT-USE,non-periodic,false,flat_M1
PRE6,0.3316,1.0000,2.0000,0.1378,1.0000,false,0,2,2,0.0105846,0.6272,USE,,true,none
PRE7,0.6347,1.0000,1.5000,-0.2745,1.0000,false,0,2,2,0.0139868,0.6269,USE,,true,none
PRE8,0.1449,1.0000,3.0000,0.0753,1.0000,false,0,1,1,1.29464,0.6440,DO-NOT-USE,non-periodic,false,flat_M1
PRE9,0.3648,0.5000,2.0000,0.4418,1.0000,false,0,2,1,0.0483767,0.5947,USE,,true,none
PRI2,0.9892,0.0000,1.0000,0.4437,1.0000,false,0,1,0,3.2513e-14,0.5532,USE,,true,none
PRK1,0.1131,0.5000,1.5000,0.0804,1.0000,false,0,2,1,2.60161,0.4387,DO-NOT-USE,non-periodic,false,flat_M1
PRM1,0.7175,0.5000,1.5000,-0.4901,0.5000,true,1,2,1,6.07201e-08,0.4435,CAUTION,,false,damped
PRM10,0.6361,0.5000,0.5000,-0.1001,1.0000,false,0,2,1,0.000212023,0.4606,CAUTION,,false,damped
PRM2,0.7942,0.5000,2.0000,-0.5160,1.0000,false,0,2,1,0.000105881,0.5922,USE,,true,none
PRM3,0.7538,1.0000,3.0000,0.5165,1.0000,false,0,1,1,1.96908e-05,0.8541,USE,,true,none
PRM4,0.7533,0.0000,2.0000,-0.0198,1.0000,false,0,2,0,0.000105083,0.4840,CAUTION,,false,damped
PRM5,0.8328,0.0000,1.6667,-0.3851,0.0000,true,1,3,0,1.71421e-06,0.2777,DO-NOT-USE,sign-unstable,false,flat_M1
PRM6,0.6881,1.0000,3.0000,0.4464,1.0000,false,0,1,1,3.62774e-06,0.8269,USE,,true,none
PRM8,0.7087,1.0000,1.0000,0.1733,1.0000,false,0,1,1,0.0466203,0.6431,USE,,true,none
PRO1,0.1206,1.0000,2.0000,0.4029,1.0000,false,0,1,1,5.67935,0.6380,DO-NOT-USE,non-periodic,false,flat_M1
PRP22,0.7106,1.0000,2.0000,0.5832,1.0000,false,0,1,1,0.000626647,0.7921,USE,,true,none
PRP3,0.2267,1.0000,0.0000,-0.1877,1.0000,false,0,1,1,0.0300647,0.4453,CAUTION,,false,damped
PRP31,0.3842,0.0000,1.5000,0.0971,1.0000,false,0,2,0,0.0238419,0.3963,CAUTION,,false,damped
PRP39,0.2617,1.0000,2.0000,0.0888,1.0000,false,0,1,1,0.396088,0.6034,DO-NOT-USE,non-periodic,false,flat_M1
PRP43,0.7968,1.0000,1.0000,0.6634,1.0000,false,0,1,1,0.00170047,0.7587,USE,,true,none
PRP45,0.6658,1.0000,0.0000,0.1580,1.0000,false,0,1,1,0.174612,0.5648,DO-NOT-USE,non-periodic,false,flat_M1
PRP46,0.7623,0.5000,1.5000,-0.2903,1.0000,false,0,2,1,0.00664599,0.5525,USE,,true,none
PRP5,0.7882,1.0000,1.0000,-0.0649,1.0000,false,0,1,1,0.000429496,0.6243,USE,,true,none
PRP8,0.6050,1.0000,0.0000,0.4999,1.0000,false,0,1,1,0.00688598,0.6210,USE,,true,none
PRS4,0.7940,1.0000,1.0000,0.3374,1.0000,false,0,1,1,0.00180838,0.6929,USE,,true,none
PRX1,0.9045,0.0000,2.3333,0.2580,1.0000,false,0,3,0,3.44865e-07,0.5881,USE,,true,none
PRY1,0.9571,0.0000,1.7500,-0.1526,0.0000,true,1,4,0,4.18479e-14,0.3081,DO-NOT-USE,sign-unstable;over-parameterized,false,flat_M1
PRY2,0.9951,0.5000,1.0000,0.6828,1.0000,false,0,2,1,3.58666e-20,0.7022,USE,,true,none
PRY3,0.9470,0.0000,1.4000,0.4611,0.0000,true,1,5,0,2.63304e-13,0.3750,DO-NOT-USE,sign-unstable;over-parameterized,false,flat_M1
PSA1,0.9863,0.0000,1.0000,-0.0746,1.0000,false,0,3,0,1.54456e-16,0.4639,CAUTION,,false,damped
PSD1,0.5871,1.0000,1.0000,-0.0884,1.0000,false,0,1,1,0.839736,0.5841,DO-NOT-USE,non-periodic,false,flat_M1
PSD2,0.6117,0.0000,1.5000,-0.0987,1.0000,false,0,2,0,0.0311466,0.4223,CAUTION,,false,damped
PSE1,0.1625,1.0000,2.0000,-0.4436,1.0000,false,0,1,1,1.39088,0.5658,DO-NOT-USE,non-periodic,false,flat_M1
PSF1,0.7536,0.5000,1.5000,-0.1702,1.0000,false,0,2,1,0.0530931,0.5507,DO-NOT-USE,non-periodic,false,flat_M1
PSF2,0.8907,1.0000,3.0000,0.0778,1.0000,false,0,1,1,0.0181894,0.7937,USE,,true,none
PSK1,0.5356,1.0000,1.0000,-0.0407,1.0000,false,0,1,1,0.257998,0.5738,DO-NOT-USE,non-periodic,false,flat_M1
PSO2,0.6562,1.0000,2.0000,-0.0995,1.0000,false,0,1,1,0.00100332,0.6646,USE,,true,none
PSP1,0.1411,1.0000,1.0000,-0.4037,1.0000,false,0,1,1,35.6304,0.4949,DO-NOT-USE,non-periodic,false,flat_M1
PSR1,0.3911,1.0000,2.0000,-0.0338,1.0000,false,0,1,1,31.952,0.6116,DO-NOT-USE,non-periodic,false,flat_M1
PST1,0.9785,0.3333,2.3333,0.7899,0.3333,true,1,3,1,6.05218e-19,0.6426,USE,,true,none
PST2,0.4000,0.5000,0.5000,-0.4774,1.0000,false,0,2,1,0.0215946,0.4133,CAUTION,,false,damped
PTA1,0.5345,1.0000,1.0000,-0.0960,1.0000,false,0,1,1,3.31087,0.5736,DO-NOT-USE,non-periodic,false,flat_M1
PTC2,0.1585,1.0000,3.0000,0.1458,1.0000,false,0,1,1,14.0706,0.6609,DO-NOT-USE,non-periodic,false,flat_M1
PTI1,0.0650,1.0000,0.0000,0.1836,1.0000,false,0,1,1,26.2441,0.4497,DO-NOT-USE,non-periodic,false,flat_M1
PTK1,0.2337,0.0000,1.5000,-0.1306,1.0000,false,0,2,0,0.0572261,0.3467,DO-NOT-USE,non-periodic,false,flat_M1
PTK2,0.2912,1.0000,1.0000,-0.0089,1.0000,false,0,1,1,0.537978,0.5249,DO-NOT-USE,non-periodic,false,flat_M1
PTM1,0.7551,0.5000,1.5000,0.5388,1.0000,false,0,2,1,0.00424586,0.6588,USE,,true,none
PTP3,0.1603,0.5000,1.0000,-0.1119,1.0000,false,0,2,1,3.8635,0.3987,DO-NOT-USE,non-periodic,false,flat_M1
PTR2,0.6045,0.0000,1.4000,0.1745,1.0000,false,0,5,0,2.25285e-06,0.4491,DO-NOT-USE,over-parameterized,false,flat_M1
PTR3,0.0919,1.0000,2.0000,-0.0151,1.0000,false,0,1,1,174.675,0.5517,DO-NOT-USE,non-periodic,false,flat_M1
PUB1,0.3595,0.5000,2.0000,0.0693,1.0000,false,0,2,1,0.666288,0.5191,DO-NOT-USE,non-periodic,false,flat_M1
PUF3,0.0821,1.0000,1.0000,-0.0386,1.0000,false,0,1,1,0.38621,0.4831,DO-NOT-USE,non-periodic,false,flat_M1
