substrate,cyclebase_rank,periodicity_pvalue,peaktime_pct,q_x,q_rank,q_sigmoid,q_pcomplement,multiplier_amplitude
SNX4,5502,5.4955,16.0,0.1036,0.1036,0.2649,0,1.0793
SNZ1,1535,1.55562e-05,18.0,0.75,0.75,0.8524,1.0,0.3952
SOD1,4516,0.0392695,4.0,0.2643,0.2643,0.5131,0.9607,0.5105
SOD2,4068,0.00673493,9.0,0.3373,0.3373,0.6071,0.9933,0.5125
SOF1,1848,0.000101056,76.0,0.699,0.699,0.7937,0.9999,0.9292
SOH1,4326,0.533045,2.0,0.2953,0.2953,0.3743,0.467,1.2109
SOK1,3928,0.0356457,80.0,0.3601,0.3601,0.5184,0.9644,0.8651
SOK2,2494,0.00139985,84.0,0.5938,0.5938,0.6849,0.9986,0.688
SOL1,4368,2.18998,32.0,0.2884,0.2884,0.3056,0,0.9537
SOM1,4942,4.56332,1.0,0.1949,0.1949,0.2729,0,0.7402
SOP4,5729,19.1354,57.0,0.0666,0.0666,0.2156,0,1.0096
SPB1,2288,0.00455437,80.0,0.6273,0.6273,0.6272,0.9954,0.6858
SPC2,4634,0.488644,98.0,0.2451,0.2451,0.3787,0.5114,1.4008
SPE2,2630,0.0176892,71.0,0.5716,0.5716,0.5562,0.9823,0.8358
SPG5,2007,0.0189431,56.0,0.6731,0.6731,0.5525,0.9811,1.1972
SPI1,304,2.07085e-12,98.0,0.9506,0.9506,0.9945,1.0,0.9296
SPO12,149,2.10671e-13,79.0,0.9759,0.9759,0.9966,1.0,3.4735
SPO14,4600,0.595309,64.0,0.2506,0.2506,0.3687,0.4047,0.8337
SPO73,4069,8.59351,14.0,0.3371,0.3371,0.2465,0,0.6664
SPP2,4163,0.352043,86.0,0.3218,0.3218,0.3956,0.648,1.0793
SPP41,1621,0.156529,49.0,0.736,0.736,0.4384,0.8435,0.9292
SPS18,5721,20.8429,41.0,0.0679,0.0679,0.2125,0,0.8111
SPT15,2659,0.00441625,73.0,0.5669,0.5669,0.6288,0.9956,0.5125
SPT2,3463,0.00140636,75.0,0.4359,0.4359,0.6847,0.9986,1.0793
SPT20,3229,0.0025649,82.0,0.474,0.474,0.6559,0.9974,1.0096
SPT21,50,2.29379e-17,14.0,0.992,0.992,0.9995,1.0,1.5992
SPT7,4395,0.19894,68.0,0.284,0.284,0.4256,0.8011,1.0793
SPT8,1924,0.00977911,78.0,0.6867,0.6867,0.5877,0.9902,1.0793
SRL1,128,2.54524e-15,42.0,0.9793,0.9793,0.9987,1.0,1.1451
SRL3,916,2.89009e-07,17.0,0.8509,0.8509,0.9321,1.0,1.0234
SRM1,1209,0.0432483,50.0,0.8032,0.8032,0.5079,0.9568,0.8232
SRO77,4588,0.944033,77.0,0.2526,0.2526,0.3457,0.056,1.0793
SRP1,5787,7.62843,42.0,0.0572,0.0572,0.2513,0,0.7626
SRP40,1538,3.4203e-05,60.0,0.7496,0.7496,0.8296,1.0,0.7951
SRY1,629,5.92812e-09,5.0,0.8977,0.8977,0.9696,1.0,0.9292
SSA1,709,2.71324e-05,19.0,0.8846,0.8846,0.8365,1.0,0.53
SSA2,1064,8.17334e-05,12.0,0.8268,0.8268,0.8011,0.9999,0.5582
SSA3,3173,0.0045131,81.0,0.4831,0.4831,0.6277,0.9955,0.8565
SSA4,3314,0.0217138,95.0,0.4602,0.4602,0.5452,0.9783,0.4912
SSB1,5527,0.38486,58.0,0.0996,0.0996,0.391,0.6151,0.8166
SSB2,2267,0.0415925,12.0,0.6308,0.6308,0.51,0.9584,3.4735
SSC1,2062,1.43368,43.0,0.6642,0.6642,0.3255,0,0.7594
SSD1,5124,0.166734,42.0,0.1652,0.1652,0.435,0.8333,0.9406
SSE1,5700,8.36411,9.0,0.0714,0.0714,0.2475,0,0.684
SSE2,2225,0.0956365,96.0,0.6376,0.6376,0.4649,0.9044,0.5431
SSF2,2159,0.000121239,81.0,0.6484,0.6484,0.7871,0.9999,0.7855
SSH1,3026,0.210129,62.0,0.5071,0.5071,0.4227,0.7899,0.9292
SSK1,5978,12.6358,19.0,0.0261,0.0261,0.2312,0,0.8498
SSL1,5982,194.354,37.0,0.0254,0.0254,0.1425,0,1.0096
SSL2,2941,0.0333644,84.0,0.5209,0.5209,0.5219,0.9666,0.9292
SSN3,3106,0.0584263,82.0,0.4941,0.4941,0.4915,0.9416,1.0793
SSO1,576,9.66396e-06,9.0,0.9063,0.9063,0.8649,1.0,1.2109
SSO2,504,4.20829e-11,64.0,0.918,0.918,0.9894,1.0,1.0087
SSS1,1664,0.0172013,43.0,0.729,0.729,0.5577,0.9828,1.0423
SST2,701,7.46561e-09,91.0,0.8859,0.8859,0.9681,1.0,0.7486
SSU1,1230,2.12287e-05,84.0,0.7997,0.7997,0.8437,1.0,0.3952
SSY1,5109,5.16305,3.0,0.1677,0.1677,0.2676,0,1.6131
SSZ1,5983,155.966,16.0,0.0253,0.0253,0.1484,0,0.9292
STB1,147,2.1512e-10,15.0,0.9762,0.9762,0.985,1.0,0.9062
STB3,2500,12.0448,2.0,0.5928,0.5928,0.2331,0,2.1175
STB4,1143,0.000544679,55.0,0.8139,0.8139,0.7274,0.9995,0.3952
STB5,830,1.57473e-05,50.0,0.8649,0.8649,0.8521,1.0,0.5125
STB6,2652,0.470284,58.0,0.568,0.568,0.3807,0.5297,1.0793
STE12,3857,0.0303004,96.0,0.3717,0.3717,0.5272,0.9697,0.8166
STE13,5815,90.2747,48.0,0.0526,0.0526,0.1641,0,1.0793
STE14,3553,2.60625,65.0,0.4212,0.4212,0.2976,0,1.2134
STE2,287,3.22058e-12,89.0,0.9534,0.9534,0.9939,1.0,0.5468
STE20,3331,0.00164099,72.0,0.4574,0.4574,0.6774,0.9984,1.2714
STE23,2466,1.38052,11.0,0.5983,0.5983,0.3273,0,0.8651
STE4,2745,0.00306966,86.0,0.5529,0.5529,0.647,0.9969,1.0793
STE5,3103,2.00308,81.0,0.4945,0.4945,0.3097,0,0.7262
STE6,306,1.14765e-10,89.0,0.9503,0.9503,0.9869,1.0,0.9016
STE7,4404,1.61121,47.0,0.2825,0.2825,0.3199,0,1.2714
STF1,,,,,,,,0.9292
STF2,1503,0.0001104,3.0,0.7553,0.7553,0.7905,0.9999,1.2235
STI1,1046,0.000681047,20.0,0.8297,0.8297,0.7177,0.9993,0.6482
STM1,5240,0.343678,39.0,0.1463,0.1463,0.3969,0.6563,1.0793
STP1,4304,0.251066,78.0,0.2988,0.2988,0.4133,0.7489,0.9292
STP22,6040,24.9014,3.0,0.016,0.016,0.2061,0,1.2109
STP3,1733,0.0335197,48.0,0.7178,0.7178,0.5217,0.9665,0.894
STP4,692,1.2961e-06,78.0,0.8874,0.8874,0.9083,1.0,0.4903
STR3,1087,3.06822e-12,47.0,0.823,0.823,0.994,1.0,0.3952
SUB2,1390,0.016142,54.0,0.7737,0.7737,0.5611,0.9839,0.6948
SUC2,1182,0.00648241,78.0,0.8076,0.8076,0.6091,0.9935,0.7631
SUL2,4045,0.0269884,11.0,0.341,0.341,0.5334,0.973,0.8651
SUM1,4984,206.384,98.0,0.188,0.188,0.1409,0,0.7835
SUN4,1604,3.21609e-09,43.0,0.7388,0.7388,0.9733,1.0,0.4368
SUP35,4626,0.0561836,56.0,0.2464,0.2464,0.4937,0.9438,0.9292
SUP45,3282,0.000649964,65.0,0.4654,0.4654,0.7197,0.9994,0.9292
SUT1,656,0.000562067,75.0,0.8933,0.8933,0.726,0.9994,0.7163
SUT2,5011,13.0088,19.0,0.1836,0.1836,0.2301,0,1.7314
SVL3,313,2.21991e-05,40.0,0.9492,0.9492,0.8424,1.0,0.9286
SVS1,24,1.50076e-20,27.0,0.9963,0.9963,0.9999,1.0,1.9639
SWE1,79,2.02516e-13,25.0,0.9873,0.9873,0.9967,1.0,2.0813
SWH1,5570,0.312218,71.0,0.0926,0.0926,0.4019,0.6878,1.0793
SWI3,2492,16.4711,33.0,0.5941,0.5941,0.2212,0,0.9292
SWI4,120,7.83141e-13,11.0,0.9806,0.9806,0.9955,1.0,0.6067
SWI5,112,2.17852e-17,65.0,0.9819,0.9819,0.9995,1.0,1.3237
SWI6,460,0.000157798,37.0,0.9252,0.9252,0.7774,0.9998,1.0793
SWM1,1628,4.58024e-05,95.0,0.7349,0.7349,0.8204,1.0,1.0096
SYC1,1015,0.000173372,66.0,0.8348,0.8348,0.7738,0.9998,1.486
SYG1,1109,0.0986014,56.0,0.8195,0.8195,0.4632,0.9014,1.2109
TAD2,3338,101.617,29.0,0.4562,0.4562,0.1606,0,0.5754
TAF11,4556,0.0132814,75.0,0.2578,0.2578,0.5715,0.9867,0.9292
TAF12,3752,0.0159832,13.0,0.3888,0.3888,0.5616,0.984,0.5677
TAF14,4903,1.05617,9.0,0.2012,0.2012,0.3402,0,0.9292
TAF4,2828,0.000200253,98.0,0.5394,0.5394,0.7683,0.9998,0.9292
TAF6,1892,0.102128,58.0,0.6919,0.6919,0.4613,0.8979,0.8651
TAF9,2125,0.283674,80.0,0.6539,0.6539,0.4069,0.7163,0.9292
TAH11,1943,0.157264,57.0,0.6836,0.6836,0.4381,0.8427,0.6939
TAH18,1332,0.0112396,68.0,0.7831,0.7831,0.5803,0.9888,0.5125
TAT1,920,5.28452e-09,78.0,0.8503,0.8503,0.9703,1.0,0.5125
TAT2,4471,229.481,41.0,0.2716,0.2716,0.1381,0,0.7589
TAX4,1626,7.45687e-05,86.0,0.7352,0.7352,0.8043,0.9999,0.82
TBS1,2418,0.000254799,74.0,0.6062,0.6062,0.7589,0.9997,1.0037
TCB1,4695,195.258,22.0,0.2351,0.2351,0.1424,0,1.0093
TCB2,616,1.97777e-06,49.0,0.8998,0.8998,0.9004,1.0,0.5338
TCM62,1222,0.000104634,71.0,0.801,0.801,0.7924,0.9999,1.2109
TCO89,5454,0.106079,93.0,0.1115,0.1115,0.4593,0.8939,1.0793
TCP1,2415,0.670255,72.0,0.6066,0.6066,0.3627,0.3297,0.9292
TDH1,2437,5.50533e-05,87.0,0.6031,0.6031,0.8144,0.9999,0.5125
TDH2,3346,0.0128128,83.0,0.4549,0.4549,0.5734,0.9872,0.6266
TDH3,4397,0.709364,83.0,0.2837,0.2837,0.3599,0.2906,1.1124
TEA1,2160,0.00178186,60.0,0.6482,0.6482,0.6735,0.9982,0.3952
TEC1,310,5.04378e-13,97.0,0.9496,0.9496,0.9959,1.0,1.199
TEF2,5143,0.619793,63.0,0.1621,0.1621,0.3666,0.3802,0.6473
TEF4,4054,0.0296496,86.0,0.3396,0.3396,0.5283,0.9704,0.5071
TEN1,5562,4.53216,90.0,0.0939,0.0939,0.2732,0,1.0793
TES1,5255,1.06636,20.0,0.1439,0.1439,0.3397,0,0.5909
TFA1,3315,0.000538363,76.0,0.46,0.46,0.7279,0.9995,1.0096
TFA2,2954,0.000815694,87.0,0.5188,0.5188,0.7097,0.9992,1.2109
TFB1,5438,0.21864,0.0,0.1141,0.1141,0.4206,0.7814,0.9292
TFB2,4702,12.0844,22.0,0.234,0.234,0.233,0,1.5029
TFC1,514,4.02089e-09,60.0,0.9164,0.9164,0.972,1.0,1.0793
TFC3,5071,0.0911736,15.0,0.1739,0.1739,0.4674,0.9088,1.2109
TFC7,5364,22.5792,31.0,0.1261,0.1261,0.2096,0,0.3952
TFS1,896,1.74855e-06,9.0,0.8542,0.8542,0.9027,1.0,0.5125
TGL4,4144,0.74484,84.0,0.3249,0.3249,0.3574,0.2552,0.959
TGS1,983,1.61469e-06,85.0,0.84,0.84,0.9043,1.0,3.4735
THG1,2123,0.0107848,83.0,0.6542,0.6542,0.5825,0.9892,1.0793
THI20,5107,10.128,1.0,0.168,0.168,0.2399,0,1.3683
THI21,2758,0.0317102,9.0,0.5508,0.5508,0.5247,0.9683,2.1175
THI4,4105,0.0714144,2.0,0.3313,0.3313,0.4807,0.9286,0.6566
THI7,1190,5.54266e-06,88.0,0.8063,0.8063,0.8784,1.0,1.1906
THI74,5880,115.956,98.0,0.042,0.042,0.1567,0,0.5125
THI80,3027,0.000794636,72.0,0.5069,0.5069,0.7108,0.9992,1.0793
THO1,3599,0.0613191,53.0,0.4137,0.4137,0.4889,0.9387,0.939
THO2,5331,5.05819,78.0,0.1315,0.1315,0.2684,0,1.0793
THP3,5689,8.94883,72.0,0.0732,0.0732,0.2448,0,0.9292
THR1,6041,31.0701,59.0,0.0158,0.0158,0.1983,0,0.3952
THR4,5996,108.552,58.0,0.0231,0.0231,0.1586,0,0.3209
TID3,783,0.000115386,42.0,0.8726,0.8726,0.7889,0.9999,1.0438
TIF34,3478,0.00591371,61.0,0.4334,0.4334,0.6139,0.9941,1.0096
TIF35,2009,0.000131448,86.0,0.6728,0.6728,0.7842,0.9999,0.9292
TIF4631,5358,0.440892,34.0,0.1271,0.1271,0.384,0.5591,0.8472
TIF4632,5231,0.416243,61.0,0.1478,0.1478,0.3869,0.5838,0.8651
TIM10,3157,0.051416,77.0,0.4857,0.4857,0.4985,0.9486,0.6489
TIM11,,,,,,,,2.1657
TIM13,4025,2.757,81.0,0.3443,0.3443,0.2951,0,1.0096
TIM18,2846,2.24669,58.0,0.5364,0.5364,0.3044,0,0.9292
TIM21,3924,0.150446,58.0,0.3608,0.3608,0.4405,0.8496,0.9917
TIM23,2504,0.00186393,93.0,0.5921,0.5921,0.6713,0.9981,0.779
TIM44,5551,0.0485244,77.0,0.0956,0.0956,0.5016,0.9515,1.0096
TIM50,4813,0.0418858,82.0,0.2159,0.2159,0.5096,0.9581,1.3755
TIM8,,,,,,,,1.0096
TIP1,210,2.90949e-14,99.0,0.9659,0.9659,0.9978,1.0,0.7047
TIP20,4328,0.0480007,65.0,0.2949,0.2949,0.5022,0.952,0.6205
TIP41,5860,83.9042,53.0,0.0453,0.0453,0.1663,0,0.6658
TIR1,1107,8.38504e-10,50.0,0.8198,0.8198,0.9799,1.0,1.0183
TIR4,3636,0.0880174,66.0,0.4077,0.4077,0.4693,0.912,0.5125
TIS11,3276,1.06217,59.0,0.4664,0.4664,0.3399,0,0.5605
TKL1,5446,8.01496,65.0,0.1128,0.1128,0.2493,0,0.4589
TMA10,1001,8.71807e-09,26.0,0.8371,0.8371,0.9671,1.0,0.3952
TMA108,5140,71.871,84.0,0.1626,0.1626,0.171,0,1.0793
TMA17,4100,0.158928,99.0,0.3321,0.3321,0.4375,0.8411,0.6593
TMA20,2312,0.47255,83.0,0.6234,0.6234,0.3804,0.5274,0.9292
TMA46,1352,0.000220239,77.0,0.7799,0.7799,0.7646,0.9998,0.9292
TMN3,4473,3.75836,5.0,0.2713,0.2713,0.2813,0,0.8651
TNA1,3050,37.2723,59.0,0.5032,0.5032,0.1921,0,0.8111
TOF1,195,4.55787e-11,15.0,0.9684,0.9684,0.9892,1.0,3.4735
TOM1,1288,0.09277,71.0,0.7903,0.7903,0.4665,0.9072,0.8233
TOM7,3983,12.5676,57.0,0.3511,0.3511,0.2315,0,1.6131
TOS1,718,1.05408e-09,46.0,0.8832,0.8832,0.9789,1.0,0.7174
TOS2,116,2.78282e-11,18.0,0.9813,0.9813,0.9903,1.0,1.5432
TOS3,3295,0.0598321,11.0,0.4633,0.4633,0.4903,0.9402,0.8506
TOS6,35,4.37285e-21,29.0,0.9945,0.9945,0.9999,1.0,2.4284
TPD3,4158,0.0675037,29.0,0.3226,0.3226,0.4837,0.9325,1.2645
TPI1,4472,0.113338,63.0,0.2715,0.2715,0.4557,0.8867,0.7406
TPK1,992,0.0138402,98.0,0.8385,0.8385,0.5693,0.9862,0.5125
TPK2,5522,51.7492,94.0,0.1004,0.1004,0.1813,0,1.2109
TPM1,4815,0.211511,91.0,0.2156,0.2156,0.4223,0.7885,0.8608
TPM2,767,0.00113895,61.0,0.8752,0.8752,0.6945,0.9989,0.9292
TPN1,2931,1.88384,73.0,0.5226,0.5226,0.3126,0,0.3952
TPO1,118,5.15228e-16,74.0,0.9809,0.9809,0.9991,1.0,0.7421
TPO3,324,7.94859e-12,70.0,0.9474,0.9474,0.9926,1.0,0.8283
TPO4,302,8.27528e-11,81.0,0.951,0.951,0.9878,1.0,1.1209
TPS1,853,0.000852549,1.0,0.8612,0.8612,0.7077,0.9991,1.0603
TPS2,773,0.00824597,94.0,0.8742,0.8742,0.5966,0.9918,0.8561
TPS3,689,0.000213204,94.0,0.8879,0.8879,0.7659,0.9998,0.9646
TPT1,4342,29.3678,39.0,0.2927,0.2927,0.2003,0,0.8111
TRE1,4408,28.6682,87.0,0.2819,0.2819,0.2011,0,1.4361
TRE2,703,0.00800298,67.0,0.8856,0.8856,0.5982,0.992,1.0793
TRK2,1766,3.3293,61.0,0.7124,0.7124,0.2867,0,0.8651
TRM11,363,6.11719e-08,65.0,0.941,0.941,0.9506,1.0,0.3952
TRM12,2917,0.152131,79.0,0.5248,0.5248,0.4399,0.8479,0.5153
TRM2,746,1.03227e-05,64.0,0.8786,0.8786,0.8633,1.0,0.9234
TRM5,2522,0.00587551,66.0,0.5892,0.5892,0.6142,0.9941,1.0096
TRP1,2031,0.0104918,62.0,0.6692,0.6692,0.584,0.9895,1.5064
TRP2,5188,5.62794,85.0,0.1548,0.1548,0.2639,0,0.3952
TRP3,4881,9.8214,92.0,0.2048,0.2048,0.2411,0,0.7644
TRP4,5046,11.5412,7.0,0.1779,0.1779,0.2348,0,0.4351
TRP5,6051,138.143,66.0,0.0142,0.0142,0.1518,0,0.3952
TRR1,522,6.48801e-05,22.0,0.9151,0.9151,0.809,0.9999,0.5125
TRS20,777,0.000138078,64.0,0.8736,0.8736,0.7824,0.9999,0.3952
TRS31,837,0.000144213,71.0,0.8638,0.8638,0.7807,0.9999,1.0793
TRX2,3298,0.117904,27.0,0.4628,0.4628,0.4536,0.8821,0.5632
TRZ1,1098,0.000123697,80.0,0.8212,0.8212,0.7864,0.9999,1.1972
TSA1,4189,7.31204,74.0,0.3176,0.3176,0.253,0,0.4675
TSA2,2324,0.196278,98.0,0.6215,0.6215,0.4263,0.8037,0.5125
TSC10,4039,9.60214,50.0,0.342,0.342,0.242,0,3.4735
TSL1,625,6.84368e-09,16.0,0.8983,0.8983,0.9687,1.0,1.1375
TSR1,2095,0.000762321,72.0,0.6588,0.6588,0.7127,0.9992,1.6133
TSR2,2226,0.00241767,79.0,0.6374,0.6374,0.6588,0.9976,0.5125
TTI1,3056,0.00693037,72.0,0.5022,0.5022,0.6057,0.9931,1.0096
TUB4,342,2.84523e-08,17.0,0.9444,0.9444,0.9578,1.0,1.0793
TVP15,6059,330.529,40.0,0.0129,0.0129,0.129,0,1.2368
TVP23,6073,231.829,64.0,0.0106,0.0106,0.1379,0,0.3298
TYE7,2918,0.0355332,84.0,0.5247,0.5247,0.5185,0.9645,0.8472
TYR1,2410,0.417876,87.0,0.6075,0.6075,0.3867,0.5821,0.9292
TYS1,6032,52.9241,64.0,0.0173,0.0173,0.1806,0,0.3952
TYW1,1807,0.347555,53.0,0.7057,0.7057,0.3963,0.6524,0.9496
TYW3,863,0.00155619,75.0,0.8595,0.8595,0.6799,0.9984,1.0793
UBA1,1402,0.207765,80.0,0.7717,0.7717,0.4233,0.7922,0.587
UBA4,3217,0.00155514,85.0,0.476,0.476,0.68,0.9984,0.9292
UBC12,5734,22.6978,26.0,0.0658,0.0658,0.2094,0,2.1657
UBC4,3490,0.611673,63.0,0.4315,0.4315,0.3673,0.3883,0.8145
UBC8,3074,0.187919,90.0,0.4993,0.4993,0.4286,0.8121,0.6164
UBI4,1849,0.0222292,96.0,0.6989,0.6989,0.5439,0.9778,0.7534
UBP10,2461,0.00108123,95.0,0.5992,0.5992,0.6969,0.9989,0.9728
UBP13,1643,2.68883e-05,81.0,0.7324,0.7324,0.8368,1.0,1.0793
UBP14,2091,0.0632815,88.0,0.6594,0.6594,0.4872,0.9367,0.9292
UBP15,2731,0.074085,85.0,0.5552,0.5552,0.4787,0.9259,0.8651
UBP16,1111,0.000482545,61.0,0.8191,0.8191,0.7326,0.9995,1.0793
UBP3,1923,0.062552,38.0,0.6868,0.6868,0.4878,0.9374,1.0793
UBP6,2198,0.0586479,82.0,0.642,0.642,0.4913,0.9414,0.6744
UBR2,5153,1.35577,36.0,0.1605,0.1605,0.3281,0,0.9292
UBX2,5052,10.1231,29.0,0.177,0.177,0.2399,0,0.706
UBX3,4875,538.412,5.0,0.2058,0.2058,0.1175,0,0.9286
UBX5,2162,0.482007,90.0,0.6479,0.6479,0.3794,0.518,0.9292
UBX6,928,0.00080003,93.0,0.8489,0.8489,0.7105,0.9992,0.4902
UFD1,2122,0.068372,90.0,0.6544,0.6544,0.483,0.9316,0.7494
UFD2,3120,2.66447,66.0,0.4918,0.4918,0.2966,0,0.9292
UFD4,833,0.00136007,75.0,0.8644,0.8644,0.6863,0.9986,0.8105
UFE1,2188,8.91278,20.0,0.6436,0.6436,0.245,0,0.9527
UFO1,2120,0.0143458,86.0,0.6547,0.6547,0.5674,0.9857,0.5125
UGA1,3499,13.2388,97.0,0.43,0.43,0.2294,0,0.4882
UGA2,1624,0.00900692,6.0,0.7355,0.7355,0.592,0.991,1.08
UGA3,4346,0.611238,59.0,0.292,0.292,0.3673,0.3888,0.3952
UGO1,5613,3.60882,63.0,0.0855,0.0855,0.2831,0,0.7272
UGP1,638,2.1988e-08,52.0,0.8962,0.8962,0.96,1.0,0.673
UIP3,2291,0.0180545,94.0,0.6269,0.6269,0.5551,0.9819,0.7375
UIP5,856,0.00058852,49.0,0.8607,0.8607,0.724,0.9994,0.9767
ULP2,4652,0.464158,72.0,0.2421,0.2421,0.3813,0.5358,1.0438
ULS1,2725,2.29365,44.0,0.5561,0.5561,0.3035,0,1.0096
UME6,1167,1.06809e-05,47.0,0.81,0.81,0.8624,1.0,1.0018
UNG1,417,4.27487e-06,25.0,0.9322,0.9322,0.8843,1.0,0.8651
UPS2,1007,1.95769e-07,73.0,0.8361,0.8361,0.9372,1.0,0.6153
URA1,4567,0.0117098,89.0,0.256,0.256,0.5782,0.9883,0.6218
URA4,3633,0.00326904,86.0,0.4082,0.4082,0.6439,0.9967,0.5899
URA6,3308,0.104369,76.0,0.4611,0.4611,0.4601,0.8956,1.2109
URA8,6071,258.528,10.0,0.0109,0.0109,0.1351,0,0.6457
URB1,1112,0.000247772,69.0,0.819,0.819,0.76,0.9998,0.9292
URN1,1063,0.00020713,66.0,0.827,0.827,0.767,0.9998,0.8434
USE1,3671,0.0556792,84.0,0.402,0.402,0.4942,0.9443,1.0793
UTH1,242,1.50592e-13,83.0,0.9607,0.9607,0.9969,1.0,0.9722
UTP10,644,5.85437e-05,70.0,0.8952,0.8952,0.8124,0.9999,0.5125
UTP13,1695,0.0151014,68.0,0.724,0.724,0.5646,0.9849,0.9249
UTP20,405,1.67277e-06,65.0,0.9342,0.9342,0.9036,1.0,0.7018
UTP22,4399,0.127655,90.0,0.2834,0.2834,0.4493,0.8723,0.6495
UTP23,869,0.000134068,69.0,0.8586,0.8586,0.7834,0.9999,2.1657
UTP25,911,0.000192164,67.0,0.8517,0.8517,0.7699,0.9998,0.5333
UTP4,964,1.58496e-06,74.0,0.8431,0.8431,0.9046,1.0,2.0035
UTP5,5173,0.275496,14.0,0.1572,0.1572,0.4084,0.7245,1.6133
UTP6,1635,0.00179394,66.0,0.7337,0.7337,0.6732,0.9982,0.8232
UTP9,2201,0.00315938,75.0,0.6415,0.6415,0.6456,0.9968,0.9292
UTR2,449,6.65512e-06,2.0,0.927,0.927,0.8741,1.0,0.5684
UTR4,1953,0.0117034,96.0,0.6819,0.6819,0.5782,0.9883,0.8845
VAC17,176,4.153e-15,58.0,0.9715,0.9715,0.9986,1.0,1.0278
VAC7,1407,0.000390925,70.0,0.7709,0.7709,0.7414,0.9996,2.1175
VAM3,2699,0.0183688,91.0,0.5604,0.5604,0.5541,0.9816,1.2714
VAS1,6031,10.9941,55.0,0.0174,0.0174,0.2367,0,0.3952
VBA1,5771,230.082,4.0,0.0598,0.0598,0.1381,0,1.1218
VBA2,6026,215.277,67.0,0.0182,0.0182,0.1398,0,0.666
VCX1,881,7.42164e-06,91.0,0.8566,0.8566,0.8715,1.0,0.6516
VHR1,642,3.66786e-06,67.0,0.8956,0.8956,0.8877,1.0,0.6437
VHS2,1328,0.00583854,50.0,0.7838,0.7838,0.6145,0.9942,0.8651
VHS3,4901,0.336137,15.0,0.2016,0.2016,0.398,0.6639,1.0793
VID24,3949,22.1452,2.0,0.3567,0.3567,0.2103,0,0.9371
VID27,1391,0.00255984,61.0,0.7735,0.7735,0.656,0.9974,0.5125
VID30,4914,0.627918,7.0,0.1994,0.1994,0.366,0.3721,1.1481
VIP1,2654,0.00232443,82.0,0.5677,0.5677,0.6607,0.9977,1.4361
VMA1,6043,220.102,49.0,0.0155,0.0155,0.1392,0,0.8232
VMA13,5076,18.7596,2.0,0.173,0.173,0.2163,0,0.3952
VMA16,5244,25.1358,61.0,0.1457,0.1457,0.2058,0,1.2368
VMA5,5877,2.5346,84.0,0.0425,0.0425,0.2989,0,1.6131
VMA6,5060,0.226299,64.0,0.1757,0.1757,0.4188,0.7737,1.0096
VMS1,966,0.000132663,66.0,0.8428,0.8428,0.7838,0.9999,1.0793
VPS33,3140,2.19173,84.0,0.4885,0.4885,0.3056,0,0.9292
VPS36,2450,1.53774,0.0,0.6009,0.6009,0.3221,0,0.92
VPS38,1743,0.00708638,74.0,0.7161,0.7161,0.6045,0.9929,2.1175
VPS4,2764,0.248886,1.0,0.5498,0.5498,0.4137,0.7511,1.6602
VPS55,4750,5.79417,89.0,0.2262,0.2262,0.2627,0,0.979
VPS60,5257,4.09596,80.0,0.1436,0.1436,0.2775,0,0.6185
VPS62,3265,11.195,90.0,0.4681,0.4681,0.2359,0,0.9286
VPS63,1946,1.6408e-05,73.0,0.6831,0.6831,0.8509,1.0,0.9292
VPS71,3926,2.34097,80.0,0.3604,0.3604,0.3025,0,0.9503
VPS73,5519,551.639,96.0,0.1009,0.1009,0.117,0,1.0793
VPS74,4919,0.520102,78.0,0.1986,0.1986,0.3755,0.4799,0.9581
VRG4,369,2.46983e-06,37.0,0.94,0.94,0.896,1.0,0.8197
VRP1,5592,64.2721,93.0,0.089,0.089,0.1744,0,1.0096
VTC1,2207,0.437231,57.0,0.6405,0.6405,0.3844,0.5628,1.5064
VTC2,2666,0.714831,66.0,0.5657,0.5657,0.3595,0.2852,1.2383
VTC3,1096,4.74014e-05,98.0,0.8216,0.8216,0.8193,1.0,0.595
VTC4,4954,0.342825,41.0,0.1929,0.1929,0.397,0.6572,1.5064
VTI1,1188,0.000669728,86.0,0.8066,0.8066,0.7184,0.9993,1.0793
VTS1,4470,0.203199,73.0,0.2718,0.2718,0.4245,0.7968,1.0096
WAR1,1269,4.86848e-05,75.0,0.7934,0.7934,0.8184,1.0,0.3952
WHI2,1281,0.000388252,72.0,0.7914,0.7914,0.7417,0.9996,0.5125
WSC2,59,9.71962e-17,38.0,0.9905,0.9905,0.9994,1.0,1.564
WSC3,2626,0.887322,66.0,0.5723,0.5723,0.3487,0.1127,2.1175
WTM1,653,2.95815e-06,3.0,0.8938,0.8938,0.8923,1.0,0.6198
WTM2,97,8.26213e-12,81.0,0.9844,0.9844,0.9925,1.0,1.4361
XDJ1,1135,2.23706e-05,91.0,0.8152,0.8152,0.8422,1.0,0.773
YAH1,5004,3.92439,59.0,0.1848,0.1848,0.2794,0,0.3952
YAK1,2366,0.105436,93.0,0.6146,0.6146,0.4596,0.8946,1.2109
YAP1,5323,0.144316,82.0,0.1328,0.1328,0.4427,0.8557,0.529
YAP1801,3942,72.8631,25.0,0.3578,0.3578,0.1705,0,0.3952
YAP1802,4117,0.218474,78.0,0.3293,0.3293,0.4206,0.7815,1.0793
YAP3,4394,0.00867423,76.0,0.2842,0.2842,0.594,0.9913,0.6206
YAP6,3252,3.17021,83.0,0.4703,0.4703,0.2888,0,0.5264
