substrate,cyclebase_rank,periodicity_pvalue,peaktime_pct,q_x,q_rank,q_sigmoid,q_pcomplement,multiplier_amplitude
MRPL8,4211,0.000777235,1.0,0.314,0.314,0.7118,0.9992,0.9292
MRPS17,1097,3.74945e-05,87.0,0.8214,0.8214,0.8267,1.0,0.3952
MRPS18,3573,0.00194492,79.0,0.418,0.418,0.6693,0.9981,0.9292
MRPS35,3029,0.00265403,85.0,0.5066,0.5066,0.6542,0.9973,0.9506
MRPS5,3044,0.000498781,86.0,0.5042,0.5042,0.7312,0.9995,0.9581
MRPS9,3065,0.00010454,84.0,0.5007,0.5007,0.7925,0.9999,0.9292
MRS2,3973,0.586849,8.0,0.3528,0.3528,0.3694,0.4132,0.3952
MRS4,5791,8.60597,73.0,0.0565,0.0565,0.2464,0,0.3911
MRT4,532,8.30144e-09,57.0,0.9135,0.9135,0.9674,1.0,0.5255
MSA1,71,1.64671e-15,94.0,0.9886,0.9886,0.9988,1.0,1.0793
MSB1,693,0.0522271,43.0,0.8872,0.8872,0.4976,0.9478,1.2161
MSB2,196,1.93297e-13,35.0,0.9682,0.9682,0.9967,1.0,1.3827
MSB4,691,1.44507e-05,49.0,0.8876,0.8876,0.8544,1.0,2.1175
MSC1,1592,0.00935554,9.0,0.7408,0.7408,0.59,0.9906,0.5125
MSC3,1727,0.00114118,52.0,0.7188,0.7188,0.6944,0.9989,1.6712
MSF1,1348,4.83823e-05,88.0,0.7805,0.7805,0.8186,1.0,0.5125
MSH5,3674,0.0107749,35.0,0.4015,0.4015,0.5826,0.9892,0.3952
MSK1,3435,0.0216863,8.0,0.4404,0.4404,0.5452,0.9783,0.8651
MSN1,3581,0.121743,71.0,0.4167,0.4167,0.4518,0.8783,0.5125
MSN2,2653,5.52041,36.0,0.5679,0.5679,0.2647,0,0.7145
MSP1,3837,0.0823526,88.0,0.3749,0.3749,0.4729,0.9176,0.7431
MSR1,3152,0.0530195,84.0,0.4866,0.4866,0.4968,0.947,1.0096
MSS1,4002,35.9501,59.0,0.3481,0.3481,0.1934,0,0.8569
MSS11,3046,0.53201,72.0,0.5038,0.5038,0.3744,0.468,0.859
MSS116,2686,3.53426e-06,83.0,0.5625,0.5625,0.8885,1.0,0.69
MSS51,5907,10.93,4.0,0.0376,0.0376,0.2369,0,1.2109
MTC2,6042,64.9645,41.0,0.0156,0.0156,0.1741,0,0.6993
MTC3,4116,10.4474,17.0,0.3295,0.3295,0.2387,0,0.9864
MTC4,1016,5.40441e-06,74.0,0.8346,0.8346,0.879,1.0,0.3952
MTC6,469,5.15825e-09,79.0,0.9237,0.9237,0.9705,1.0,1.0793
MTC7,2334,0.0224351,75.0,0.6198,0.6198,0.5434,0.9776,1.0793
MTD1,1294,0.000373734,93.0,0.7893,0.7893,0.7433,0.9996,0.8861
MTF1,2810,0.000141557,77.0,0.5423,0.5423,0.7814,0.9999,1.2109
MTM1,5782,132.775,78.0,0.058,0.058,0.1529,0,0.9292
MTO1,2092,3.34297e-05,88.0,0.6593,0.6593,0.8303,1.0,1.0793
MTQ1,2265,0.556769,78.0,0.6311,0.6311,0.3721,0.4432,0.9286
MTR2,736,1.70785e-06,81.0,0.8802,0.8802,0.9032,1.0,1.0863
MTR4,636,0.000270906,64.0,0.8965,0.8965,0.7564,0.9997,1.1045
MUB1,3480,1.05434,71.0,0.4331,0.4331,0.3403,0,0.8651
MUM2,4000,0.132886,78.0,0.3484,0.3484,0.4471,0.8671,1.6259
MUP1,810,2.64257e-06,47.0,0.8682,0.8682,0.8946,1.0,0.4339
MUP3,2229,2.95843e-05,28.0,0.637,0.637,0.834,1.0,0.6281
MUS81,4760,0.807209,74.0,0.2245,0.2245,0.3534,0.1928,0.9728
MVD1,3879,0.74025,91.0,0.3681,0.3681,0.3577,0.2598,0.7731
MYO1,215,2.36576e-14,70.0,0.9651,0.9651,0.9979,1.0,1.0793
MYO2,354,6.18268e-10,44.0,0.9425,0.9425,0.9812,1.0,1.2109
MYO4,3755,0.146644,69.0,0.3883,0.3883,0.4419,0.8534,0.878
MYO5,4152,3.27576,78.0,0.3236,0.3236,0.2874,0,1.0793
NAB2,1238,2.96475e-06,60.0,0.7984,0.7984,0.8922,1.0,0.795
NAB3,3360,0.128589,47.0,0.4527,0.4527,0.4489,0.8714,0.6815
NAF1,3108,1.01941e-05,88.0,0.4937,0.4937,0.8636,1.0,2.1175
NAM7,5390,0.164237,83.0,0.1219,0.1219,0.4358,0.8358,0.8651
NAM8,211,2.21551e-08,46.0,0.9658,0.9658,0.9599,1.0,0.9998
NAR1,2726,0.00512464,74.0,0.556,0.556,0.6212,0.9949,0.3952
NAT5,3797,0.478726,69.0,0.3815,0.3815,0.3798,0.5213,0.7259
NCA2,1457,0.0612387,60.0,0.7628,0.7628,0.489,0.9388,2.1175
NCB2,2567,0.0100889,96.0,0.5819,0.5819,0.586,0.9899,1.6133
NCE102,139,2.06755e-18,71.0,0.9775,0.9775,0.9997,1.0,1.2235
NCE103,1171,0.000215472,12.0,0.8094,0.8094,0.7654,0.9998,0.3952
NCL1,1834,0.00225462,70.0,0.7013,0.7013,0.6622,0.9977,1.4361
NCP1,3320,0.151046,30.0,0.4592,0.4592,0.4403,0.849,1.6131
NDE1,538,1.68866e-07,69.0,0.9125,0.9125,0.9391,1.0,0.5469
NDL1,169,1.18104e-11,84.0,0.9726,0.9726,0.9919,1.0,1.2714
NEM1,5701,4.73139,58.0,0.0712,0.0712,0.2713,0,1.0096
NEO1,2368,1.27852,58.0,0.6143,0.6143,0.331,0,0.6882
NET1,3260,0.000206409,66.0,0.469,0.469,0.7671,0.9998,0.7871
NEW1,924,0.00198313,71.0,0.8496,0.8496,0.6684,0.998,0.8386
NFU1,3131,0.000145704,74.0,0.49,0.49,0.7804,0.9999,0.5125
NGR1,5449,20.369,64.0,0.1123,0.1123,0.2133,0,0.9292
NHP2,1320,0.00355844,63.0,0.7851,0.7851,0.6397,0.9964,2.1657
NHX1,2712,4.58652,73.0,0.5583,0.5583,0.2726,0,0.9292
NIP7,829,0.00108235,72.0,0.8651,0.8651,0.6968,0.9989,0.8355
NIS1,244,4.03775e-14,99.0,0.9604,0.9604,0.9976,1.0,1.1481
NIT3,3864,6.74413,2.0,0.3705,0.3705,0.2564,0,0.9292
NMA1,3750,0.0583388,67.0,0.3891,0.3891,0.4916,0.9417,0.7022
NMA2,4335,122.435,23.0,0.2938,0.2938,0.1552,0,0.5125
NMD3,1183,0.0165346,64.0,0.8074,0.8074,0.5598,0.9835,0.4577
NMD5,727,5.56199e-06,68.0,0.8817,0.8817,0.8783,1.0,1.0096
NNF2,1179,0.0142721,53.0,0.808,0.808,0.5676,0.9857,0.5
NOB1,654,7.20066e-05,66.0,0.8936,0.8936,0.8055,0.9999,0.9292
NOC2,972,0.000103052,61.0,0.8418,0.8418,0.793,0.9999,0.8651
NOC3,1708,0.00850142,70.0,0.7219,0.7219,0.595,0.9915,0.5125
NOC4,1394,0.00226311,67.0,0.773,0.773,0.662,0.9977,1.0793
NOG1,958,1.00064e-05,63.0,0.8441,0.8441,0.8641,1.0,2.5088
NOG2,880,7.71356e-05,63.0,0.8568,0.8568,0.8031,0.9999,0.8797
NOP12,1707,0.000220886,78.0,0.722,0.722,0.7645,0.9998,1.0096
NOP13,1384,0.000730298,74.0,0.7746,0.7746,0.7146,0.9993,1.4361
NOP14,2297,0.000110686,73.0,0.6259,0.6259,0.7904,0.9999,0.795
NOP2,1476,0.00715162,65.0,0.7597,0.7597,0.604,0.9928,0.5125
NOP53,1077,9.09712e-06,79.0,0.8247,0.8247,0.8665,1.0,1.0793
NOP58,2716,1.98559e-06,90.0,0.5576,0.5576,0.9003,1.0,1.2714
NOP6,915,4.0608e-06,80.0,0.8511,0.8511,0.8855,1.0,0.5675
NOP7,1059,2.57185e-05,78.0,0.8276,0.8276,0.8381,1.0,2.203
NOP9,1813,0.0165591,74.0,0.7047,0.7047,0.5597,0.9834,1.0793
NOT5,4392,0.957029,78.0,0.2845,0.2845,0.345,0.043,1.2109
NRD1,3793,1.64685,25.0,0.3821,0.3821,0.3189,0,0.795
NRG1,3564,0.0270798,94.0,0.4194,0.4194,0.5332,0.9729,0.6206
NRG2,808,2.81906e-07,78.0,0.8685,0.8685,0.9324,1.0,0.5125
NRK1,4529,5.99815,39.0,0.2622,0.2622,0.2612,0,0.3952
NRM1,37,1.99633e-16,42.0,0.9941,0.9941,0.9993,1.0,1.6575
NRP1,2881,0.000361249,74.0,0.5307,0.5307,0.7447,0.9996,2.203
NRT1,5260,3.06405,80.0,0.1431,0.1431,0.2904,0,0.6087
NSA2,1012,0.00190247,69.0,0.8353,0.8353,0.6704,0.9981,1.1481
NSR1,846,1.10693e-05,66.0,0.8623,0.8623,0.8615,1.0,0.8222
NTA1,2528,0.000808037,79.0,0.5882,0.5882,0.7101,0.9992,0.9292
NTC20,4009,0.0414277,86.0,0.3469,0.3469,0.5102,0.9586,0.5889
NTE1,5871,56.4458,33.0,0.0435,0.0435,0.1785,0,0.8011
NTH1,1493,0.00158335,0.0,0.7569,0.7569,0.6791,0.9984,1.201
NTH2,1414,0.00122392,0.0,0.7698,0.7698,0.6912,0.9988,0.5125
NUD1,308,5.25018e-09,36.0,0.95,0.95,0.9704,1.0,1.7314
NUG1,903,5.21732e-08,77.0,0.853,0.853,0.9522,1.0,0.8886
NUP1,4222,0.00509481,76.0,0.3122,0.3122,0.6215,0.9949,0.7941
NUP100,1028,0.000374526,60.0,0.8327,0.8327,0.7432,0.9996,1.1481
NUP157,1720,0.156542,64.0,0.7199,0.7199,0.4384,0.8435,0.9292
NUP159,2308,0.670846,76.0,0.6241,0.6241,0.3627,0.3292,1.4361
NUP192,4436,0.922922,69.0,0.2773,0.2773,0.3468,0.0771,0.7986
NUP2,525,1.25572e-06,53.0,0.9146,0.9146,0.9089,1.0,1.0096
NUP57,1017,0.000293489,57.0,0.8344,0.8344,0.7532,0.9997,0.9292
NUP60,1760,0.0226223,51.0,0.7134,0.7134,0.5429,0.9774,1.0793
NUP85,3423,0.00540116,74.0,0.4424,0.4424,0.6185,0.9946,0.9741
NVJ1,2064,0.0422642,94.0,0.6638,0.6638,0.5091,0.9577,1.1481
OAC1,1488,1.05455e-05,57.0,0.7577,0.7577,0.8627,1.0,0.6256
OCA4,3418,0.00397038,78.0,0.4432,0.4432,0.6342,0.996,0.5
OCA5,1471,0.00349359,82.0,0.7605,0.7605,0.6406,0.9965,0.7033
OCA6,1289,0.000321723,79.0,0.7901,0.7901,0.7495,0.9997,0.9581
OCH1,303,1.08399e-10,16.0,0.9508,0.9508,0.987,1.0,0.7816
ODC2,3017,0.935061,47.0,0.5086,0.5086,0.3462,0.0649,0.3952
OLA1,5269,0.163775,3.0,0.1416,0.1416,0.4359,0.8362,0.5125
OLE1,278,1.59046e-16,5.0,0.9549,0.9549,0.9993,1.0,1.1299
OM14,1747,0.00112195,98.0,0.7155,0.7155,0.6952,0.9989,1.1326
OM45,2585,0.0727337,14.0,0.5789,0.5789,0.4797,0.9273,0.7391
OMA1,5960,6.82731,93.0,0.029,0.029,0.2559,0,1.0096
OMS1,1472,0.000866442,84.0,0.7603,0.7603,0.7069,0.9991,1.0793
OPI1,2411,0.414875,65.0,0.6073,0.6073,0.3871,0.5851,0.7277
OPI10,2690,0.502494,81.0,0.5618,0.5618,0.3773,0.4975,0.6974
OPI3,1857,2.16346e-06,9.0,0.6976,0.6976,0.8986,1.0,0.7486
OPT1,4434,0.351076,48.0,0.2777,0.2777,0.3957,0.6489,0.5606
OPY2,477,9.10379e-09,27.0,0.9224,0.9224,0.9667,1.0,2.1175
ORC2,4679,0.266811,75.0,0.2377,0.2377,0.4101,0.7332,1.0793
ORC4,812,0.000905406,71.0,0.8679,0.8679,0.705,0.9991,1.0096
ORM1,5472,22.4155,65.0,0.1085,0.1085,0.2099,0,0.9292
ORM2,4490,0.0371201,61.0,0.2685,0.2685,0.5162,0.9629,0.5607
ORT1,1323,0.000757443,6.0,0.7846,0.7846,0.713,0.9992,0.3952
OSH7,3713,3.37633,85.0,0.3951,0.3951,0.286,0,1.2109
OSM1,922,0.000969121,80.0,0.8499,0.8499,0.7019,0.999,1.0793
OST5,4019,4.38996,47.0,0.3453,0.3453,0.2745,0,0.8334
OXA1,2742,0.0022055,2.0,0.5534,0.5534,0.6632,0.9978,0.6655
OYE2,2875,1.26999,38.0,0.5317,0.5317,0.3313,0,0.487
PAC10,1598,0.00182699,64.0,0.7398,0.7398,0.6723,0.9982,0.5708
PAC11,283,1.44226e-08,33.0,0.954,0.954,0.9634,1.0,1.0096
PAH1,4166,0.0457507,2.0,0.3213,0.3213,0.5048,0.9542,1.1028
PAI3,2356,0.00354455,7.0,0.6163,0.6163,0.6398,0.9965,1.0793
PAM1,1140,0.00302927,5.0,0.8144,0.8144,0.6477,0.997,1.4516
PAM16,2377,0.000204035,87.0,0.6128,0.6128,0.7676,0.9998,1.0793
PAN1,5630,1.98332,65.0,0.0828,0.0828,0.3102,0,0.7606
PAN3,2933,1.45128,58.0,0.5222,0.5222,0.3249,0,1.0793
PAN6,4582,0.0208962,82.0,0.2535,0.2535,0.5472,0.9791,1.0438
PAP2,891,0.000139406,63.0,0.855,0.855,0.782,0.9999,0.5125
PAR32,5753,154.994,85.0,0.0627,0.0627,0.1486,0,1.2109
PAT1,5969,5.80185,53.0,0.0275,0.0275,0.2626,0,0.642
PAU23,5774,55.2697,17.0,0.0593,0.0593,0.1792,0,0.8651
PBA1,2168,0.951847,89.0,0.6469,0.6469,0.3453,0.0482,0.894
PBI2,434,2.1941e-10,20.0,0.9294,0.9294,0.9849,1.0,1.2714
PBP2,1884,0.00140804,14.0,0.6932,0.6932,0.6846,0.9986,0.9292
PBY1,553,1.77026e-05,71.0,0.9101,0.9101,0.8488,1.0,2.1175
PCA1,3095,0.175527,71.0,0.4958,0.4958,0.4322,0.8245,1.0096
PCL1,130,2.77094e-16,22.0,0.979,0.979,0.9992,1.0,1.6959
PCL10,1122,0.000193083,68.0,0.8173,0.8173,0.7697,0.9998,1.1481
PCL2,168,7.48086e-17,10.0,0.9728,0.9728,0.9994,1.0,0.9669
PCL5,1137,0.000311195,30.0,0.8149,0.8149,0.7508,0.9997,1.2213
PCL7,300,6.21689e-08,53.0,0.9513,0.9513,0.9504,1.0,1.0096
PCL9,506,1.77163e-13,98.0,0.9177,0.9177,0.9967,1.0,1.6133
PCS60,3632,0.0257355,52.0,0.4083,0.4083,0.536,0.9743,0.5675
PCT1,3910,0.0047716,77.0,0.363,0.363,0.6248,0.9952,1.2109
PDC1,5979,22.2994,69.0,0.0259,0.0259,0.21,0,0.5067
PDC5,5110,60.6329,96.0,0.1675,0.1675,0.1763,0,1.3683
PDH1,1543,0.0561186,97.0,0.7487,0.7487,0.4937,0.9439,0.9352
PDI1,4384,2.38447,63.0,0.2858,0.2858,0.3017,0,0.6585
PDR1,556,6.77051e-05,56.0,0.9096,0.9096,0.8076,0.9999,0.8252
PDR10,5579,3.65122,5.0,0.0911,0.0911,0.2826,0,0.8102
PDR15,4011,0.0914158,60.0,0.3466,0.3466,0.4673,0.9086,0.7546
PDR16,766,0.0603188,19.0,0.8753,0.8753,0.4898,0.9397,0.3848
PDR3,707,3.80947e-08,72.0,0.885,0.885,0.9552,1.0,0.7515
PDR5,247,7.30156e-14,63.0,0.9599,0.9599,0.9973,1.0,0.8613
PDR8,3269,0.0676846,98.0,0.4675,0.4675,0.4836,0.9323,0.6485
PDS5,145,5.52639e-15,21.0,0.9765,0.9765,0.9985,1.0,0.9292
PDX3,5378,0.3929,62.0,0.1238,0.1238,0.3899,0.6071,1.0096
PEA2,1305,0.0790699,20.0,0.7875,0.7875,0.4751,0.9209,0.8495
PEP5,4450,0.0431245,80.0,0.2751,0.2751,0.508,0.9569,1.0793
PER33,5450,49.5301,74.0,0.1121,0.1121,0.1827,0,0.9286
PET10,1257,0.000374274,67.0,0.7953,0.7953,0.7432,0.9996,0.7919
PET111,4657,0.227034,83.0,0.2413,0.2413,0.4186,0.773,0.5092
PET123,2573,4.03912e-05,86.0,0.5809,0.5809,0.8244,1.0,1.2109
PET127,2638,5.68123,24.0,0.5703,0.5703,0.2635,0,1.0793
PET130,4330,0.00783452,80.0,0.2946,0.2946,0.5993,0.9922,1.0793
PET20,6069,78.0028,44.0,0.0112,0.0112,0.1685,0,0.8712
PET54,687,0.000106667,0.0,0.8882,0.8882,0.7917,0.9999,0.8495
PET9,3474,0.0351063,70.0,0.4341,0.4341,0.5192,0.9649,0.6982
PEX10,4666,0.050585,76.0,0.2399,0.2399,0.4994,0.9494,0.9292
PEX11,649,4.25568e-05,29.0,0.8944,0.8944,0.8227,1.0,1.3755
PEX12,2792,0.0636704,85.0,0.5452,0.5452,0.4869,0.9363,1.0096
PEX21,2747,0.006287,60.0,0.5526,0.5526,0.6107,0.9937,1.0793
PEX25,3897,3.06126,69.0,0.3652,0.3652,0.2904,0,1.0178
PEX27,3132,0.0161869,3.0,0.4898,0.4898,0.5609,0.9838,0.8736
PEX28,5935,45.7486,48.0,0.0331,0.0331,0.1853,0,0.9689
PEX3,4538,3.32011,45.0,0.2607,0.2607,0.2868,0,0.9292
PEX5,3484,0.00205591,73.0,0.4325,0.4325,0.6666,0.9979,0.3952
PFD1,1184,0.00894759,72.0,0.8072,0.8072,0.5923,0.9911,0.8651
PFK1,1405,0.00533025,60.0,0.7712,0.7712,0.6192,0.9947,0.6307
PFK2,4244,1.29426,68.0,0.3086,0.3086,0.3304,0,0.6268
PFK26,5042,1.46384,99.0,0.1786,0.1786,0.3245,0,1.0863
PFK27,4724,3.80777,72.0,0.2304,0.2304,0.2807,0,1.0244
PGA2,809,0.00127224,68.0,0.8683,0.8683,0.6894,0.9987,0.656
PGA3,317,1.10776e-09,57.0,0.9485,0.9485,0.9787,1.0,1.0802
PGC1,5948,30.2151,36.0,0.031,0.031,0.1993,0,1.4361
PGD1,6016,71.7091,48.0,0.0199,0.0199,0.171,0,1.0793
PGI1,3357,0.108593,71.0,0.4532,0.4532,0.458,0.8914,0.4913
PGM1,575,2.88402e-08,31.0,0.9065,0.9065,0.9577,1.0,0.8133
PGM3,4517,18.9494,31.0,0.2641,0.2641,0.216,0,0.6154
PHB1,4619,0.0249628,87.0,0.2475,0.2475,0.5376,0.975,1.2714
PHB2,2127,0.0375059,91.0,0.6536,0.6536,0.5156,0.9625,0.9292
PHD1,619,6.85873e-08,82.0,0.8993,0.8993,0.9494,1.0,0.569
PHO23,4922,0.0804499,2.0,0.1981,0.1981,0.4742,0.9196,0.8528
PHO3,72,4.43088e-20,79.0,0.9884,0.9884,0.9999,1.0,1.0863
PHO4,1351,0.000102471,44.0,0.78,0.78,0.7932,0.9999,0.6925
PHO8,334,1.31768e-10,13.0,0.9457,0.9457,0.9865,1.0,1.4026
PHO81,1732,0.0199691,80.0,0.7179,0.7179,0.5497,0.98,0.8069
PHO85,3921,0.0158879,79.0,0.3613,0.3613,0.5619,0.9841,0.9292
PHO86,1499,0.00760688,80.0,0.7559,0.7559,0.6008,0.9924,1.5064
PHO87,665,0.000301996,65.0,0.8918,0.8918,0.752,0.9997,1.5064
PHO88,3245,0.00359954,35.0,0.4714,0.4714,0.6391,0.9964,0.9828
PHO91,2709,8.58352,67.0,0.5587,0.5587,0.2465,0,0.6154
PHS1,740,1.25876e-05,29.0,0.8796,0.8796,0.8581,1.0,1.0096
PIB1,4213,0.00257501,76.0,0.3137,0.3137,0.6557,0.9974,0.9286
PIC2,634,2.49214e-06,96.0,0.8969,0.8969,0.8958,1.0,0.8179
PIG2,4136,15.6684,3.0,0.3262,0.3262,0.223,0,0.4998
PIK1,5490,15.0618,90.0,0.1056,0.1056,0.2245,0,0.9292
PIL1,410,5.13704e-12,3.0,0.9334,0.9334,0.9933,1.0,1.1305
PIM1,3540,0.186619,84.0,0.4233,0.4233,0.429,0.8134,0.6717
PIN3,5447,3.94634,97.0,0.1126,0.1126,0.2792,0,0.6837
PIR1,159,4.65971e-19,1.0,0.9743,0.9743,0.9998,1.0,0.8949
PIS1,2155,0.0467061,68.0,0.649,0.649,0.5037,0.9533,0.5008
PKH2,1865,0.000290886,79.0,0.6963,0.6963,0.7535,0.9997,0.5125
PKP2,2106,0.2487,79.0,0.657,0.657,0.4138,0.7513,0.3952
PLB1,682,3.84456e-08,92.0,0.889,0.889,0.9551,1.0,0.7504
PLB2,312,2.4541e-11,47.0,0.9493,0.9493,0.9906,1.0,0.7117
PLB3,976,1.63192e-06,5.0,0.8411,0.8411,0.9041,1.0,0.6024
PLC1,4403,0.00164704,83.0,0.2827,0.2827,0.6772,0.9984,1.5992
PLM2,285,1.3545e-10,26.0,0.9537,0.9537,0.9864,1.0,1.1345
PMA1,760,2.62314e-08,71.0,0.8763,0.8763,0.9585,1.0,0.696
PMD1,5828,3.18942,80.0,0.0505,0.0505,0.2886,0,1.0793
PMI40,73,7.78492e-15,36.0,0.9883,0.9883,0.9983,1.0,0.9292
PML39,1205,0.00298196,73.0,0.8038,0.8038,0.6485,0.997,0.9292
PMP1,184,3.61166e-16,71.0,0.9702,0.9702,0.9992,1.0,0.9876
PMP2,1502,0.00964588,70.0,0.7554,0.7554,0.5884,0.9904,0.9449
PMP3,635,0.00034984,65.0,0.8967,0.8967,0.746,0.9997,1.0096
PMR1,2503,0.0187406,13.0,0.5923,0.5923,0.5531,0.9813,0.8104
PMT2,367,1.52563e-06,37.0,0.9404,0.9404,0.9053,1.0,1.0863
PMT6,4010,1.49588,18.0,0.3467,0.3467,0.3234,0,0.6216
PMU1,3238,0.342832,83.0,0.4725,0.4725,0.397,0.6572,1.0793
PNC1,392,3.0652e-09,2.0,0.9363,0.9363,0.9736,1.0,1.0504
PNP1,440,3.73112e-07,52.0,0.9285,0.9285,0.9285,1.0,2.0035
PNS1,2035,0.0242458,72.0,0.6686,0.6686,0.5392,0.9758,0.8489
PNT1,4714,0.142806,92.0,0.232,0.232,0.4433,0.8572,0.8651
POC4,749,0.000131464,57.0,0.8781,0.8781,0.7842,0.9999,0.7513
POL1,108,6.97567e-15,18.0,0.9826,0.9826,0.9984,1.0,1.2706
POL30,21,7.54064e-20,20.0,0.9967,0.9967,0.9999,1.0,1.7314
POM152,2353,1.11554,62.0,0.6168,0.6168,0.3375,0,0.9292
POM33,2215,0.00950062,20.0,0.6392,0.6392,0.5892,0.9905,0.4544
POP4,2379,0.000491106,73.0,0.6125,0.6125,0.7318,0.9995,0.3952
POP6,2587,0.0336173,78.0,0.5786,0.5786,0.5215,0.9664,2.1657
POP7,1781,0.0209504,73.0,0.71,0.71,0.5471,0.979,1.0863
POP8,2787,1.65579,69.0,0.546,0.546,0.3186,0,1.0423
POR1,2032,5.52757e-05,16.0,0.6691,0.6691,0.8143,0.9999,0.6958
POR2,1719,5.51847e-05,96.0,0.7201,0.7201,0.8144,0.9999,0.6922
PPH22,4459,12.9072,98.0,0.2736,0.2736,0.2304,0,0.5675
PPH3,3829,0.115457,78.0,0.3762,0.3762,0.4547,0.8845,0.6203
PPN1,2228,0.070372,57.0,0.6371,0.6371,0.4815,0.9296,4.267
PPQ1,5657,56.9492,20.0,0.0784,0.0784,0.1782,0,1.0793
PPT1,2079,0.00347083,79.0,0.6614,0.6614,0.6409,0.9965,1.0568
PRB1,1931,0.000186694,13.0,0.6855,0.6855,0.771,0.9998,0.5675
PRC1,2407,0.00120348,17.0,0.608,0.608,0.692,0.9988,0.6369
PRD1,4878,4.35417,79.0,0.2053,0.2053,0.2749,0,1.0438
PRE1,4393,0.0815301,94.0,0.2843,0.2843,0.4735,0.9185,0.795
PRE2,2161,0.0927635,6.0,0.648,0.648,0.4665,0.9072,0.5233
PRE3,4017,0.0136782,97.0,0.3456,0.3456,0.5699,0.9863,0.7561
PRE4,2050,0.291211,94.0,0.6661,0.6661,0.4055,0.7088,0.795
PRE5,5005,1.27978,5.0,0.1846,0.1846,0.3309,0,0.6942
PRE6,4103,0.0105846,95.0,0.3316,0.3316,0.5835,0.9894,0.656
PRE7,2243,0.0139868,83.0,0.6347,0.6347,0.5687,0.986,0.7333
PRE8,5249,1.29464,89.0,0.1449,0.1449,0.3304,0,0.795
PRE9,3899,0.0483767,86.0,0.3648,0.3648,0.5018,0.9516,0.6608
PRI2,67,3.2513e-14,17.0,0.9892,0.9892,0.9977,1.0,1.0793
PRK1,5444,2.60161,61.0,0.1131,0.1131,0.2977,0,1.0549
PRM1,1735,6.07201e-08,88.0,0.7175,0.7175,0.9506,1.0,0.598
PRM10,2234,0.000212023,8.0,0.6361,0.6361,0.7661,0.9998,0.7218
PRM2,1264,0.000105881,78.0,0.7942,0.7942,0.792,0.9999,0.8253
PRM3,1512,1.96908e-05,94.0,0.7538,0.7538,0.8458,1.0,1.0793
PRM4,1515,0.000105083,75.0,0.7533,0.7533,0.7923,0.9999,0.7718
PRM5,1027,1.71421e-06,98.0,0.8328,0.8328,0.9031,1.0,0.5605
PRM6,1915,3.62774e-06,76.0,0.6881,0.6881,0.8879,1.0,1.0793
PRM8,1789,0.0466203,85.0,0.7087,0.7087,0.5038,0.9534,1.0793
PRO1,5398,5.67935,81.0,0.1206,0.1206,0.2635,0,1.0096
PRP22,1777,0.000626647,66.0,0.7106,0.7106,0.7213,0.9994,1.2109
PRP3,4747,0.0300647,76.0,0.2267,0.2267,0.5276,0.9699,0.6154
PRP31,3780,0.0238419,75.0,0.3842,0.3842,0.5401,0.9762,0.6466
PRP39,4532,0.396088,67.0,0.2617,0.2617,0.3895,0.6039,1.0793
PRP43,1248,0.00170047,92.0,0.7968,0.7968,0.6757,0.9983,0.5675
PRP45,2052,0.174612,68.0,0.6658,0.6658,0.4325,0.8254,0.9292
PRP46,1460,0.00664599,74.0,0.7623,0.7623,0.6078,0.9934,0.8222
PRP5,1301,0.000429496,85.0,0.7882,0.7882,0.7375,0.9996,0.5675
PRP8,2425,0.00688598,85.0,0.605,0.605,0.606,0.9931,0.9292
PRS4,1265,0.00180838,78.0,0.794,0.794,0.6728,0.9982,0.6154
PRX1,587,3.44865e-07,98.0,0.9045,0.9045,0.9296,1.0,0.9688
PRY1,264,4.18479e-14,88.0,0.9571,0.9571,0.9976,1.0,0.8736
PRY2,31,3.58666e-20,24.0,0.9951,0.9951,0.9999,1.0,2.0807
PRY3,326,2.63304e-13,16.0,0.947,0.947,0.9965,1.0,0.7007
PSA1,85,1.54456e-16,35.0,0.9863,0.9863,0.9993,1.0,0.7644
PSD1,2535,0.839736,17.0,0.5871,0.5871,0.3515,0.1603,0.5675
PSD2,2384,0.0311466,69.0,0.6117,0.6117,0.5257,0.9689,0.925
PSE1,5141,1.39088,88.0,0.1625,0.1625,0.3269,0,1.4361
PSF1,1513,0.0530931,18.0,0.7536,0.7536,0.4967,0.9469,0.5482
PSF2,672,0.0181894,16.0,0.8907,0.8907,0.5547,0.9818,0.3952
PSK1,2851,0.257998,38.0,0.5356,0.5356,0.4118,0.742,0.9292
PSO2,2111,0.00100332,72.0,0.6562,0.6562,0.7003,0.999,0.3952
PSP1,5272,35.6304,54.0,0.1411,0.1411,0.1937,0,0.9292
PSR1,3738,31.952,52.0,0.3911,0.3911,0.1974,0,1.2773
PST1,133,6.05218e-19,1.0,0.9785,0.9785,0.9998,1.0,0.9539
PST2,3683,0.0215946,24.0,0.4,0.4,0.5455,0.9784,0.6338
PTA1,2858,3.31087,64.0,0.5345,0.5345,0.2869,0,1.0793
PTC2,5165,14.0706,73.0,0.1585,0.1585,0.2271,0,0.3952
PTI1,5739,26.2441,28.0,0.065,0.065,0.2042,0,1.0096
PTK1,4704,0.0572261,10.0,0.2337,0.2337,0.4927,0.9428,0.745
PTK2,4351,0.537978,82.0,0.2912,0.2912,0.3738,0.462,1.2109
