substrate,tf,alpha
SIM1,TUP1,1.108643
SIN4,CIN5,2.194391
SIP1,ABF1,0.551942
SIP2,RAP1,0.198859
SIR1,TEC1,0.186860
SIR1,TUP1,0.144337
SIS1,HSF1,1.673455
SIS1,SPT23,1.307384
SIS2,ABF1,1.279690
SIZ1,RAP1,0.291198
SKG6,MBP1,0.001533
SKG6,STE12,0.973495
SKI6,ABF1,0.796243
SKI6,HSF1,0.371342
SKI7,YRM1,0.484692
SKM1,ASH1,0.150804
SKN1,MCM1,0.276344
SKN1,RAP1,0.186989
SKN7,DAL82,0.463560
SKN7,SOK2,0.393093
SKP2,GCN4,0.027473
SKP2,YRM1,0.023523
SKS1,SOK2,0.422309
SKS1,TEC1,0.428919
SKY1,ABF1,0.966431
SLA1,ABF1,1.630466
SLA1,MSN2,0.997849
SLD5,RAP1,0.311951
SLG1,RAP1,0.292525
SLM3,RAP1,0.297893
SLM4,RAP1,0.763181
SLM4,SOK2,0.228630
SLM4,TEC1,0.712162
SLM5,RLM1,0.719885
SLT2,RLM1,4.229654
SLU7,STE12,0.376721
SLX4,STE12,0.342368
SMC1,LEU3,1.064556
SMC1,YHP1,0.080971
SMC2,STE12,0.984414
SMC3,HSF1,0.307276
SMD2,STE12,0.501424
SMD3,STE12,1.466198
SMF2,ABF1,0.908601
SMF3,AFT1,1.404933
SMF3,MCM1,1.286425
SML1,STE12,20.842955
SMP3,AFT1,0.277568
SMT3,CIN5,2.422716
SMT3,GCN4,0.322556
SMT3,SOK2,4.011751
SMX2,ABF1,1.035506
SMX3,MSN2,3.725226
SMY1,ASH1,0.079976
SNA2,ABF1,0.434659
SNA2,ACE2,0.397178
SNA2,SOK2,0.096086
SNA3,CBF1,0.618641
SNA3,FHL1,2.957928
SNA3,INO4,3.423553
SNC2,CIN5,6.567917
SNF11,SOK2,0.324781
SNF11,STE12,0.362035
SNF2,RLM1,3.602036
SNF4,RAP1,1.998324
SNF6,MCM1,0.975813
SNF6,STE12,1.120624
SNG1,HSF1,0.268692
SNL1,STE12,3.647685
SNP1,STE12,0.354087
SNQ2,ACE2,-0.284693
SNQ2,GCN4,0.180326
SNQ2,YOX1,0.505888
SNT1,INO4,0.882941
SNT309,STE12,0.960700
SNU56,STE12,0.423624
SNX4,STE12,0.637660
SNZ1,GCN4,0.048598
SOD1,ABF1,0.161181
SOD1,YAP1,23.557456
SOD2,YAP1,2.097472
SOF1,ABF1,0.767908
SOH1,MSN2,1.532730
SOK1,YRM1,1.198107
SOK2,STE12,0.081494
SOK2,TEC1,0.306688
SOK2,TUP1,0.380362
SOL1,SKO1,0.482641
SOM1,CIN5,0.158416
SOM1,STE12,0.418680
SOP4,RAP1,2.769172
SPB1,ABF1,0.219791
SPB1,REB1,0.946116
SPB1,STE12,0.406599
SPB1,YOX1,0.114942
SPC2,FLO8,3.994818
SPE2,CBF1,0.933651
SPE2,RAP1,0.454436
SPG5,BAS1,1.031242
SPI1,MCM1,0.330121
SPI1,SOK2,0.109285
SPO12,YOX1,0.439922
SPO14,STE12,0.593434
SPO14,TEC1,0.147751
SPO73,FHL1,1.592183
SPO73,STE12,3.187095
SPP2,STE12,0.825107
SPP41,ABF1,0.642993
SPS18,SUM1,0.162609
SPT15,YAP1,1.357047
SPT2,STE12,0.890456
SPT20,RAP1,0.268488
SPT21,MBP1,0.253668
SPT7,STE12,1.295407
SPT8,STE12,1.717598
SRL1,CIN5,1.008826
SRL1,SWI4,2.601409
SRL1,SWI6,2.408298
SRL1,TEC1,6.365893
SRL3,STE12,0.464586
SRL3,TEC1,0.334682
SRM1,TUP1,2.725953
SRO77,STE12,1.158339
SRP1,ABF1,1.249566
SRP1,BAS1,0.680870
SRP40,RAP1,1.179595
SRP40,STE12,0.260479
SRP40,SWI4,0.141869
SRY1,ABF1,0.561582
SSA1,ABF1,5.306379
SSA1,RAP1,5.082585
SSA1,YAP1,5.239382
SSA2,HSF1,1.835530
SSA2,STE12,7.725805
SSA2,YAP1,12.627450
SSA3,HSF1,0.613697
SSA3,RAP1,0.243352
SSA4,SOK2,0.095174
SSA4,YAP1,0.275379
SSB1,ABF1,4.087419
SSB1,RAP1,15.879144
SSB1,TYE7,8.658788
SSB2,YOX1,18.918933
SSC1,ABF1,3.780479
SSC1,HSF1,1.128459
SSD1,MSN2,0.219786
SSD1,RAP1,0.855427
SSE1,ABF1,7.787722
SSE1,HSF1,8.268588
SSE2,ABF1,0.132636
SSE2,CIN5,0.143923
SSE2,GZF3,0.635452
SSE2,HSF1,0.049165
SSF2,ABF1,0.883485
SSF2,RAP1,0.266457
SSH1,ABF1,9.050061
SSK1,MSN2,0.269729
SSK1,STE12,0.228675
SSL1,RAP1,0.404071
SSL2,ABF1,0.467230
SSN3,STE12,0.594355
SSO1,MSN2,3.304322
SSO2,FKH1,0.226043
SSO2,STE12,1.750603
SSS1,IXR1,11.987308
SST2,RAP1,0.260637
SST2,STE12,0.556894
SSU1,GCN4,0.055617
SSY1,TYE7,0.588036
SSZ1,ABF1,9.255034
STB1,PHO4,0.391022
STB1,RAP1,0.217720
STB3,TEC1,0.430530
STB4,GCN4,0.038441
STB5,YAP1,0.105083
STB6,STE12,0.467230
STE12,MCM1,0.741401
STE12,TEC1,0.218295
STE13,STE12,0.399657
STE14,RFX1,5.877795
STE2,MCM1,0.380803
STE2,STP2,0.854957
STE2,YAP1,0.781780
STE20,SOK2,1.301763
STE23,YRM1,2.777697
STE4,STE12,4.119884
STE5,MSN2,0.469186
STE5,STP2,0.598032
STE6,MSN2,0.178009
STE6,STE12,0.439068
STE6,YHP1,0.574100
STE7,SOK2,0.496611
STF1,ABF1,0.649683
STF2,PDR1,1.187843
STI1,ABF1,1.930299
STI1,HSF1,1.202990
STI1,SPT23,0.075959
STI1,TUP1,1.185448
STM1,STE12,35.483560
STP1,ABF1,0.583439
STP22,MSN2,2.336108
STP3,STB5,4.610836
STP4,SOK2,0.035432
STP4,YAP1,0.108478
STR3,GCN4,0.021844
SUB2,GCR1,6.424954
SUB2,HAP2,5.010610
SUC2,MIG1,0.101660
SUC2,MIG2,0.558729
SUC2,MSN2,0.454317
SUL2,MET28,0.182575
SUL2,MET4,0.484341
SUM1,ABF1,0.838266
SUM1,STE12,0.723079
SUN4,GCR2,0.940272
SUN4,RAP1,0.131452
SUN4,STE12,0.330228
SUP35,ABF1,1.691436
SUP45,ABF1,6.887487
SUT1,SOK2,0.253250
SUT1,TEC1,0.090533
SUT1,YOX1,-0.020610
SUT2,SWI4,0.417957
SVL3,HSF1,1.091160
SVS1,MBP1,-0.614077
SVS1,TEC1,6.446568
SWE1,STE12,0.017902
SWE1,TEC1,0.931112
SWH1,STE12,1.581278
SWI3,ABF1,1.030256
SWI4,MCM1,0.256096
SWI4,STE12,0.318001
SWI5,FKH1,0.228876
SWI5,RAP1,0.303626
SWI6,STE12,1.107624
SWM1,RAP1,0.259962
SYC1,NRG1,0.613847
SYG1,MSN2,6.045424
TAD2,HAC1,0.020698
TAF11,ABF1,0.385969
TAF12,PHO2,0.766951
TAF12,STE12,0.521982
TAF14,ABF1,2.084473
TAF4,ABF1,1.090738
TAF6,YRM1,2.306643
TAF9,ABF1,1.663142
TAH11,ABF1,0.664974
TAH11,HSF1,0.461752
TAH18,YAP1,0.261280
TAT1,YAP1,1.308041
TAT2,MSN2,1.323045
TAT2,STE12,1.864601
TAX4,STE12,0.216088
TAX4,TEC1,0.078118
TBS1,STE12,0.290702
TBS1,TEC1,0.196942
TCB1,SOK2,2.033498
TCB1,TEC1,2.125230
TCB2,MSN2,1.485757
TCB2,SFP1,3.163327
TCM62,MSN2,1.080629
TCO89,STE12,0.977712
TCP1,ABF1,1.982543
TDH1,YAP1,0.540416
TDH2,ABF1,3.374343
TDH2,GCR2,15.082117
TDH2,RAP1,8.267279
TDH2,TYE7,13.096565
TDH3,ABF1,5.959907
TDH3,CIN5,25.363246
TDH3,GCN4,10.795520
TDH3,GCR1,-4.119256
TDH3,HSF1,2.423879
TEA1,GCN4,0.045842
TEC1,MSN2,0.281502
TEC1,SWI5,1.135247
TEF2,CIN5,0.689003
TEF2,GCN4,1.831134
TEF4,AFT1,12.213487
TEF4,RAP1,8.350517
TEN1,STE12,0.435000
TES1,ADR1,0.380770
TES1,STE12,0.301675
TFA1,RAP1,1.017695
TFA2,MSN2,2.265886
TFB1,ABF1,0.307078
TFB2,UGA3,1.105713
TFC1,STE12,0.922773
TFC3,MSN2,0.918678
TFC7,GCN4,0.042826
TFS1,YAP1,0.304188
TGL4,MSN2,1.437683
TGL4,STE12,0.638106
TGS1,YOX1,0.195013
THG1,STE12,1.004076
THI20,PDC2,0.900342
THI21,TEC1,0.240229
THI4,MSN2,0.228369
THI4,SKO1,0.255193
THI7,ASH1,0.014027
THI7,SOK2,0.308376
THI74,YAP1,0.174831
THI80,STE12,0.916771
THO1,CBF1,0.172666
THO1,RAP1,1.546429
THO2,STE12,1.039520
THP3,ABF1,0.484392
THR1,GCN4,0.452617
THR4,ABF1,0.068890
THR4,GCN4,0.294468
TID3,UME6,0.403745
TIF34,RAP1,5.299958
TIF35,ABF1,4.529865
TIF4631,SOK2,0.531610
TIF4631,STE12,1.582570
TIF4632,YRM1,1.337197
TIM10,CIN5,0.654275
TIM10,RGT1,4.439070
TIM10,TYE7,0.760154
TIM11,CIN5,3.494864
TIM13,RAP1,1.664938
TIM18,ABF1,0.376085
TIM21,RAP1,0.620116
TIM21,TUP1,0.019602
TIM23,ABF1,5.137298
TIM23,ACE2,1.905244
TIM44,RAP1,2.208299
TIM50,OAF1,8.010887
TIM8,RAP1,2.060253
TIP1,MCM1,0.485619
TIP1,PHD1,-1.125309
TIP1,SPT23,1.408596
TIP1,TUP1,2.300685
TIP20,ARG81,0.413779
TIP41,GCN4,0.052274
TIP41,HSF1,0.068692
TIP41,RAP1,-0.260748
TIR1,PHD1,0.996458
TIR1,RAP1,0.142722
TIR1,YRM1,0.368005
TIR4,YAP1,0.127824
TIS11,AFT1,0.175574
TIS11,PUT3,0.047803
TKL1,AFT1,1.833522
TKL1,CIN5,1.738095
TKL1,REB1,6.031386
TKL1,SOK2,1.631718
TMA10,GCN4,0.035363
TMA108,STE12,2.640711
TMA17,CAD1,0.546553
TMA17,FKH2,0.253588
TMA20,ABF1,2.364563
TMA46,ABF1,2.122225
TMN3,YRM1,0.791002
TNA1,SUM1,1.624544
TOF1,YOX1,0.359281
TOM1,MSN2,2.364612
TOM1,STE12,2.322814
TOM7,TYE7,3.674825
TOS1,ABF1,3.621185
TOS1,STE12,8.986457
TOS1,TEC1,5.767090
TOS2,STE12,0.163221
TOS2,TEC1,0.382258
TOS3,SWI6,0.237551
TOS3,TEC1,0.080698
TOS6,ASH1,1.988357
TOS6,SWI4,0.960312
TOS6,SWI6,1.096623
TPD3,ROX1,2.468642
TPI1,GCR1,30.812193
TPI1,RAP1,46.292279
TPK1,YAP1,0.228240
TPK2,MSN2,0.591870
TPM1,ACE2,6.295300
TPM1,RAP1,7.278924
TPM2,ABF1,1.439194
TPN1,GCN4,0.121084
TPO1,PDR1,0.685625
TPO1,SOK2,0.160708
TPO1,YRM1,0.615829
TPO3,MSN2,0.438893
TPO3,SOK2,0.521535
TPO3,TEC1,-0.085909
TPO4,MSN2,0.097881
TPO4,PDR1,0.698783
TPS1,MSN2,2.895655
TPS1,OAF1,1.775563
TPS2,PDR3,1.780847
TPS2,SOK2,0.367645
TPS3,ACE2,0.662119
TPS3,MSN2,0.435040
TPT1,SUM1,0.403174
TRE1,CBF1,1.699207
TRE2,STE12,1.167226
TRK2,YRM1,0.989446
TRM11,GCN4,0.111880
TRM12,INO4,0.422507
TRM12,MCM1,0.251718
TRM2,SWI6,1.190559
TRM5,RAP1,0.485761
TRP1,PHO4,3.223747
TRP2,GCN4,0.320553
TRP3,ABF1,0.385858
TRP3,GCN4,0.100863
TRP4,GCN4,0.070522
TRP4,YAP1,0.280787
TRP5,GCN4,0.559101
TRR1,YAP1,4.285195
TRS20,GCN4,0.033069
TRS31,STE12,1.096417
TRX2,CIN5,1.352831
TRX2,YAP1,4.609485
TRZ1,BAS1,1.025149
TSA1,SKN7,3.794572
TSA1,YAP1,13.408267
TSA2,YAP1,0.177650
TSC10,YOX1,0.799193
TSL1,HSF1,0.241874
TSL1,SWI4,0.198305
TSR1,SWI5,1.708793
TSR2,YAP1,0.605609
TTI1,RAP1,0.297160
TUB4,STE12,1.347274
TVP15,REB1,1.610866
TVP23,ARG81,0.038043
TVP23,GCN4,0.057995
TYE7,GCR2,0.096716
TYE7,MCM1,0.115887
TYE7,SWI4,0.213142
TYE7,YAP1,0.082754
TYR1,ABF1,0.497514
TYS1,GCN4,0.283622
TYW1,HAP2,4.322427
TYW3,STE12,1.630522
UBA1,MSN2,0.771853
UBA1,RPN4,1.657176
UBA4,ABF1,0.672731
UBC12,CIN5,0.720517
UBC4,HSF1,4.479607
UBC4,SOK2,2.150667
UBC8,AFT1,0.569894
UBC8,ASH1,0.012929
UBC8,STE12,0.248794
UBI4,HSF1,0.990374
UBI4,UME6,2.029032
UBP10,FHL1,2.930515
UBP13,STE12,1.429538
UBP14,ABF1,0.208005
UBP15,YRM1,0.945019
UBP16,STE12,0.364280
UBP3,STE12,3.229277
UBP6,ABF1,1.323941
UBP6,RPN4,2.747888
UBR2,ABF1,0.273234
UBX2,ABF1,0.172442
UBX2,RAP1,0.324619
UBX3,HSF1,0.198949
UBX5,ABF1,0.417664
UBX6,ADR1,0.079406
UBX6,SOK2,0.168071
UBX6,STE12,0.112727
UBX6,TEC1,0.084185
UFD1,MCM1,0.535340
UFD1,RPN4,0.319303
UFD2,ABF1,0.820467
UFD4,RAP1,0.867821
UFD4,RPN4,0.202599
UFE1,MAL33,1.250663
UFO1,YAP1,0.297090
UGA1,DAL81,1.595608
UGA1,UGA3,0.381276
UGA2,GLN3,0.892044
UGA3,GCN4,0.033069
UGO1,PDR1,0.223921
UGO1,STE12,0.286063
UGP1,HSF1,2.895056
UGP1,SKO1,4.396599
UIP3,MSN2,0.544051
UIP3,SOK2,0.012863
UIP3,STE12,1.032889
UIP5,SKN7,1.237791
ULP2,UME6,0.825753
ULS1,RAP1,0.736432
UME6,LEU3,0.972186
UME6,MSN2,0.273048
UNG1,YRM1,0.845616
UPS2,INO4,0.637243
UPS2,STE12,0.526559
URA1,MSN2,4.435679
URA1,RTG3,6.253231
URA1,SWI6,22.783277
URA4,CIN5,1.278832
URA4,MSN2,3.903535
URA4,STE12,9.355718
URA6,MSN2,6.725109
URA8,INO4,1.318278
URA8,SOK2,0.480795
URB1,ABF1,1.425062
URN1,MET32,0.193411
URN1,STE12,0.297242
USE1,STE12,0.338368
UTH1,ACE2,5.441188
UTH1,ASH1,-0.673821
UTH1,RAP1,4.314960
UTH1,RDS2,18.230205
UTH1,SOK2,0.319802
UTP10,YAP1,1.357778
UTP13,ABF1,1.178853
UTP13,YHP1,0.007360
UTP20,YAP1,1.041620
UTP20,YOX1,0.248114
UTP22,STE12,0.848171
UTP22,YRM1,1.399483
UTP23,CIN5,3.729748
UTP25,ABF1,0.467863
UTP25,UME6,0.362587
UTP25,YAP1,0.186784
UTP4,FKH1,1.568344
UTP5,SWI5,6.223187
UTP6,TUP1,17.212902
UTP9,ABF1,1.498450
UTR2,RLM1,-1.063928
UTR2,SOK2,-0.338360
UTR2,TEC1,-1.217097
UTR2,YAP1,2.885095
UTR4,PHD1,0.125322
UTR4,STB5,5.042631
VAC17,CHA4,0.329957
VAC17,FKH1,0.020194
VAC7,TEC1,0.546858
VAM3,SOK2,0.344242
VAS1,GCN4,0.407085
VBA1,GLN3,1.730322
VBA1,TEC1,0.329995
VBA2,ABF1,0.281678
VBA2,MET32,0.136407
VCX1,RAP1,0.689999
VCX1,STE12,0.473298
VHR1,GCN4,0.016622
VHR1,PDR1,-0.020919
VHS2,YRM1,0.694047
VHS3,STE12,0.713066
VID24,RAP1,0.396147
VID24,RDS2,0.050074
VID27,YAP1,0.286579
VID30,ACE2,0.325873
VIP1,CBF1,3.306378
VMA1,TUP1,8.984127
VMA13,GCN4,0.445808
VMA16,REB1,5.925079
VMA5,TYE7,4.934351
VMA6,RAP1,3.218220
VMS1,STE12,0.825399
VPS33,ABF1,0.373181
VPS36,MSN2,0.089056
VPS36,STE12,0.490174
VPS36,TEC1,0.371816
VPS38,TEC1,0.454279
VPS4,YAP3,5.443369
VPS55,ARR1,3.780302
VPS60,ABF1,0.084790
VPS60,GCN4,0.054384
VPS62,HSF1,0.589806
VPS63,ABF1,0.961459
VPS71,MBP1,0.181999
VPS71,TEC1,0.126434
VPS73,STE12,0.642345
VPS74,CST6,1.767968
VRG4,ABF1,3.589991
VRG4,RAP1,0.769686
VRP1,RAP1,1.000903
VTC1,PHO4,6.144809
VTC2,CBF1,4.863103
VTC2,PHO4,1.465232
VTC3,AFT1,0.694444
VTC3,BAS1,0.248472
VTC3,MET32,0.173113
VTC4,PHO4,4.044073
VTI1,STE12,1.109320
VTS1,RAP1,0.508941
WAR1,GCN4,0.015117
WHI2,YAP1,0.966520
WSC2,CIN5,0.451894
WSC2,STE12,0.814233
WSC2,TEC1,2.318263
WSC3,TEC1,0.623323
WTM1,ACE2,0.117853
WTM1,GCN4,0.184741
WTM2,CBF1,0.999447
XDJ1,MSN2,0.281102
XDJ1,STE12,0.603596
YAH1,GCN4,0.071865
YAK1,MSN2,1.976271
YAP1,RAP1,0.651036
YAP1,RPN4,0.876609
YAP1,SKN7,1.252207
YAP1801,GCN4,0.045936
YAP1802,STE12,1.942944
YAP3,MCM1,0.356998
YAP3,STE12,0.263019
YAP6,CIN5,0.113715
YAP6,MSN2,0.061559
YAP6,PDR1,0.065514
YAP6,TUP1,0.133347
YAR028W,ABF1,0.101698
YAR028W,SOK2,0.083207
YAR028W,TUP1,0.080237
YAR1,HSF1,1.279063
YAT1,SOK2,0.103567
YAT1,STE12,0.493089
YBL010C,OTU1,0.877751
YBL028C,CIN5,0.550229
YBL028C,YAP1,1.043108
YBL029W,MET31,0.124678
YBL029W,SOK2,0.148097
YBL029W,TEC1,0.023078
YBL036C,CBF1,5.473773
YBL059W,STE12,0.570861
YBL077W,UME6,0.540582
YBL081W,RAP1,0.755295
YBP1,YRM1,0.566224
YBP2,GCN4,0.033857
YBR012C,MOT3,0.505770
YBR053C,RDS2,0.810149
YBR053C,SOK2,0.104851
YBR053C,STE12,1.011086
YBR056W,MSN2,1.701999
YBR056W,YOX1,0.231886
YBR071W,ASH1,0.009414
YBR071W,MBP1,0.010849
YBR071W,SWI5,1.404315
YBR074W,YRM1,2.460996
YBR096W,ABF1,1.877734
YBR138C,STE12,0.571221
YBR139W,FKH1,0.934586
YBR139W,FLO8,1.329541
YBR219C,FHL1,0.225001
YBR219C,SOK2,0.263549
YBR220C,STE12,0.996709
YBR225W,STE12,0.391604
YBR241C,CIN5,0.232390
YBR241C,STE12,0.333009
YBR241C,YAP1,0.029068
YBT1,GCN4,0.088381
YCF1,YAP1,1.733904
YCH1,ABF1,0.280614
YCH1,BAS1,0.050016
YCH1,RAP1,0.322435
YCH1,STE12,0.436453
YCK1,ASH1,0.043411
YCK1,MSN2,2.134905
YCK2,ACE2,1.011517
YCK2,RAP1,1.271914
YCR015C,STE12,0.395460
YCR023C,GCN4,0.046201
YCR061W,PDR1,0.196375
YCR061W,STE12,0.156716
YCR061W,TEC1,0.046501
YCR102C,YAP1,0.123624
YCS4,MSN2,0.311231
YCS4,STE12,0.997806
YDJ1,CBF1,2.906174
YDJ1,HSF1,7.621428
YDL012C,ABF1,1.839599
YDL027C,YRM1,0.419755
YDL119C,SWI5,0.805550
YDL121C,TYE7,0.405524
YDL121C,YAP1,0.652222
YDL124W,YAP1,1.945333
YDL124W,YOX1,-0.004781
YDL144C,RPN4,1.184372
YDL176W,ARG81,0.444470
YDL180W,YAP1,0.454173
YDL183C,YAP1,0.137790
YDL241W,YAP1,0.264749
YDR029W,ABF1,0.303784
YDR029W,REB1,0.034702
YDR089W,YAP1,0.301827
YDR090C,GLN3,0.457874
YDR094W,RAP1,0.466960
YDR094W,YRM1,2.270482
YDR115W,CBF1,3.801353
YDR124W,STE12,0.399049
YDR132C,TEC1,0.027403
YDR132C,YAP1,0.115287
YDR133C,RIM101,2.638225
YDR134C,PDR1,1.351074
YDR134C,SWI4,2.192762
YDR154C,HSF1,25.632023
YDR154C,RPH1,2.807375
YDR157W,ABF1,0.770710
YDR186C,RAP1,0.881629
YDR186C,TEC1,0.284968
YDR210W,HAP2,2.606512
YDR210W,MSN2,0.280111
YDR210W,TEC1,0.337338
YDR222W,SWI4,0.703242
YDR249C,MSN2,0.137199
YDR249C,STE12,0.294776
YDR249C,TEC1,0.067587
YDR262W,YAP6,3.754405
YDR282C,SFP1,0.650043
YDR282C,STE12,0.136733
YDR338C,CIN5,0.638474
YDR341C,GCN4,0.319794
YDR391C,RAP1,0.547677
YDR476C,ABF1,1.407117
YDR541C,RAP1,0.327061
YEA6,ACE2,0.393626
YEF3,RAP1,55.855221
YEF3,STE12,32.145063
YEH1,RFX1,2.126729
YEL025C,STE12,0.566224
YEL043W,CBF1,0.016359
YEL043W,RAP1,0.530181
YEL043W,STE12,0.529838
YEL1,STE12,0.678900
YEN1,ABF1,0.307473
YER034W,STE12,0.727933
YER077C,ACE2,0.444716
YER079W,YAP1,0.144374
YER130C,SOK2,0.617014
YER137C,STE12,0.651329
YER137C,TEC1,0.012036
YER152C,ACE2,0.747349
YER152C,SKN7,2.193226
YER156C,AFT1,2.951820
YER160C,STE12,7.719321
YER188W,ABF1,0.071593
YER188W,STE12,0.225764
YET3,FHL1,7.356784
YFL034W,RAP1,0.376721
YFL040W,SUM1,0.161913
YFR006W,YRM1,1.689244
YFR018C,RAP1,2.561634
YFR039C,STE12,1.010810
YGK3,RAP1,0.336945
YGL010W,RPN4,0.406050
YGL036W,HSF1,0.374555
YGL039W,MSN2,0.442002
YGL039W,STE12,0.788085
YGL052W,STE12,1.197448
YGL072C,PUT3,0.229659
YGL072C,STE12,0.181196
YGL081W,CIN5,0.378746
YGL088W,AFT1,0.311190
YGL088W,STE12,0.027418
YGL101W,STE12,0.846510
YGL102C,STE12,2.097446
YGL108C,DAL82,1.056854
YGL114W,ABF1,0.603601
YGL114W,YAP1,0.252641
YGL117W,GCN4,0.022846
YGL140C,SWI5,1.778393
YGL159W,RAP1,0.140994
YGL159W,STE12,0.425825
YGL188C,RAP1,0.634578
YGL188C,STE12,0.304098
YGL193C,STE12,0.446150
YGP1,SOK2,-0.668292
YGP1,STE12,-0.415168
YGP1,TEC1,-0.555467
YGP1,YAP1,1.089353
YGR011W,YAP1,0.195916
YGR012W,STE12,0.886400
YGR021W,FHL1,0.736118
YGR035C,ABF1,0.113094
YGR035C,PDR1,0.027494
YGR035C,SOK2,0.184212
YGR035C,SWI4,0.031363
YGR050C,GCN4,0.026753
YGR054W,RAP1,2.696411
YGR079W,SOK2,1.141713
YGR117C,RAP1,0.438173
YGR117C,SFP1,0.126626
YGR122W,MSN2,0.229047
YGR122W,STE12,0.234747
YGR122W,TEC1,0.093647
YGR125W,SOK2,1.124331
YGR127W,CBF1,0.975632
YGR130C,SOK2,0.711057
YGR149W,MSN2,0.421515
YGR149W,SKO1,0.127177
YGR149W,SOK2,0.383414
YGR151C,STE12,1.018407
YGR153W,STE12,0.260026
YGR153W,TEC1,0.154853
YGR164W,STE12,0.367162
YGR182C,DAL82,2.022637
YGR210C,HSF1,2.591313
YGR250C,HSF1,0.453856
YGR250C,SWI4,-0.050074
YGR266W,HAP1,2.758760
YGR283C,YHP1,0.504666
YHB1,ACE2,0.294819
YHB1,TEC1,0.482728
YHB1,YAP1,0.536390
YHI9,GCN4,0.043219
YHL008C,MCM1,0.166614
YHL008C,STE12,0.383740
YHL012W,ACE2,0.170755
YHL012W,PDR1,0.052970
YHL012W,YOX1,0.066182
YHL026C,SOK2,0.481208
YHL044W,TEC1,0.001557
YHL044W,YAP1,0.113507
YHM2,STE12,6.979239
YHP1,RAP1,0.046633
YHP1,SOK2,0.031923
YHP1,STE12,0.140527
YHP1,SWI4,0.464304
YHP1,TEC1,0.111434
YHR020W,GCN4,0.377151
YHR033W,FHL1,0.384999
YHR033W,MET4,0.169918
YHR033W,MSN2,0.005306
YHR033W,SOK2,0.098303
YHR080C,MSN2,1.565980
YHR097C,RAP1,0.162208
YHR097C,SOK2,0.161494
YHR097C,STE12,0.331812
YHR112C,MET32,0.655010
YHR112C,MET4,0.650857
YHR127W,STE12,0.813810
YHR138C,AFT1,0.497636
YHR202W,SOK2,1.028897
YIL001W,RAP1,0.218035
YIL055C,INO4,0.150874
YIL055C,TUP1,0.150707
YIL055C,YRM1,0.034586
YIL067C,STE12,1.198203
YIL077C,MCM1,0.745764
YIL096C,MSN2,1.110142
YIL096C,TEC1,0.226708
YIL108W,SKO1,1.960497
YIL165C,GCN4,0.022773
YIP1,REB1,4.080429
YIP4,REB1,1.939232
YIR014W,SOK2,0.068691
YIR014W,YRM1,0.371894
YIR016W,MSN2,1.282428
YJL016W,MSN2,1.183770
YJL055W,ZAP1,7.281271
YJL068C,ABF1,0.826008
YJL068C,RPH1,2.177778
YJL144W,HSF1,0.187204
YJL171C,MSN2,1.958941
YJL218W,RAP1,0.333054
YJR003C,YOX1,0.274951
YJR011C,YAP1,0.111589
YJR111C,GCN4,0.061682
YJR115W,ABF1,0.043353
YJR115W,SOK2,0.073188
YJR115W,STE12,0.246181
YJR120W,STE12,0.709524
YJU3,ABF1,0.981362
YKL063C,ABF1,0.103770
YKL063C,SOK2,0.733834
YKL091C,PDR1,0.137202
YKL091C,SOK2,0.055524
YKL091C,STE12,0.139913
YKL151C,ACE2,0.400469
YKL151C,RAP1,0.184246
YKL162C,STE12,0.296907
YKR011C,REB1,0.308412
YKR011C,TEC1,0.150161
YKR040C,ACE2,1.255888
YKR047W,ABF1,0.589578
YKR075C,TUP1,0.008727
YKR075C,YAP1,0.141285
YKT6,RPN4,2.911935
YKU70,HAP5,0.589685
YLF2,ABF1,0.390845
YLL056C,SOK2,0.077472
YLL056C,YAP1,0.124309
YLL058W,MET32,0.152197
YLL058W,MET4,0.348453
YLR040C,STE12,0.343200
YLR042C,SOK2,-0.180297
YLR042C,STE12,0.372976
YLR042C,TEC1,0.905169
YLR049C,SWI5,1.835870
YLR050C,HSF1,0.307634
YLR050C,YOX1,0.203021
YLR076C,RAP1,0.495760
YLR076C,TUP1,0.097036
YLR108C,YAP1,0.869674
YLR112W,RAP1,0.720926
YLR118C,ABF1,0.909642
YLR126C,YRM1,1.687967
YLR152C,GCN4,0.024998
YLR173W,CBF1,0.729558
YLR177W,CAD1,1.068690
YLR179C,MET31,4.368044
YLR179C,MET32,5.943686
YLR179C,RAP1,5.637192
YLR194C,ACE2,2.197977
YLR194C,GCN4,0.056303
YLR202C,YRM1,0.596001
YLR252W,PDR1,0.068897
YLR252W,YAP1,0.075668
YLR253W,MSN2,0.615106
YLR253W,SKN7,1.665279
YLR257W,DAL81,2.100598
YLR257W,STE12,2.080469
YLR271W,RAP1,0.216200
YLR278C,YRM1,1.542315
YLR280C,RAP1,0.267093
YLR281C,YOX1,0.173317
YLR283W,MSN2,0.705804
YLR287C,STE12,1.726791
YLR294C,HAP2,2.998624
YLR326W,STE12,0.458555
YLR345W,YAP1,0.119716
YLR413W,YAP1,0.668291
YLR413W,YHP1,0.188297
YLR460C,YAP1,0.140962
YMC1,GCN4,0.093241
YMC2,GCN4,0.118349
YME1,STE12,0.435552
YML053C,MCM1,0.031393
YML053C,MSN2,1.019444
YML053C,RAP1,0.234364
YML108W,GCN4,0.111026
YML119W,MCM1,1.206854
YML131W,PDR1,0.174616
YML131W,SKO1,0.310763
YML131W,SOK2,0.303505
YML131W,YAP1,0.139134
