substrate,tf,alpha,source
SMC1,LEU3,1.064556,teufel
SMC1,YHP1,0.080971,teufel
SMC2,STE12,0.984414,teufel
SMC3,HSF1,0.307276,teufel
SMD2,STE12,0.501424,teufel
SMD3,STE12,1.466198,teufel
SMF2,ABF1,0.623462,teufel
SMF2,FKH2,0.518423,yeastract_strict
SMF3,AFT1,1.404933,teufel
SMF3,MCM1,1.286425,teufel
SML1,FKH1,5.899165,yeastract_strict
SML1,STE12,17.317529,teufel
SMP3,AFT1,0.277568,teufel
SMT3,CIN5,2.422716,teufel
SMT3,GCN4,0.322556,teufel
SMT3,SOK2,4.011751,teufel
SMX2,ABF1,1.035506,teufel
SMX3,MSN2,3.725226,teufel
SMY1,ASH1,0.079976,teufel
SNA2,ABF1,0.434659,teufel
SNA2,ACE2,0.397178,teufel
SNA2,SOK2,0.096086,teufel
SNA3,CBF1,0.618641,teufel
SNA3,FHL1,2.957928,teufel
SNA3,INO4,3.423553,teufel
SNC2,CIN5,4.224734,teufel
SNC2,MSN2,2.397892,yeastract_strict
SNF11,SOK2,0.324781,teufel
SNF11,STE12,0.362035,teufel
SNF2,RLM1,3.602036,teufel
SNF4,CBF1,0.837713,yeastract_strict
SNF4,YAP1,0.855645,yeastract_strict
SNF6,MCM1,0.975813,teufel
SNF6,STE12,1.120624,teufel
SNG1,HSF1,0.268692,teufel
SNL1,STE12,3.647685,teufel
SNP1,STE12,0.354087,teufel
SNQ2,ACE2,-0.284693,teufel
SNQ2,GCN4,0.180326,teufel
SNQ2,YOX1,0.505888,teufel
SNT1,INO4,0.882941,teufel
SNT309,FLO8,0.040022,yeastract_strict
SNT309,STE12,0.94346,teufel
SNU56,STE12,0.423624,teufel
SNX4,STE12,0.63766,teufel
SNX41,GCN4,0.015264,yeastract_strict
SNZ1,GCN4,0.048598,teufel
SOD1,CUP2,6.763142,yeastract_strict
SOD1,YAP1,21.355597,teufel
SOD2,YAP1,2.097472,teufel
SOF1,ABF1,0.488661,teufel
SOF1,RIM101,0.321766,yeastract_strict
SOG2,RPN4,0.634982,yeastract_strict
SOH1,MSN2,1.53273,teufel
SOK1,YRM1,1.198107,teufel
SOK2,STE12,0.081494,teufel
SOK2,TEC1,0.306688,teufel
SOK2,TUP1,0.380362,teufel
SOL1,SKO1,0.482641,teufel
SOM1,CIN5,0.158416,teufel
SOM1,STE12,0.41868,teufel
SOP4,PDR1,0.331324,yeastract_strict
SOP4,RAP1,2.627895,teufel
SPB1,ABF1,0.219791,teufel
SPB1,REB1,0.946116,teufel
SPB1,STE12,0.406599,teufel
SPB1,YOX1,0.114942,teufel
SPC1,MSN2,0.893678,yeastract_strict
SPC2,FLO8,3.994818,teufel
SPC25,INO4,0.870631,yeastract_strict
SPE2,CBF1,0.933651,teufel
SPE2,RAP1,0.454436,teufel
SPG3,GCN4,0.031832,yeastract_strict
SPG5,BAS1,1.031242,teufel
SPI1,MCM1,0.330121,teufel
SPI1,SOK2,0.109285,teufel
SPO12,YOX1,0.439922,teufel
SPO14,STE12,0.593434,teufel
SPO14,TEC1,0.147751,teufel
SPO73,FHL1,1.141192,teufel
SPO73,IXR1,0.631352,yeastract_strict
SPO73,STE12,3.051452,teufel
SPP2,STE12,0.825107,teufel
SPP41,ABF1,0.642993,teufel
SPR6,CBF1,1.828659,yeastract_strict
SPS18,SUM1,0.162609,teufel
SPT15,YAP1,1.357047,teufel
SPT2,STE12,0.890456,teufel
SPT20,RAP1,0.268488,teufel
SPT21,MBP1,0.253668,teufel
SPT3,RAP1,0.462534,yeastract_strict
SPT6,CBF1,4.463782,yeastract_strict
SPT7,STE12,1.295407,teufel
SPT8,STE12,1.717598,teufel
SRB7,YAP1,0.282112,yeastract_strict
SRL1,CIN5,1.475483,teufel
SRL1,MBP1,1.090764,yeastract_strict
SRL1,SWI4,1.685637,teufel
SRL1,SWI6,1.327556,teufel
SRL1,TEC1,6.271486,teufel
SRL3,STE12,0.464586,teufel
SRL3,TEC1,0.334682,teufel
SRM1,TUP1,2.725953,teufel
SRO77,STE12,1.158339,teufel
SRP1,ABF1,1.249566,teufel
SRP1,BAS1,0.68087,teufel
SRP40,RAP1,0.671052,teufel
SRP40,YAP1,0.37519,yeastract_strict
SRS2,CBF1,2.260324,yeastract_strict
SRY1,ABF1,-0.019062,teufel
SRY1,GCN4,0.043044,yeastract_strict
SSA1,ABF1,5.306379,teufel
SSA1,RAP1,5.082585,teufel
SSA1,YAP1,5.239382,teufel
SSA2,HSF1,1.83553,teufel
SSA2,STE12,7.725805,teufel
SSA2,YAP1,12.62745,teufel
SSA3,HSF1,0.613697,teufel
SSA3,RAP1,0.243352,teufel
SSA4,SOK2,0.095174,teufel
SSA4,YAP1,0.275379,teufel
SSB1,ABF1,10.568277,teufel
SSB1,MSN2,14.737864,yeastract_strict
SSB1,RAP1,5.546967,teufel
SSB1,TYE7,6.28584,teufel
SSB2,YOX1,18.918933,teufel
SSC1,ABF1,0.847585,teufel
SSC1,GCN4,0.310484,yeastract_strict
SSC1,HSF1,0.057838,teufel
SSD1,MSN2,0.219786,teufel
SSD1,RAP1,0.855427,teufel
SSE1,ABF1,7.787722,teufel
SSE1,HSF1,8.268588,teufel
SSE2,GCN4,0.032364,yeastract_strict
SSF2,ABF1,0.883485,teufel
SSF2,RAP1,0.266457,teufel
SSH1,ABF1,2.637901,teufel
SSH1,RPN4,7.06993,yeastract_strict
SSK1,MSN2,0.269729,teufel
SSK1,STE12,0.228675,teufel
SSK22,MSN2,0.884374,yeastract_strict
SSL1,RAP1,0.404071,teufel
SSL2,ABF1,0.46723,teufel
SSN3,STE12,0.594355,teufel
SSO1,MSN2,3.304322,teufel
SSO2,FKH1,0.226043,teufel
SSO2,STE12,1.750603,teufel
SSS1,IXR1,11.987308,teufel
SST2,RAP1,0.260637,teufel
SST2,STE12,0.556894,teufel
SSU1,GCN4,0.055617,teufel
SSY1,TYE7,0.588036,teufel
SSZ1,ABF1,6.217039,teufel
SSZ1,PDR3,14.334835,yeastract_strict
STB1,GCN4,0.029673,yeastract_strict
STB1,RAP1,-0.026828,teufel
STB3,TEC1,0.43053,teufel
STB4,GCN4,0.038441,teufel
STB5,YAP1,0.105083,teufel
STB6,STE12,0.46723,teufel
STE12,MCM1,0.442003,teufel
STE12,STE12,0.431807,yeastract_strict
STE12,TEC1,0.140039,teufel
STE13,STE12,0.399657,teufel
STE14,RFX1,5.877795,teufel
STE2,MCM1,0.380803,teufel
STE2,STP2,0.854957,teufel
STE2,YAP1,0.78178,teufel
STE20,SOK2,1.301763,teufel
STE23,YRM1,2.777697,teufel
STE4,CBF1,1.513588,yeastract_strict
STE4,STE12,3.410878,teufel
STE5,MSN2,0.469186,teufel
STE5,STP2,0.598032,teufel
STE6,MSN2,0.178009,teufel
STE6,STE12,0.439068,teufel
STE6,YHP1,0.5741,teufel
STE7,SOK2,0.496611,teufel
STF1,ABF1,0.649683,teufel
STF2,PDR1,1.187843,teufel
STI1,ABF1,1.930299,teufel
STI1,HSF1,1.20299,teufel
STI1,SPT23,0.075959,teufel
STI1,TUP1,1.185448,teufel
STM1,FKH1,2.180219,yeastract_strict
STM1,STE12,32.588296,teufel
STO1,CST6,1.954882,yeastract_strict
STP1,ABF1,0.583439,teufel
STP22,MSN2,0.289156,teufel
STP22,RPN4,0.928939,yeastract_strict
STP3,STB5,4.610836,teufel
STP4,RPH1,0.022687,yeastract_strict
STP4,SOK2,0.035291,teufel
STP4,YAP1,0.10557,teufel
STR3,GCN4,0.021844,teufel
SUA7,CBF1,7.497392,yeastract_strict
SUB2,GCR1,6.424954,teufel
SUB2,HAP2,5.01061,teufel
SUC2,MIG2,0.456903,teufel
SUC2,MSN2,0.244814,teufel
SUC2,NRG1,0.576766,yeastract_strict
SUI1,FKH1,18.095728,yeastract_strict
SUI2,PDR3,13.206048,yeastract_strict
SUL2,MET28,0.182575,teufel
SUL2,MET4,0.484341,teufel
SUM1,ABF1,0.838266,teufel
SUM1,STE12,0.723079,teufel
SUN4,GCR2,0.925665,teufel
SUN4,MSN2,0.33006,yeastract_strict
SUN4,STE12,0.361013,teufel
SUP35,ABF1,1.691436,teufel
SUP45,ABF1,6.887487,teufel
SUR2,YAP1,0.714052,yeastract_strict
SUR7,RAP1,2.551868,yeastract_strict
SUR7,YRR1,0.543692,yeastract_strict
SUT1,INO4,0.060944,yeastract_strict
SUT1,SOK2,0.13531,teufel
SUT1,STE12,0.054692,yeastract_strict
SUT1,TEC1,0.03811,teufel
SUT2,STE12,0.39376,yeastract_strict
SUT2,SWI4,0.173757,teufel
SVL3,HSF1,1.09116,teufel
SVS1,MBP1,-0.614077,teufel
SVS1,TEC1,6.446568,teufel
SWE1,STE12,0.017902,teufel
SWE1,TEC1,0.931112,teufel
SWH1,STE12,1.581278,teufel
SWI3,ABF1,1.030256,teufel
SWI4,MCM1,0.284213,teufel
SWI4,STE12,0.311263,teufel
SWI4,SWI4,-0.013951,yeastract_strict
SWI5,FKH1,0.228876,teufel
SWI5,RAP1,0.303626,teufel
SWI6,STE12,1.107624,teufel
SWM1,RAP1,0.259962,teufel
SWR1,RPN4,0.916593,yeastract_strict
SYC1,NRG1,0.613847,teufel
SYF1,PDR3,1.817118,yeastract_strict
SYG1,MSN2,6.045424,teufel
TAD2,HAC1,0.020698,teufel
TAF11,ABF1,0.385969,teufel
TAF12,PHO2,0.766951,teufel
TAF12,STE12,0.521982,teufel
TAF13,PDR1,1.036946,yeastract_strict
TAF14,ABF1,2.084473,teufel
TAF4,ABF1,1.090738,teufel
TAF6,YRM1,2.306643,teufel
TAF9,ABF1,1.663142,teufel
TAH11,ABF1,0.089487,teufel
TAH11,GCN4,0.075008,yeastract_strict
TAH11,HSF1,0.02098,teufel
TAH18,YAP1,0.26128,teufel
TAL1,GCN4,0.479523,yeastract_strict
TAO3,MSN2,0.114261,yeastract_strict
TAO3,PDR1,0.639341,yeastract_strict
TAT1,YAP1,1.308041,teufel
TAT2,MSN2,1.323045,teufel
TAT2,STE12,1.864601,teufel
TAX4,STE12,0.216088,teufel
TAX4,TEC1,0.078118,teufel
TBS1,STE12,0.290702,teufel
TBS1,TEC1,0.196942,teufel
TCB1,SOK2,2.033498,teufel
TCB1,TEC1,2.12523,teufel
TCB2,YAP1,0.814578,yeastract_strict
TCM62,MSN2,1.080629,teufel
TCO89,STE12,0.977712,teufel
TCP1,ABF1,1.982543,teufel
TDH1,YAP1,0.439467,teufel
TDH1,YRR1,0.381324,yeastract_strict
TDH2,ABF1,5.426137,teufel
TDH2,GCR2,10.762082,teufel
TDH2,RAP1,4.848199,teufel
TDH2,TYE7,16.352099,teufel
TDH2,YRR1,8.170977,yeastract_strict
TDH3,ABF1,16.858531,teufel
TDH3,CIN5,23.026943,teufel
TDH3,GCN4,9.731314,teufel
TDH3,GCR1,-12.724272,teufel
TDH3,HSF1,6.580827,teufel
TDH3,YAP1,6.123067,yeastract_strict
TDP1,CBF1,1.110251,yeastract_strict
TEA1,GCN4,0.045842,teufel
TEC1,MSN2,0.093904,teufel
TEC1,RAP1,0.081791,yeastract_strict
TEC1,SWI5,1.144476,teufel
TEF2,FKH1,-5.526069,yeastract_strict
TEF2,GCN4,2.024242,teufel
TEF4,AFT1,12.213487,teufel
TEF4,RAP1,8.350517,teufel
TEM1,YAP1,0.428003,yeastract_strict
TEN1,STE12,0.435,teufel
TES1,ADR1,0.38077,teufel
TES1,STE12,0.301675,teufel
TFA1,RAP1,1.017695,teufel
TFA2,MSN2,2.265886,teufel
TFB1,ABF1,0.307078,teufel
TFB2,UGA3,1.105713,teufel
TFB5,GCN4,0.060726,yeastract_strict
TFC1,STE12,0.922773,teufel
TFC3,CBF1,0.240094,yeastract_strict
TFC3,MSN2,0.757424,teufel
TFC4,RPN4,0.380425,yeastract_strict
TFC7,GCN4,0.042826,teufel
TFG1,GCN4,0.100157,yeastract_strict
TFS1,YAP1,0.304188,teufel
TGL1,CBF1,1.38416,yeastract_strict
TGL4,MSN2,1.437683,teufel
TGL4,STE12,0.638106,teufel
TGS1,YOX1,0.195013,teufel
THG1,STE12,1.004076,teufel
THI20,PDC2,0.900342,teufel
THI21,TEC1,0.240229,teufel
THI4,MSN2,0.228369,teufel
THI4,SKO1,0.255193,teufel
THI7,ASH1,0.014027,teufel
THI7,SOK2,0.308376,teufel
THI74,YAP1,0.174831,teufel
THI80,STE12,0.916771,teufel
THO1,CBF1,0.172666,teufel
THO1,RAP1,1.546429,teufel
THO2,STE12,1.03952,teufel
THP3,ABF1,0.484392,teufel
THR1,GCN4,0.452617,teufel
THR4,ABF1,0.06889,teufel
THR4,GCN4,0.294468,teufel
TID3,UME6,0.403745,teufel
TIF34,RAP1,5.299958,teufel
TIF35,ABF1,4.529865,teufel
TIF4631,SOK2,0.53161,teufel
TIF4631,STE12,1.58257,teufel
TIF4632,YRM1,1.337197,teufel
TIM10,CIN5,0.654275,teufel
TIM10,RGT1,4.43907,teufel
TIM10,TYE7,0.760154,teufel
TIM11,CIN5,3.494864,teufel
TIM12,CBF1,2.085427,yeastract_strict
TIM13,RAP1,1.664938,teufel
TIM17,CBF1,7.829703,yeastract_strict
TIM18,ABF1,0.171471,teufel
TIM18,RPN4,0.22673,yeastract_strict
TIM21,RAP1,0.620116,teufel
TIM21,TUP1,0.019602,teufel
TIM23,ABF1,5.137298,teufel
TIM23,ACE2,1.905244,teufel
TIM44,RAP1,2.208299,teufel
TIM50,OAF1,8.010887,teufel
TIM54,CBF1,3.626065,yeastract_strict
TIM8,RAP1,2.060253,teufel
TIP1,MCM1,0.485619,teufel
TIP1,PHD1,-1.125309,teufel
TIP1,SPT23,1.408596,teufel
TIP1,TUP1,2.300685,teufel
TIP20,ARG81,0.413779,teufel
TIP41,GCN4,0.052274,teufel
TIP41,HSF1,0.068692,teufel
TIP41,RAP1,-0.260748,teufel
TIR1,PHD1,0.996458,teufel
TIR1,RAP1,0.142722,teufel
TIR1,YRM1,0.368005,teufel
TIR4,YAP1,0.127824,teufel
TIS11,AFT1,0.175574,teufel
TIS11,PUT3,0.047803,teufel
TKL1,AFT1,1.833522,teufel
TKL1,CIN5,1.738095,teufel
TKL1,REB1,6.031386,teufel
TKL1,SOK2,1.631718,teufel
TLG1,GCN4,0.072891,yeastract_strict
TMA10,GCN4,0.035363,teufel
TMA108,STE12,2.640711,teufel
TMA17,CAD1,0.546553,teufel
TMA17,FKH2,0.253588,teufel
TMA20,ABF1,1.24327,teufel
TMA20,MET31,0.231159,yeastract_strict
TMA20,RPN4,1.247776,yeastract_strict
TMA46,ABF1,1.097828,teufel
TMA46,YAP1,0.358696,yeastract_strict
TMN3,YRM1,0.791002,teufel
TNA1,SUM1,1.624544,teufel
TOD6,YAP1,0.277067,yeastract_strict
TOF1,YOX1,0.359281,teufel
TOM1,MSN2,2.364612,teufel
TOM1,STE12,2.322814,teufel
TOM7,TYE7,3.674825,teufel
TOS1,GCN4,0.553426,yeastract_strict
TOS1,STE12,0.795444,teufel
TOS1,TEC1,6.067998,teufel
TOS2,MBP1,0.075556,yeastract_strict
TOS2,STE12,0.076096,teufel
TOS2,TEC1,0.387768,teufel
TOS3,SWI6,0.237551,teufel
TOS3,TEC1,0.080698,teufel
TOS6,ASH1,1.988357,teufel
TOS6,SWI4,0.960312,teufel
TOS6,SWI6,1.096623,teufel
TPD3,ROX1,2.468642,teufel
TPI1,GCR1,30.812193,teufel
TPI1,RAP1,46.292279,teufel
TPK1,YAP1,0.22824,teufel
TPK2,MSN2,0.59187,teufel
TPM1,ACE2,5.756111,teufel
TPM1,CBF1,4.724776,yeastract_strict
TPM1,RAP1,6.802575,teufel
TPM2,ABF1,1.439194,teufel
TPN1,GCN4,0.121084,teufel
TPO1,PDR1,0.685625,teufel
TPO1,SOK2,0.160708,teufel
TPO1,YRM1,0.615829,teufel
TPO3,MSN2,0.438893,teufel
TPO3,SOK2,0.521535,teufel
TPO3,TEC1,-0.085909,teufel
TPO4,MSN2,0.097881,teufel
TPO4,PDR1,0.698783,teufel
TPS1,MSN2,2.895655,teufel
TPS1,OAF1,1.775563,teufel
TPS2,PDR3,1.780847,teufel
TPS2,SOK2,0.367645,teufel
TPS3,ACE2,0.662119,teufel
TPS3,MSN2,0.43504,teufel
TPT1,SUM1,0.403174,teufel
TRE1,CBF1,1.699207,teufel
TRE2,STE12,1.167226,teufel
TRK2,YRM1,0.989446,teufel
TRM11,GCN4,0.11188,teufel
TRM12,INO4,0.422507,teufel
TRM12,MCM1,0.251718,teufel
TRM13,PDR1,1.155218,yeastract_strict
TRM2,SWI6,1.190559,teufel
TRM5,GCN4,0.032096,yeastract_strict
TRM5,RAP1,0.038438,teufel
TRP1,CBF1,1.042632,yeastract_strict
TRP1,PHO4,2.566222,teufel
TRP2,GCN4,0.320553,teufel
TRP3,ABF1,0.385858,teufel
TRP3,GCN4,0.100863,teufel
TRP4,GCN4,0.070522,teufel
TRP4,YAP1,0.280787,teufel
TRP5,GCN4,0.559101,teufel
TRR1,YAP1,4.285195,teufel
TRS20,GCN4,0.033069,teufel
TRS23,GAT1,0.593624,yeastract_strict
TRS31,FKH1,0.286646,yeastract_strict
TRS31,STE12,0.936292,teufel
TRX2,CIN5,1.399086,teufel
TRX2,RPN4,0.78466,yeastract_strict
TRX2,YAP1,4.239204,teufel
TRZ1,BAS1,1.025149,teufel
TSA1,SKN7,4.221756,teufel
TSA1,YAP1,13.054982,teufel
TSA1,YRR1,1.530534,yeastract_strict
TSA2,YAP1,0.17765,teufel
TSC10,YOX1,0.799193,teufel
TSL1,HSF1,0.241874,teufel
TSL1,SWI4,0.198305,teufel
TSR1,SWI5,1.708793,teufel
TSR2,YAP1,0.605609,teufel
TTI1,RAP1,0.29716,teufel
TUB4,STE12,1.347274,teufel
TVP15,REB1,1.610866,teufel
TVP23,ARG81,0.038043,teufel
TVP23,GCN4,0.057995,teufel
TYE7,GCN4,0.020229,yeastract_strict
TYE7,MET4,-0.100029,teufel
TYE7,SWI4,0.215188,teufel
TYE7,YAP1,0.048278,teufel
TYR1,ABF1,0.497514,teufel
TYS1,GCN4,0.283622,teufel
TYW1,HAP2,4.322427,teufel
TYW3,STE12,1.630522,teufel
UBA1,RAP1,0.878352,yeastract_strict
UBA1,RPN4,1.236524,teufel
UBA4,ABF1,0.672731,teufel
UBC12,CIN5,0.720517,teufel
UBC4,HSF1,4.479607,teufel
UBC4,SOK2,2.150667,teufel
UBC8,AFT1,0.634047,teufel
UBC8,ASH1,-0.03208,teufel
UBC8,GAT1,0.231902,yeastract_strict
UBI4,GCN4,0.124777,yeastract_strict
UBI4,HSF1,0.625841,teufel
UBP10,FHL1,2.930515,teufel
UBP11,CBF1,1.04833,yeastract_strict
UBP13,STE12,1.429538,teufel
UBP14,ABF1,0.208005,teufel
UBP15,YRM1,0.945019,teufel
UBP16,STE12,0.36428,teufel
UBP3,STE12,3.229277,teufel
UBP6,ABF1,1.323941,teufel
UBP6,RPN4,2.747888,teufel
UBR2,ABF1,0.273234,teufel
UBX2,ABF1,0.172442,teufel
UBX2,RAP1,0.324619,teufel
UBX3,HSF1,0.198949,teufel
UBX5,ABF1,0.417664,teufel
UBX6,ADR1,0.079406,teufel
UBX6,SOK2,0.168071,teufel
UBX6,STE12,0.112727,teufel
UBX6,TEC1,0.084185,teufel
UFD1,MCM1,0.53534,teufel
UFD1,RPN4,0.319303,teufel
UFD2,ABF1,0.820467,teufel
UFD4,RAP1,0.867821,teufel
UFD4,RPN4,0.202599,teufel
UFE1,MAL33,1.250663,teufel
UFO1,YAP1,0.29709,teufel
UGA1,DAL81,1.595608,teufel
UGA1,UGA3,0.381276,teufel
UGA2,YAP1,0.168533,yeastract_strict
UGA3,GCN4,0.033069,teufel
UGO1,PDR1,0.223921,teufel
UGO1,STE12,0.286063,teufel
UGP1,HSF1,2.895056,teufel
UGP1,SKO1,4.396599,teufel
UIP3,MSN2,0.544051,teufel
UIP3,SOK2,0.012863,teufel
UIP3,STE12,1.032889,teufel
UIP5,SKN7,1.237791,teufel
ULP2,UME6,0.825753,teufel
ULS1,RAP1,0.736432,teufel
UME6,LEU3,0.972186,teufel
UME6,MSN2,0.273048,teufel
UNG1,YRM1,0.845616,teufel
UPS2,INO4,0.290635,teufel
UPS2,MSN2,1.003576,yeastract_strict
UPS2,STE12,0.17406,teufel
URA1,MSN2,4.435679,teufel
URA1,RTG3,6.253231,teufel
URA1,SWI6,22.783277,teufel
URA2,BAS1,4.426533,yeastract_strict
URA2,MSN2,6.555007,yeastract_strict
URA4,CIN5,1.278832,teufel
URA4,MSN2,3.903535,teufel
URA4,STE12,9.355718,teufel
URA6,MSN2,6.725109,teufel
URA8,INO4,1.318278,teufel
URA8,SOK2,0.480795,teufel
URB1,ABF1,1.425062,teufel
URN1,MET32,0.193411,teufel
URN1,STE12,0.297242,teufel
USA1,YAP1,0.355082,yeastract_strict
USE1,STE12,0.338368,teufel
UTH1,ACE2,5.402301,teufel
UTH1,ASH1,-0.735468,teufel
UTH1,RAP1,3.845171,teufel
UTH1,RDS2,18.755995,teufel
UTH1,SOK2,0.270694,teufel
UTH1,YRR1,1.706524,yeastract_strict
UTP10,YAP1,1.357778,teufel
UTP13,ABF1,0.267567,teufel
UTP13,YAP1,0.41043,yeastract_strict
UTP13,YHP1,0.104006,teufel
UTP20,YAP1,1.04162,teufel
UTP20,YOX1,0.248114,teufel
UTP22,STE12,0.848171,teufel
UTP22,YRM1,1.399483,teufel
UTP23,CIN5,3.729748,teufel
UTP25,ABF1,0.467863,teufel
UTP25,UME6,0.362587,teufel
UTP25,YAP1,0.186784,teufel
UTP4,FKH1,1.568344,teufel
UTP5,SWI5,6.223187,teufel
UTP6,TUP1,17.212902,teufel
UTP9,ABF1,1.260795,teufel
UTP9,PDR1,0.469367,yeastract_strict
UTR2,RLM1,-1.063928,teufel
UTR2,SOK2,-0.33836,teufel
UTR2,TEC1,-1.217097,teufel
UTR2,YAP1,2.885095,teufel
UTR4,PHD1,0.125322,teufel
UTR4,STB5,5.042631,teufel
VAC17,CHA4,0.329957,teufel
VAC17,FKH1,0.020194,teufel
VAC7,TEC1,0.546858,teufel
VAM3,RPN4,0.203612,yeastract_strict
VAM3,SOK2,0.144667,teufel
VAM6,GCN4,0.041348,yeastract_strict
VAN1,YAP1,0.579068,yeastract_strict
VAS1,GCN4,0.407085,teufel
VBA1,GLN3,1.730322,teufel
VBA1,TEC1,0.329995,teufel
VBA2,ABF1,0.281678,teufel
VBA2,MET32,0.136407,teufel
VCX1,RAP1,0.689999,teufel
VCX1,STE12,0.473298,teufel
VHR1,GCN4,0.016622,teufel
VHR1,PDR1,-0.020919,teufel
VHS2,YRM1,0.694047,teufel
VHS3,CBF1,0.32622,yeastract_strict
VHS3,STE12,0.582018,teufel
VHT1,MSN2,3.196762,yeastract_strict
VID24,RAP1,0.396147,teufel
VID24,RDS2,0.050074,teufel
VID27,YAP1,0.286579,teufel
VID28,CBF1,1.233755,yeastract_strict
VID30,ACE2,-0.029736,teufel
VID30,GCN4,0.018421,yeastract_strict
VIP1,CBF1,3.306378,teufel
VMA1,TUP1,8.984127,teufel
VMA13,FKH1,-0.793465,yeastract_strict
VMA13,FKH2,1.067794,yeastract_strict
VMA13,GCN4,0.409073,teufel
VMA16,REB1,5.925079,teufel
VMA5,TYE7,4.934351,teufel
VMA6,FKH2,1.097878,yeastract_strict
VMA6,RAP1,2.23042,teufel
VMR1,MSN2,2.596914,yeastract_strict
VMS1,MET31,0.215001,yeastract_strict
VMS1,STE12,0.522887,teufel
VPH1,CBF1,21.087542,yeastract_strict
VPS1,CBF1,13.366305,yeastract_strict
VPS33,ABF1,0.373181,teufel
VPS36,MSN2,0.089056,teufel
VPS36,STE12,0.490174,teufel
VPS36,TEC1,0.371816,teufel
VPS38,PDR1,0.344885,yeastract_strict
VPS38,TEC1,0.20559,teufel
VPS4,YAP3,5.443369,teufel
VPS55,ARR1,0.934039,teufel
VPS55,PDR1,1.150457,yeastract_strict
VPS60,ABF1,0.08479,teufel
VPS60,GCN4,0.054384,teufel
VPS62,HSF1,0.589806,teufel
VPS63,ABF1,0.961459,teufel
VPS71,MBP1,0.181999,teufel
VPS71,TEC1,0.126434,teufel
VPS73,STE12,0.642345,teufel
VPS74,CST6,1.0048,teufel
VPS74,RPN4,0.579058,yeastract_strict
VPS9,RIM101,0.347864,yeastract_strict
VRG4,ABF1,3.589991,teufel
VRG4,RAP1,0.769686,teufel
VRP1,RAP1,1.000903,teufel
VTC1,CBF1,5.582366,yeastract_strict
VTC1,PHO4,2.770628,teufel
VTC2,CBF1,1.961531,teufel
VTC2,MSN2,3.070875,yeastract_strict
VTC2,PHO4,0.897396,teufel
VTC3,AFT1,0.569791,teufel
VTC3,MET32,0.035043,teufel
VTC3,SKN7,0.871723,yeastract_strict
VTC4,CBF1,1.582937,yeastract_strict
VTC4,PHO4,3.267543,teufel
VTI1,STE12,1.10932,teufel
VTS1,RAP1,0.508941,teufel
WAR1,GCN4,0.015117,teufel
WHI2,YAP1,0.96652,teufel
WHI4,CBF1,4.265754,yeastract_strict
WSC2,CIN5,0.451894,teufel
WSC2,STE12,0.814233,teufel
WSC2,TEC1,2.318263,teufel
WSC3,TEC1,0.623323,teufel
WTM1,ACE2,0.117853,teufel
WTM1,GCN4,0.184741,teufel
WTM2,CBF1,0.999447,teufel
XDJ1,MSN2,0.281102,teufel
XDJ1,STE12,0.603596,teufel
YAH1,GCN4,0.071865,teufel
YAK1,MSN2,1.976271,teufel
YAP1,RAP1,0.253641,teufel
YAP1,YAP1,0.84715,yeastract_strict
YAP1801,GCN4,0.045936,teufel
YAP1802,STE12,1.942944,teufel
YAP3,MCM1,0.356998,teufel
YAP3,STE12,0.263019,teufel
YAP6,CIN5,0.082464,teufel
YAP6,PDR1,0.070302,teufel
YAP6,YAP1,0.0723,yeastract_strict
YAR028W,ABF1,0.101698,teufel
YAR028W,SOK2,0.083207,teufel
YAR028W,TUP1,0.080237,teufel
YAR1,HSF1,1.279063,teufel
YAT1,GCN4,0.020217,yeastract_strict
YAT1,SOK2,0.077528,teufel
YAT2,GCN4,0.030667,yeastract_strict
YBL010C,OTU1,0.877751,teufel
YBL028C,CIN5,0.550229,teufel
YBL028C,YAP1,1.043108,teufel
YBL029W,FKH1,0.002061,yeastract_strict
YBL029W,MET31,0.121139,teufel
YBL029W,SOK2,0.148736,teufel
YBL029W,TEC1,0.02401,teufel
YBL036C,CBF1,5.473773,teufel
YBL059W,STE12,0.570861,teufel
YBL077W,UME6,0.540582,teufel
YBL081W,RAP1,0.755295,teufel
YBL086C,CBF1,0.935899,yeastract_strict
YBP1,YRM1,0.566224,teufel
YBP2,GCN4,0.033857,teufel
YBR012C,MOT3,0.50577,teufel
YBR016W,IXR1,5.022309,yeastract_strict
YBR053C,RDS2,0.810149,teufel
YBR053C,SOK2,0.104851,teufel
YBR053C,STE12,1.011086,teufel
YBR056W,MSN2,0.501256,teufel
YBR056W,YOX1,0.198754,teufel
YBR056W,YRR1,1.507232,yeastract_strict
YBR071W,ASH1,0.009414,teufel
YBR071W,MBP1,0.010849,teufel
YBR071W,SWI5,1.404315,teufel
YBR074W,YRM1,2.460996,teufel
YBR085C-A,GCN4,0.100335,yeastract_strict
YBR096W,ABF1,1.877734,teufel
YBR137W,RPN4,1.177588,yeastract_strict
YBR138C,STE12,0.571221,teufel
YBR139W,FKH1,0.934586,teufel
YBR139W,FLO8,1.329541,teufel
YBR219C,FHL1,0.225001,teufel
YBR219C,SOK2,0.263549,teufel
YBR220C,STE12,0.996709,teufel
YBR225W,STE12,0.391604,teufel
YBR241C,CIN5,0.23239,teufel
YBR241C,STE12,0.333009,teufel
YBR241C,YAP1,0.029068,teufel
YBR287W,CBF1,5.474776,yeastract_strict
